Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 734174 found at 2s
Seconds: 4, Total Iterations: 200, Iteration per second: 50.000000, Best solution: 739719 found at 4s
Seconds: 4, Total Iterations: 300, Iteration per second: 75.000000, Best solution: 740695 found at 4s
Seconds: 4, Total Iterations: 400, Iteration per second: 100.000000, Best solution: 741267 found at 4s
Seconds: 5, Total Iterations: 500, Iteration per second: 100.000000, Best solution: 741594 found at 5s
Seconds: 5, Total Iterations: 600, Iteration per second: 120.000000, Best solution: 741634 found at 5s
Seconds: 6, Total Iterations: 700, Iteration per second: 116.666667, Best solution: 742038 found at 6s
Seconds: 6, Total Iterations: 800, Iteration per second: 133.333333, Best solution: 742403 found at 6s
Seconds: 7, Total Iterations: 900, Iteration per second: 128.571429, Best solution: 742403 found at 6s
Seconds: 7, Total Iterations: 1000, Iteration per second: 142.857143, Best solution: 742425 found at 7s
Seconds: 8, Total Iterations: 1100, Iteration per second: 137.500000, Best solution: 742464 found at 7s
Seconds: 8, Total Iterations: 1200, Iteration per second: 150.000000, Best solution: 742474 found at 8s
Seconds: 8, Total Iterations: 1300, Iteration per second: 162.500000, Best solution: 742551 found at 8s
Seconds: 9, Total Iterations: 1400, Iteration per second: 155.555556, Best solution: 742690 found at 9s
Seconds: 9, Total Iterations: 1500, Iteration per second: 166.666667, Best solution: 742690 found at 9s
Seconds: 9, Total Iterations: 1600, Iteration per second: 177.777778, Best solution: 742707 found at 9s
Seconds: 10, Total Iterations: 1700, Iteration per second: 170.000000, Best solution: 742707 found at 9s
Seconds: 10, Total Iterations: 1800, Iteration per second: 180.000000, Best solution: 742713 found at 10s
Seconds: 11, Total Iterations: 1900, Iteration per second: 172.727273, Best solution: 742750 found at 10s
Seconds: 11, Total Iterations: 2000, Iteration per second: 181.818182, Best solution: 742754 found at 11s
Seconds: 11, Total Iterations: 2100, Iteration per second: 190.909091, Best solution: 742765 found at 11s
Seconds: 12, Total Iterations: 2200, Iteration per second: 183.333333, Best solution: 742778 found at 11s
Seconds: 12, Total Iterations: 2300, Iteration per second: 191.666667, Best solution: 742778 found at 11s
Seconds: 12, Total Iterations: 2400, Iteration per second: 200.000000, Best solution: 742807 found at 12s
Seconds: 13, Total Iterations: 2500, Iteration per second: 192.307692, Best solution: 742891 found at 13s
Seconds: 13, Total Iterations: 2600, Iteration per second: 200.000000, Best solution: 742908 found at 13s
Seconds: 14, Total Iterations: 2700, Iteration per second: 192.857143, Best solution: 742959 found at 14s
Seconds: 14, Total Iterations: 2800, Iteration per second: 200.000000, Best solution: 742961 found at 14s
Seconds: 14, Total Iterations: 2900, Iteration per second: 207.142857, Best solution: 742971 found at 14s
Seconds: 15, Total Iterations: 3000, Iteration per second: 200.000000, Best solution: 743207 found at 15s
Seconds: 15, Total Iterations: 3100, Iteration per second: 206.666667, Best solution: 743309 found at 15s
Seconds: 15, Total Iterations: 3200, Iteration per second: 213.333333, Best solution: 743314 found at 15s
Seconds: 16, Total Iterations: 3300, Iteration per second: 206.250000, Best solution: 743757 found at 16s
Seconds: 16, Total Iterations: 3400, Iteration per second: 212.500000, Best solution: 743779 found at 16s
Seconds: 17, Total Iterations: 3500, Iteration per second: 205.882353, Best solution: 743817 found at 17s
Seconds: 17, Total Iterations: 3600, Iteration per second: 211.764706, Best solution: 743819 found at 17s
Seconds: 17, Total Iterations: 3700, Iteration per second: 217.647059, Best solution: 743828 found at 17s
Seconds: 18, Total Iterations: 3800, Iteration per second: 211.111111, Best solution: 743828 found at 17s
Seconds: 18, Total Iterations: 3900, Iteration per second: 216.666667, Best solution: 743828 found at 17s
Seconds: 19, Total Iterations: 4000, Iteration per second: 210.526316, Best solution: 743828 found at 17s
Seconds: 19, Total Iterations: 4100, Iteration per second: 215.789474, Best solution: 743829 found at 19s
