Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 917145 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 947372 found at 0s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 950646 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 951863 found at 1s
Seconds: 1, Iteration: 50, Iteration per second: 50.000000, Best solution: 952974 found at 1s
Seconds: 1, Iteration: 60, Iteration per second: 60.000000, Best solution: 956004 found at 1s
Seconds: 2, Iteration: 70, Iteration per second: 35.000000, Best solution: 957582 found at 2s
Seconds: 2, Iteration: 80, Iteration per second: 40.000000, Best solution: 958194 found at 2s
Seconds: 2, Iteration: 90, Iteration per second: 45.000000, Best solution: 958194 found at 2s
Seconds: 2, Iteration: 100, Iteration per second: 50.000000, Best solution: 959882 found at 2s
Seconds: 2, Iteration: 110, Iteration per second: 55.000000, Best solution: 959882 found at 2s
Seconds: 2, Iteration: 120, Iteration per second: 60.000000, Best solution: 960547 found at 2s
Seconds: 2, Iteration: 130, Iteration per second: 65.000000, Best solution: 960870 found at 2s
Seconds: 3, Iteration: 140, Iteration per second: 46.666667, Best solution: 961306 found at 2s
Seconds: 3, Iteration: 150, Iteration per second: 50.000000, Best solution: 961991 found at 3s
Seconds: 3, Iteration: 160, Iteration per second: 53.333333, Best solution: 961991 found at 3s
Seconds: 3, Iteration: 170, Iteration per second: 56.666667, Best solution: 963850 found at 3s
Seconds: 3, Iteration: 180, Iteration per second: 60.000000, Best solution: 966985 found at 3s
Seconds: 3, Iteration: 190, Iteration per second: 63.333333, Best solution: 966985 found at 3s
Seconds: 3, Iteration: 200, Iteration per second: 66.666667, Best solution: 966985 found at 3s
Seconds: 3, Iteration: 210, Iteration per second: 70.000000, Best solution: 967882 found at 3s
Seconds: 4, Iteration: 220, Iteration per second: 55.000000, Best solution: 969297 found at 4s
Seconds: 4, Iteration: 230, Iteration per second: 57.500000, Best solution: 969382 found at 4s
Seconds: 4, Iteration: 240, Iteration per second: 60.000000, Best solution: 969504 found at 4s
Seconds: 4, Iteration: 250, Iteration per second: 62.500000, Best solution: 969504 found at 4s
Seconds: 4, Iteration: 260, Iteration per second: 65.000000, Best solution: 971671 found at 4s
Seconds: 4, Iteration: 270, Iteration per second: 67.500000, Best solution: 971671 found at 4s
Seconds: 4, Iteration: 280, Iteration per second: 70.000000, Best solution: 971671 found at 4s
Seconds: 4, Iteration: 290, Iteration per second: 72.500000, Best solution: 971831 found at 4s
Seconds: 4, Iteration: 300, Iteration per second: 75.000000, Best solution: 972558 found at 4s
Seconds: 4, Iteration: 310, Iteration per second: 77.500000, Best solution: 973740 found at 4s
Seconds: 5, Iteration: 320, Iteration per second: 64.000000, Best solution: 973740 found at 4s
Seconds: 5, Iteration: 330, Iteration per second: 66.000000, Best solution: 974384 found at 5s
Seconds: 5, Iteration: 340, Iteration per second: 68.000000, Best solution: 978546 found at 5s
Seconds: 5, Iteration: 350, Iteration per second: 70.000000, Best solution: 978546 found at 5s
Seconds: 5, Iteration: 360, Iteration per second: 72.000000, Best solution: 978546 found at 5s
