Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 1048545 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 1048545 found at 1s
Seconds: 3, Iteration: 30, Iteration per second: 10.000000, Best solution: 1048545 found at 1s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 1048545 found at 1s
Seconds: 4, Iteration: 50, Iteration per second: 12.500000, Best solution: 1048545 found at 1s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 1051124 found at 4s
Seconds: 4, Iteration: 70, Iteration per second: 17.500000, Best solution: 1053165 found at 4s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 1058273 found at 5s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 1058273 found at 5s
Seconds: 5, Iteration: 100, Iteration per second: 20.000000, Best solution: 1066195 found at 5s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 1066195 found at 5s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 1066195 found at 5s
Seconds: 6, Iteration: 130, Iteration per second: 21.666667, Best solution: 1067202 found at 6s
Seconds: 6, Iteration: 140, Iteration per second: 23.333333, Best solution: 1073264 found at 6s
Seconds: 7, Iteration: 150, Iteration per second: 21.428571, Best solution: 1073264 found at 6s
Seconds: 7, Iteration: 160, Iteration per second: 22.857143, Best solution: 1073264 found at 6s
Seconds: 7, Iteration: 170, Iteration per second: 24.285714, Best solution: 1073264 found at 6s
Seconds: 7, Iteration: 180, Iteration per second: 25.714286, Best solution: 1073264 found at 6s
Seconds: 8, Iteration: 190, Iteration per second: 23.750000, Best solution: 1073264 found at 6s
Seconds: 8, Iteration: 200, Iteration per second: 25.000000, Best solution: 1074420 found at 8s
Seconds: 8, Iteration: 210, Iteration per second: 26.250000, Best solution: 1074420 found at 8s
Seconds: 8, Iteration: 220, Iteration per second: 27.500000, Best solution: 1075002 found at 8s
Seconds: 9, Iteration: 230, Iteration per second: 25.555556, Best solution: 1075002 found at 8s
Seconds: 9, Iteration: 240, Iteration per second: 26.666667, Best solution: 1075002 found at 8s
Seconds: 9, Iteration: 250, Iteration per second: 27.777778, Best solution: 1075002 found at 8s
Seconds: 9, Iteration: 260, Iteration per second: 28.888889, Best solution: 1075002 found at 8s
Seconds: 10, Iteration: 270, Iteration per second: 27.000000, Best solution: 1075002 found at 8s
Seconds: 10, Iteration: 280, Iteration per second: 28.000000, Best solution: 1075002 found at 8s
Seconds: 10, Iteration: 290, Iteration per second: 29.000000, Best solution: 1075002 found at 8s
Seconds: 10, Iteration: 300, Iteration per second: 30.000000, Best solution: 1075002 found at 8s
Seconds: 11, Iteration: 310, Iteration per second: 28.181818, Best solution: 1075002 found at 8s
Seconds: 11, Iteration: 320, Iteration per second: 29.090909, Best solution: 1075002 found at 8s
Seconds: 11, Iteration: 330, Iteration per second: 30.000000, Best solution: 1076044 found at 11s
Seconds: 11, Iteration: 340, Iteration per second: 30.909091, Best solution: 1076119 found at 11s
Seconds: 12, Iteration: 350, Iteration per second: 29.166667, Best solution: 1076119 found at 11s
Seconds: 12, Iteration: 360, Iteration per second: 30.000000, Best solution: 1076119 found at 11s
Seconds: 12, Iteration: 370, Iteration per second: 30.833333, Best solution: 1076450 found at 12s
Seconds: 13, Iteration: 380, Iteration per second: 29.230769, Best solution: 1076450 found at 12s
Seconds: 13, Iteration: 390, Iteration per second: 30.000000, Best solution: 1077580 found at 13s
Seconds: 13, Iteration: 400, Iteration per second: 30.769231, Best solution: 1077580 found at 13s
Seconds: 13, Iteration: 410, Iteration per second: 31.538462, Best solution: 1078009 found at 13s
Seconds: 13, Iteration: 420, Iteration per second: 32.307692, Best solution: 1078009 found at 13s
Seconds: 14, Iteration: 430, Iteration per second: 30.714286, Best solution: 1078009 found at 13s
Seconds: 14, Iteration: 440, Iteration per second: 31.428571, Best solution: 1078009 found at 13s
Seconds: 14, Iteration: 450, Iteration per second: 32.142857, Best solution: 1079571 found at 14s
Seconds: 14, Iteration: 460, Iteration per second: 32.857143, Best solution: 1079571 found at 14s
Seconds: 15, Iteration: 470, Iteration per second: 31.333333, Best solution: 1079571 found at 14s
Seconds: 15, Iteration: 480, Iteration per second: 32.000000, Best solution: 1079571 found at 14s
Seconds: 15, Iteration: 490, Iteration per second: 32.666667, Best solution: 1079571 found at 14s
Seconds: 15, Iteration: 500, Iteration per second: 33.333333, Best solution: 1079571 found at 14s
Seconds: 16, Iteration: 510, Iteration per second: 31.875000, Best solution: 1079571 found at 14s
Seconds: 16, Iteration: 520, Iteration per second: 32.500000, Best solution: 1079571 found at 14s
Seconds: 16, Iteration: 530, Iteration per second: 33.125000, Best solution: 1079571 found at 14s
Seconds: 16, Iteration: 540, Iteration per second: 33.750000, Best solution: 1079571 found at 14s
Seconds: 16, Iteration: 550, Iteration per second: 34.375000, Best solution: 1079571 found at 14s
Seconds: 17, Iteration: 560, Iteration per second: 32.941176, Best solution: 1079571 found at 14s
Seconds: 17, Iteration: 570, Iteration per second: 33.529412, Best solution: 1079571 found at 14s
Seconds: 17, Iteration: 580, Iteration per second: 34.117647, Best solution: 1079571 found at 14s
Seconds: 17, Iteration: 590, Iteration per second: 34.705882, Best solution: 1079571 found at 14s
Seconds: 18, Iteration: 600, Iteration per second: 33.333333, Best solution: 1079571 found at 14s
Seconds: 18, Iteration: 610, Iteration per second: 33.888889, Best solution: 1079571 found at 14s
Seconds: 18, Iteration: 620, Iteration per second: 34.444444, Best solution: 1079571 found at 14s
Seconds: 18, Iteration: 630, Iteration per second: 35.000000, Best solution: 1079571 found at 14s
Seconds: 18, Iteration: 640, Iteration per second: 35.555556, Best solution: 1079571 found at 14s
Seconds: 19, Iteration: 650, Iteration per second: 34.210526, Best solution: 1079571 found at 14s
Seconds: 19, Iteration: 660, Iteration per second: 34.736842, Best solution: 1079571 found at 14s
Seconds: 19, Iteration: 670, Iteration per second: 35.263158, Best solution: 1079571 found at 14s
Seconds: 19, Iteration: 680, Iteration per second: 35.789474, Best solution: 1079623 found at 19s
Seconds: 20, Iteration: 690, Iteration per second: 34.500000, Best solution: 1079623 found at 19s
Seconds: 20, Iteration: 700, Iteration per second: 35.000000, Best solution: 1079623 found at 19s
Seconds: 20, Iteration: 710, Iteration per second: 35.500000, Best solution: 1079623 found at 19s
Seconds: 20, Iteration: 720, Iteration per second: 36.000000, Best solution: 1079623 found at 19s
Seconds: 21, Iteration: 730, Iteration per second: 34.761905, Best solution: 1079623 found at 19s
Seconds: 21, Iteration: 740, Iteration per second: 35.238095, Best solution: 1079623 found at 19s
Seconds: 21, Iteration: 750, Iteration per second: 35.714286, Best solution: 1079623 found at 19s
Seconds: 21, Iteration: 760, Iteration per second: 36.190476, Best solution: 1079623 found at 19s
