Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 1069877 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 1075250 found at 1s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 1076435 found at 2s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 1076562 found at 3s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 1077483 found at 3s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 1078715 found at 3s
Seconds: 4, Iteration: 70, Iteration per second: 17.500000, Best solution: 1079058 found at 4s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 1079311 found at 4s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 1080826 found at 5s
Seconds: 5, Iteration: 100, Iteration per second: 20.000000, Best solution: 1080826 found at 5s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 1080826 found at 5s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 1081229 found at 6s
Seconds: 7, Iteration: 130, Iteration per second: 18.571429, Best solution: 1081229 found at 6s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 1081544 found at 7s
Seconds: 8, Iteration: 150, Iteration per second: 18.750000, Best solution: 1081622 found at 8s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 1083328 found at 8s
Seconds: 9, Iteration: 170, Iteration per second: 18.888889, Best solution: 1085070 found at 8s
Seconds: 9, Iteration: 180, Iteration per second: 20.000000, Best solution: 1088779 found at 9s
Seconds: 9, Iteration: 190, Iteration per second: 21.111111, Best solution: 1089854 found at 9s
Seconds: 10, Iteration: 200, Iteration per second: 20.000000, Best solution: 1089854 found at 9s
Seconds: 10, Iteration: 210, Iteration per second: 21.000000, Best solution: 1089854 found at 9s
Seconds: 11, Iteration: 220, Iteration per second: 20.000000, Best solution: 1090748 found at 11s
Seconds: 11, Iteration: 230, Iteration per second: 20.909091, Best solution: 1091529 found at 11s
Seconds: 12, Iteration: 240, Iteration per second: 20.000000, Best solution: 1091529 found at 11s
Seconds: 12, Iteration: 250, Iteration per second: 20.833333, Best solution: 1091654 found at 12s
Seconds: 13, Iteration: 260, Iteration per second: 20.000000, Best solution: 1092926 found at 12s
