Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 1250188 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 1254440 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 1264387 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 1272909 found at 1s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 1277821 found at 2s
Seconds: 2, Iteration: 60, Iteration per second: 30.000000, Best solution: 1284176 found at 2s
Seconds: 2, Iteration: 70, Iteration per second: 35.000000, Best solution: 1284176 found at 2s
Seconds: 3, Iteration: 80, Iteration per second: 26.666667, Best solution: 1286065 found at 3s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 1287407 found at 3s
Seconds: 3, Iteration: 100, Iteration per second: 33.333333, Best solution: 1287908 found at 3s
Seconds: 3, Iteration: 110, Iteration per second: 36.666667, Best solution: 1290383 found at 3s
Seconds: 4, Iteration: 120, Iteration per second: 30.000000, Best solution: 1290698 found at 4s
Seconds: 4, Iteration: 130, Iteration per second: 32.500000, Best solution: 1291310 found at 4s
Seconds: 4, Iteration: 140, Iteration per second: 35.000000, Best solution: 1291947 found at 4s
Seconds: 4, Iteration: 150, Iteration per second: 37.500000, Best solution: 1292333 found at 4s
Seconds: 4, Iteration: 160, Iteration per second: 40.000000, Best solution: 1292333 found at 4s
Seconds: 4, Iteration: 170, Iteration per second: 42.500000, Best solution: 1292744 found at 4s
Seconds: 5, Iteration: 180, Iteration per second: 36.000000, Best solution: 1292744 found at 4s
Seconds: 5, Iteration: 190, Iteration per second: 38.000000, Best solution: 1293352 found at 5s
Seconds: 5, Iteration: 200, Iteration per second: 40.000000, Best solution: 1293352 found at 5s
Seconds: 5, Iteration: 210, Iteration per second: 42.000000, Best solution: 1294137 found at 5s
Seconds: 5, Iteration: 220, Iteration per second: 44.000000, Best solution: 1295001 found at 5s
Seconds: 5, Iteration: 230, Iteration per second: 46.000000, Best solution: 1295001 found at 5s
Seconds: 5, Iteration: 240, Iteration per second: 48.000000, Best solution: 1295001 found at 5s
Seconds: 6, Iteration: 250, Iteration per second: 41.666667, Best solution: 1295001 found at 5s
Seconds: 6, Iteration: 260, Iteration per second: 43.333333, Best solution: 1295001 found at 5s
Seconds: 6, Iteration: 270, Iteration per second: 45.000000, Best solution: 1295001 found at 5s
Seconds: 6, Iteration: 280, Iteration per second: 46.666667, Best solution: 1295106 found at 6s
