Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 247703 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 248574 found at 1s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 248574 found at 1s
Seconds: 2, Iteration: 40, Iteration per second: 20.000000, Best solution: 249006 found at 2s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 249041 found at 2s
Seconds: 3, Iteration: 60, Iteration per second: 20.000000, Best solution: 249468 found at 3s
Seconds: 3, Iteration: 70, Iteration per second: 23.333333, Best solution: 249468 found at 3s
Seconds: 4, Iteration: 80, Iteration per second: 20.000000, Best solution: 249512 found at 3s
Seconds: 4, Iteration: 90, Iteration per second: 22.500000, Best solution: 249553 found at 4s
Seconds: 4, Iteration: 100, Iteration per second: 25.000000, Best solution: 249633 found at 4s
Seconds: 4, Iteration: 110, Iteration per second: 27.500000, Best solution: 249633 found at 4s
Seconds: 5, Iteration: 120, Iteration per second: 24.000000, Best solution: 249633 found at 4s
Seconds: 5, Iteration: 130, Iteration per second: 26.000000, Best solution: 249633 found at 4s
Seconds: 5, Iteration: 140, Iteration per second: 28.000000, Best solution: 249671 found at 5s
Seconds: 6, Iteration: 150, Iteration per second: 25.000000, Best solution: 249671 found at 5s
Seconds: 6, Iteration: 160, Iteration per second: 26.666667, Best solution: 249671 found at 5s
Seconds: 6, Iteration: 170, Iteration per second: 28.333333, Best solution: 249717 found at 6s
Seconds: 6, Iteration: 180, Iteration per second: 30.000000, Best solution: 249717 found at 6s
Seconds: 7, Iteration: 190, Iteration per second: 27.142857, Best solution: 249717 found at 6s
Seconds: 7, Iteration: 200, Iteration per second: 28.571429, Best solution: 249792 found at 7s
Seconds: 7, Iteration: 210, Iteration per second: 30.000000, Best solution: 249792 found at 7s
Seconds: 8, Iteration: 220, Iteration per second: 27.500000, Best solution: 249792 found at 7s
Seconds: 8, Iteration: 230, Iteration per second: 28.750000, Best solution: 249792 found at 7s
Seconds: 8, Iteration: 240, Iteration per second: 30.000000, Best solution: 249814 found at 8s
Seconds: 9, Iteration: 250, Iteration per second: 27.777778, Best solution: 249817 found at 9s
Seconds: 9, Iteration: 260, Iteration per second: 28.888889, Best solution: 249817 found at 9s
Seconds: 9, Iteration: 270, Iteration per second: 30.000000, Best solution: 249817 found at 9s
Seconds: 9, Iteration: 280, Iteration per second: 31.111111, Best solution: 249817 found at 9s
Seconds: 10, Iteration: 290, Iteration per second: 29.000000, Best solution: 249817 found at 9s
Seconds: 10, Iteration: 300, Iteration per second: 30.000000, Best solution: 249817 found at 9s
Seconds: 11, Iteration: 310, Iteration per second: 28.181818, Best solution: 249817 found at 9s
Seconds: 11, Iteration: 320, Iteration per second: 29.090909, Best solution: 249817 found at 9s
Seconds: 11, Iteration: 330, Iteration per second: 30.000000, Best solution: 249817 found at 9s
Seconds: 11, Iteration: 340, Iteration per second: 30.909091, Best solution: 249817 found at 9s
Seconds: 12, Iteration: 350, Iteration per second: 29.166667, Best solution: 249817 found at 9s
Seconds: 12, Iteration: 360, Iteration per second: 30.000000, Best solution: 249843 found at 12s
Seconds: 12, Iteration: 370, Iteration per second: 30.833333, Best solution: 249843 found at 12s
Seconds: 13, Iteration: 380, Iteration per second: 29.230769, Best solution: 249843 found at 12s
Seconds: 13, Iteration: 390, Iteration per second: 30.000000, Best solution: 249866 found at 13s
Seconds: 13, Iteration: 400, Iteration per second: 30.769231, Best solution: 249866 found at 13s
Seconds: 13, Iteration: 410, Iteration per second: 31.538462, Best solution: 249866 found at 13s
Seconds: 14, Iteration: 420, Iteration per second: 30.000000, Best solution: 249894 found at 14s
Seconds: 14, Iteration: 430, Iteration per second: 30.714286, Best solution: 249894 found at 14s
Seconds: 14, Iteration: 440, Iteration per second: 31.428571, Best solution: 249894 found at 14s
Seconds: 15, Iteration: 450, Iteration per second: 30.000000, Best solution: 249894 found at 14s
Seconds: 15, Iteration: 460, Iteration per second: 30.666667, Best solution: 249894 found at 14s
Seconds: 15, Iteration: 470, Iteration per second: 31.333333, Best solution: 249894 found at 14s
Seconds: 15, Iteration: 480, Iteration per second: 32.000000, Best solution: 249894 found at 14s
Seconds: 16, Iteration: 490, Iteration per second: 30.625000, Best solution: 249907 found at 16s
Seconds: 16, Iteration: 500, Iteration per second: 31.250000, Best solution: 249907 found at 16s
Seconds: 16, Iteration: 510, Iteration per second: 31.875000, Best solution: 249907 found at 16s
Seconds: 17, Iteration: 520, Iteration per second: 30.588235, Best solution: 249917 found at 16s
Seconds: 17, Iteration: 530, Iteration per second: 31.176471, Best solution: 249917 found at 16s
Seconds: 17, Iteration: 540, Iteration per second: 31.764706, Best solution: 249917 found at 16s
Seconds: 17, Iteration: 550, Iteration per second: 32.352941, Best solution: 249917 found at 16s
Seconds: 18, Iteration: 560, Iteration per second: 31.111111, Best solution: 249917 found at 16s
Seconds: 18, Iteration: 570, Iteration per second: 31.666667, Best solution: 249917 found at 16s
Seconds: 18, Iteration: 580, Iteration per second: 32.222222, Best solution: 249917 found at 16s
Seconds: 18, Iteration: 590, Iteration per second: 32.777778, Best solution: 249917 found at 16s
Seconds: 19, Iteration: 600, Iteration per second: 31.578947, Best solution: 249917 found at 16s
Seconds: 19, Iteration: 610, Iteration per second: 32.105263, Best solution: 249917 found at 16s
Seconds: 19, Iteration: 620, Iteration per second: 32.631579, Best solution: 249917 found at 16s
Seconds: 20, Iteration: 630, Iteration per second: 31.500000, Best solution: 249917 found at 16s
Seconds: 20, Iteration: 640, Iteration per second: 32.000000, Best solution: 249917 found at 16s
Seconds: 20, Iteration: 650, Iteration per second: 32.500000, Best solution: 249917 found at 16s
Seconds: 21, Iteration: 660, Iteration per second: 31.428571, Best solution: 249917 found at 16s
Seconds: 21, Iteration: 670, Iteration per second: 31.904762, Best solution: 249918 found at 21s
Seconds: 21, Iteration: 680, Iteration per second: 32.380952, Best solution: 249918 found at 21s
Seconds: 21, Iteration: 690, Iteration per second: 32.857143, Best solution: 249918 found at 21s
Seconds: 22, Iteration: 700, Iteration per second: 31.818182, Best solution: 249918 found at 21s
Seconds: 22, Iteration: 710, Iteration per second: 32.272727, Best solution: 249918 found at 21s
Seconds: 22, Iteration: 720, Iteration per second: 32.727273, Best solution: 249918 found at 21s
