Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 954397 found at 2s
Seconds: 3, Total Iterations: 200, Iteration per second: 66.666667, Best solution: 960300 found at 2s
Seconds: 3, Total Iterations: 300, Iteration per second: 100.000000, Best solution: 961751 found at 3s
Seconds: 4, Total Iterations: 400, Iteration per second: 100.000000, Best solution: 962382 found at 4s
Seconds: 4, Total Iterations: 500, Iteration per second: 125.000000, Best solution: 962585 found at 4s
Seconds: 5, Total Iterations: 600, Iteration per second: 120.000000, Best solution: 962714 found at 4s
Seconds: 5, Total Iterations: 700, Iteration per second: 140.000000, Best solution: 963354 found at 5s
Seconds: 5, Total Iterations: 800, Iteration per second: 160.000000, Best solution: 963497 found at 5s
Seconds: 6, Total Iterations: 900, Iteration per second: 150.000000, Best solution: 963789 found at 6s
Seconds: 6, Total Iterations: 1000, Iteration per second: 166.666667, Best solution: 963925 found at 6s
Seconds: 7, Total Iterations: 1100, Iteration per second: 157.142857, Best solution: 963950 found at 7s
Seconds: 7, Total Iterations: 1200, Iteration per second: 171.428571, Best solution: 964014 found at 7s
Seconds: 8, Total Iterations: 1300, Iteration per second: 162.500000, Best solution: 964070 found at 8s
Seconds: 8, Total Iterations: 1400, Iteration per second: 175.000000, Best solution: 964070 found at 8s
Seconds: 8, Total Iterations: 1500, Iteration per second: 187.500000, Best solution: 964070 found at 8s
Seconds: 9, Total Iterations: 1600, Iteration per second: 177.777778, Best solution: 964077 found at 8s
Seconds: 9, Total Iterations: 1700, Iteration per second: 188.888889, Best solution: 964126 found at 9s
Seconds: 10, Total Iterations: 1800, Iteration per second: 180.000000, Best solution: 964126 found at 9s
Seconds: 10, Total Iterations: 1900, Iteration per second: 190.000000, Best solution: 964127 found at 10s
Seconds: 10, Total Iterations: 2000, Iteration per second: 200.000000, Best solution: 964127 found at 10s
Seconds: 11, Total Iterations: 2100, Iteration per second: 190.909091, Best solution: 964135 found at 10s
Seconds: 11, Total Iterations: 2200, Iteration per second: 200.000000, Best solution: 964135 found at 10s
Seconds: 12, Total Iterations: 2300, Iteration per second: 191.666667, Best solution: 964135 found at 10s
Seconds: 12, Total Iterations: 2400, Iteration per second: 200.000000, Best solution: 964136 found at 12s
Seconds: 12, Total Iterations: 2500, Iteration per second: 208.333333, Best solution: 964136 found at 12s
Seconds: 13, Total Iterations: 2600, Iteration per second: 200.000000, Best solution: 964136 found at 12s
Seconds: 13, Total Iterations: 2700, Iteration per second: 207.692308, Best solution: 964253 found at 13s
Seconds: 13, Total Iterations: 2800, Iteration per second: 215.384615, Best solution: 964270 found at 13s
Seconds: 14, Total Iterations: 2900, Iteration per second: 207.142857, Best solution: 964304 found at 14s
Seconds: 14, Total Iterations: 3000, Iteration per second: 214.285714, Best solution: 964304 found at 14s
Seconds: 15, Total Iterations: 3100, Iteration per second: 206.666667, Best solution: 964348 found at 14s
Seconds: 15, Total Iterations: 3200, Iteration per second: 213.333333, Best solution: 964390 found at 15s
Seconds: 15, Total Iterations: 3300, Iteration per second: 220.000000, Best solution: 964580 found at 15s
Seconds: 16, Total Iterations: 3400, Iteration per second: 212.500000, Best solution: 964612 found at 16s
Seconds: 16, Total Iterations: 3500, Iteration per second: 218.750000, Best solution: 964625 found at 16s
Seconds: 17, Total Iterations: 3600, Iteration per second: 211.764706, Best solution: 964625 found at 16s
Seconds: 17, Total Iterations: 3700, Iteration per second: 217.647059, Best solution: 964625 found at 16s
Seconds: 17, Total Iterations: 3800, Iteration per second: 223.529412, Best solution: 964828 found at 17s
Seconds: 18, Total Iterations: 3900, Iteration per second: 216.666667, Best solution: 964833 found at 18s
Seconds: 18, Total Iterations: 4000, Iteration per second: 222.222222, Best solution: 964840 found at 18s
Seconds: 18, Total Iterations: 4100, Iteration per second: 227.777778, Best solution: 964847 found at 18s
Seconds: 19, Total Iterations: 4200, Iteration per second: 221.052632, Best solution: 964854 found at 19s
Seconds: 19, Total Iterations: 4300, Iteration per second: 226.315789, Best solution: 964857 found at 19s
Seconds: 20, Total Iterations: 4400, Iteration per second: 220.000000, Best solution: 964857 found at 19s
Seconds: 20, Total Iterations: 4500, Iteration per second: 225.000000, Best solution: 964859 found at 20s
