Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 245746 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 247575 found at 2s
Seconds: 3, Iteration: 30, Iteration per second: 10.000000, Best solution: 247920 found at 3s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 248018 found at 3s
Seconds: 4, Iteration: 50, Iteration per second: 12.500000, Best solution: 248406 found at 4s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 248506 found at 4s
Seconds: 5, Iteration: 70, Iteration per second: 14.000000, Best solution: 248506 found at 4s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 248506 found at 4s
Seconds: 6, Iteration: 90, Iteration per second: 15.000000, Best solution: 248863 found at 5s
Seconds: 6, Iteration: 100, Iteration per second: 16.666667, Best solution: 249004 found at 6s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 249004 found at 6s
Seconds: 7, Iteration: 120, Iteration per second: 17.142857, Best solution: 249025 found at 6s
Seconds: 7, Iteration: 130, Iteration per second: 18.571429, Best solution: 249245 found at 7s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 249308 found at 7s
Seconds: 8, Iteration: 150, Iteration per second: 18.750000, Best solution: 249311 found at 7s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 249383 found at 8s
Seconds: 8, Iteration: 170, Iteration per second: 21.250000, Best solution: 249383 found at 8s
Seconds: 8, Iteration: 180, Iteration per second: 22.500000, Best solution: 249405 found at 8s
Seconds: 9, Iteration: 190, Iteration per second: 21.111111, Best solution: 249424 found at 9s
Seconds: 9, Iteration: 200, Iteration per second: 22.222222, Best solution: 249424 found at 9s
Seconds: 9, Iteration: 210, Iteration per second: 23.333333, Best solution: 249426 found at 9s
Seconds: 10, Iteration: 220, Iteration per second: 22.000000, Best solution: 249444 found at 9s
Seconds: 10, Iteration: 230, Iteration per second: 23.000000, Best solution: 249467 found at 10s
Seconds: 10, Iteration: 240, Iteration per second: 24.000000, Best solution: 249495 found at 10s
Seconds: 11, Iteration: 250, Iteration per second: 22.727273, Best solution: 249521 found at 10s
Seconds: 11, Iteration: 260, Iteration per second: 23.636364, Best solution: 249577 found at 11s
Seconds: 11, Iteration: 270, Iteration per second: 24.545455, Best solution: 249577 found at 11s
Seconds: 11, Iteration: 280, Iteration per second: 25.454545, Best solution: 249614 found at 11s
Seconds: 12, Iteration: 290, Iteration per second: 24.166667, Best solution: 249614 found at 11s
Seconds: 12, Iteration: 300, Iteration per second: 25.000000, Best solution: 249614 found at 11s
Seconds: 12, Iteration: 310, Iteration per second: 25.833333, Best solution: 249614 found at 11s
Seconds: 13, Iteration: 320, Iteration per second: 24.615385, Best solution: 249655 found at 12s
Seconds: 13, Iteration: 330, Iteration per second: 25.384615, Best solution: 249655 found at 12s
Seconds: 13, Iteration: 340, Iteration per second: 26.153846, Best solution: 249674 found at 13s
Seconds: 14, Iteration: 350, Iteration per second: 25.000000, Best solution: 249699 found at 14s
Seconds: 14, Iteration: 360, Iteration per second: 25.714286, Best solution: 249706 found at 14s
Seconds: 14, Iteration: 370, Iteration per second: 26.428571, Best solution: 249706 found at 14s
Seconds: 15, Iteration: 380, Iteration per second: 25.333333, Best solution: 249713 found at 15s
Seconds: 15, Iteration: 390, Iteration per second: 26.000000, Best solution: 249720 found at 15s
Seconds: 15, Iteration: 400, Iteration per second: 26.666667, Best solution: 249799 found at 15s
Seconds: 15, Iteration: 410, Iteration per second: 27.333333, Best solution: 249799 found at 15s
Seconds: 16, Iteration: 420, Iteration per second: 26.250000, Best solution: 249799 found at 15s
Seconds: 16, Iteration: 430, Iteration per second: 26.875000, Best solution: 249833 found at 16s
Seconds: 16, Iteration: 440, Iteration per second: 27.500000, Best solution: 249833 found at 16s
Seconds: 17, Iteration: 450, Iteration per second: 26.470588, Best solution: 249910 found at 17s
Seconds: 17, Iteration: 460, Iteration per second: 27.058824, Best solution: 249910 found at 17s
Seconds: 17, Iteration: 470, Iteration per second: 27.647059, Best solution: 249910 found at 17s
Seconds: 17, Iteration: 480, Iteration per second: 28.235294, Best solution: 249919 found at 17s
Seconds: 18, Iteration: 490, Iteration per second: 27.222222, Best solution: 249919 found at 17s
Seconds: 18, Iteration: 500, Iteration per second: 27.777778, Best solution: 249919 found at 17s
Seconds: 18, Iteration: 510, Iteration per second: 28.333333, Best solution: 249934 found at 18s
Seconds: 19, Iteration: 520, Iteration per second: 27.368421, Best solution: 249936 found at 19s
Seconds: 19, Iteration: 530, Iteration per second: 27.894737, Best solution: 249964 found at 19s
Seconds: 19, Iteration: 540, Iteration per second: 28.421053, Best solution: 249986 found at 19s
Seconds: 19, Iteration: 550, Iteration per second: 28.947368, Best solution: 250026 found at 19s
Seconds: 20, Iteration: 560, Iteration per second: 28.000000, Best solution: 250026 found at 19s
Seconds: 20, Iteration: 570, Iteration per second: 28.500000, Best solution: 250026 found at 19s
Seconds: 20, Iteration: 580, Iteration per second: 29.000000, Best solution: 250026 found at 19s
Seconds: 21, Iteration: 590, Iteration per second: 28.095238, Best solution: 250026 found at 19s
Seconds: 21, Iteration: 600, Iteration per second: 28.571429, Best solution: 250047 found at 21s
Seconds: 21, Iteration: 610, Iteration per second: 29.047619, Best solution: 250047 found at 21s
Seconds: 21, Iteration: 620, Iteration per second: 29.523810, Best solution: 250047 found at 21s
Seconds: 22, Iteration: 630, Iteration per second: 28.636364, Best solution: 250047 found at 21s
Seconds: 22, Iteration: 640, Iteration per second: 29.090909, Best solution: 250047 found at 21s
Seconds: 22, Iteration: 650, Iteration per second: 29.545455, Best solution: 250057 found at 22s
Seconds: 23, Iteration: 660, Iteration per second: 28.695652, Best solution: 250057 found at 22s
Seconds: 23, Iteration: 670, Iteration per second: 29.130435, Best solution: 250057 found at 22s
Seconds: 23, Iteration: 680, Iteration per second: 29.565217, Best solution: 250057 found at 22s
Seconds: 23, Iteration: 690, Iteration per second: 30.000000, Best solution: 250057 found at 22s
Seconds: 24, Iteration: 700, Iteration per second: 29.166667, Best solution: 250104 found at 24s
Seconds: 24, Iteration: 710, Iteration per second: 29.583333, Best solution: 250104 found at 24s
Seconds: 24, Iteration: 720, Iteration per second: 30.000000, Best solution: 250104 found at 24s
Seconds: 25, Iteration: 730, Iteration per second: 29.200000, Best solution: 250104 found at 24s
Seconds: 25, Iteration: 740, Iteration per second: 29.600000, Best solution: 250116 found at 25s
Seconds: 25, Iteration: 750, Iteration per second: 30.000000, Best solution: 250116 found at 25s
Seconds: 25, Iteration: 760, Iteration per second: 30.400000, Best solution: 250116 found at 25s
Seconds: 26, Iteration: 770, Iteration per second: 29.615385, Best solution: 250170 found at 26s
Seconds: 26, Iteration: 780, Iteration per second: 30.000000, Best solution: 250170 found at 26s
Seconds: 26, Iteration: 790, Iteration per second: 30.384615, Best solution: 250170 found at 26s
Seconds: 27, Iteration: 800, Iteration per second: 29.629630, Best solution: 250175 found at 26s
Seconds: 27, Iteration: 810, Iteration per second: 30.000000, Best solution: 250175 found at 26s
Seconds: 27, Iteration: 820, Iteration per second: 30.370370, Best solution: 250175 found at 26s
Seconds: 27, Iteration: 830, Iteration per second: 30.740741, Best solution: 250188 found at 27s
Seconds: 28, Iteration: 840, Iteration per second: 30.000000, Best solution: 250188 found at 27s
Seconds: 28, Iteration: 850, Iteration per second: 30.357143, Best solution: 250188 found at 27s
Seconds: 28, Iteration: 860, Iteration per second: 30.714286, Best solution: 250196 found at 28s
Seconds: 28, Iteration: 870, Iteration per second: 31.071429, Best solution: 250238 found at 28s
Seconds: 29, Iteration: 880, Iteration per second: 30.344828, Best solution: 250238 found at 28s
Seconds: 29, Iteration: 890, Iteration per second: 30.689655, Best solution: 250238 found at 28s
Seconds: 29, Iteration: 900, Iteration per second: 31.034483, Best solution: 250238 found at 28s
Seconds: 30, Iteration: 910, Iteration per second: 30.333333, Best solution: 250238 found at 28s
Seconds: 30, Iteration: 920, Iteration per second: 30.666667, Best solution: 250238 found at 28s
Seconds: 30, Iteration: 930, Iteration per second: 31.000000, Best solution: 250238 found at 28s
Seconds: 30, Iteration: 940, Iteration per second: 31.333333, Best solution: 250238 found at 28s
Seconds: 31, Iteration: 950, Iteration per second: 30.645161, Best solution: 250238 found at 28s
Seconds: 31, Iteration: 960, Iteration per second: 30.967742, Best solution: 250238 found at 28s
Seconds: 31, Iteration: 970, Iteration per second: 31.290323, Best solution: 250238 found at 28s
Seconds: 31, Iteration: 980, Iteration per second: 31.612903, Best solution: 250238 found at 28s
Seconds: 32, Iteration: 990, Iteration per second: 30.937500, Best solution: 250238 found at 28s
Seconds: 32, Iteration: 1000, Iteration per second: 31.250000, Best solution: 250238 found at 28s
Seconds: 32, Iteration: 1010, Iteration per second: 31.562500, Best solution: 250238 found at 28s
Seconds: 33, Iteration: 1020, Iteration per second: 30.909091, Best solution: 250238 found at 28s
Seconds: 33, Iteration: 1030, Iteration per second: 31.212121, Best solution: 250238 found at 28s
Seconds: 33, Iteration: 1040, Iteration per second: 31.515152, Best solution: 250238 found at 28s
Seconds: 33, Iteration: 1050, Iteration per second: 31.818182, Best solution: 250238 found at 28s
Seconds: 34, Iteration: 1060, Iteration per second: 31.176471, Best solution: 250238 found at 28s
Seconds: 34, Iteration: 1070, Iteration per second: 31.470588, Best solution: 250238 found at 28s
Seconds: 34, Iteration: 1080, Iteration per second: 31.764706, Best solution: 250238 found at 28s
Seconds: 35, Iteration: 1090, Iteration per second: 31.142857, Best solution: 250238 found at 28s
