Running GRASP algorithm...
Running with 1 threads (Available processors: 1).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 530796 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 531110 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 531237 found at 2s
Seconds: 3, Total Iterations: 400, Iteration per second: 133.333333, Best solution: 531287 found at 3s
Seconds: 3, Total Iterations: 500, Iteration per second: 166.666667, Best solution: 531287 found at 3s
Seconds: 3, Total Iterations: 600, Iteration per second: 200.000000, Best solution: 531303 found at 3s
Seconds: 4, Total Iterations: 700, Iteration per second: 175.000000, Best solution: 531303 found at 3s
Seconds: 4, Total Iterations: 800, Iteration per second: 200.000000, Best solution: 531303 found at 3s
Seconds: 4, Total Iterations: 900, Iteration per second: 225.000000, Best solution: 531303 found at 3s
Seconds: 4, Total Iterations: 1000, Iteration per second: 250.000000, Best solution: 531303 found at 3s
Seconds: 5, Total Iterations: 1100, Iteration per second: 220.000000, Best solution: 531365 found at 5s
Seconds: 5, Total Iterations: 1200, Iteration per second: 240.000000, Best solution: 531365 found at 5s
Seconds: 5, Total Iterations: 1300, Iteration per second: 260.000000, Best solution: 531365 found at 5s
Seconds: 5, Total Iterations: 1400, Iteration per second: 280.000000, Best solution: 531365 found at 5s
Seconds: 5, Total Iterations: 1500, Iteration per second: 300.000000, Best solution: 531365 found at 5s
Seconds: 6, Total Iterations: 1600, Iteration per second: 266.666667, Best solution: 534241 found at 6s
Seconds: 6, Total Iterations: 1700, Iteration per second: 283.333333, Best solution: 534241 found at 6s
Seconds: 6, Total Iterations: 1800, Iteration per second: 300.000000, Best solution: 534241 found at 6s
Seconds: 6, Total Iterations: 1900, Iteration per second: 316.666667, Best solution: 534241 found at 6s
Seconds: 6, Total Iterations: 2000, Iteration per second: 333.333333, Best solution: 534241 found at 6s
Seconds: 7, Total Iterations: 2100, Iteration per second: 300.000000, Best solution: 534241 found at 6s
Seconds: 7, Total Iterations: 2200, Iteration per second: 314.285714, Best solution: 534241 found at 6s
Seconds: 7, Total Iterations: 2300, Iteration per second: 328.571429, Best solution: 534243 found at 7s
Seconds: 7, Total Iterations: 2400, Iteration per second: 342.857143, Best solution: 534243 found at 7s
Seconds: 7, Total Iterations: 2500, Iteration per second: 357.142857, Best solution: 534243 found at 7s
Seconds: 8, Total Iterations: 2600, Iteration per second: 325.000000, Best solution: 534243 found at 7s
