Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 0, Total Iterations: 100, Iteration per second: Infinity, Best solution: 386120 found at 0s
Seconds: 22, Total Iterations: 22400, Iteration per second: 1018.181818, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 22500, Iteration per second: 1022.727273, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 22600, Iteration per second: 1027.272727, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 22700, Iteration per second: 1031.818182, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 22800, Iteration per second: 1036.363636, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 22900, Iteration per second: 1040.909091, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 23000, Iteration per second: 1045.454545, Best solution: 388793 found at 3s
Seconds: 22, Total Iterations: 23100, Iteration per second: 1050.000000, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23200, Iteration per second: 1008.695652, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23300, Iteration per second: 1013.043478, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23400, Iteration per second: 1017.391304, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23500, Iteration per second: 1021.739130, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23600, Iteration per second: 1026.086957, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23700, Iteration per second: 1030.434783, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23800, Iteration per second: 1034.782609, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 23900, Iteration per second: 1039.130435, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 24000, Iteration per second: 1043.478261, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 24100, Iteration per second: 1047.826087, Best solution: 388793 found at 3s
Seconds: 23, Total Iterations: 24200, Iteration per second: 1052.173913, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24300, Iteration per second: 1012.500000, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24400, Iteration per second: 1016.666667, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24500, Iteration per second: 1020.833333, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24600, Iteration per second: 1025.000000, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24700, Iteration per second: 1029.166667, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24800, Iteration per second: 1033.333333, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 24900, Iteration per second: 1037.500000, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 25000, Iteration per second: 1041.666667, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 25100, Iteration per second: 1045.833333, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 25200, Iteration per second: 1050.000000, Best solution: 388793 found at 3s
Seconds: 24, Total Iterations: 25300, Iteration per second: 1054.166667, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 25400, Iteration per second: 1016.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 25500, Iteration per second: 1020.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 25600, Iteration per second: 1024.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 25700, Iteration per second: 1028.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 25800, Iteration per second: 1032.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 25900, Iteration per second: 1036.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 26000, Iteration per second: 1040.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 26100, Iteration per second: 1044.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 26200, Iteration per second: 1048.000000, Best solution: 388793 found at 3s
Seconds: 25, Total Iterations: 26300, Iteration per second: 1052.000000, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 26400, Iteration per second: 1015.384615, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 26500, Iteration per second: 1019.230769, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 26600, Iteration per second: 1023.076923, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 26700, Iteration per second: 1026.923077, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 26800, Iteration per second: 1030.769231, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 26900, Iteration per second: 1034.615385, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 27000, Iteration per second: 1038.461538, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 27100, Iteration per second: 1042.307692, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 27200, Iteration per second: 1046.153846, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 27300, Iteration per second: 1050.000000, Best solution: 388793 found at 3s
Seconds: 26, Total Iterations: 27400, Iteration per second: 1053.846154, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 27500, Iteration per second: 1018.518519, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 27600, Iteration per second: 1022.222222, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 27700, Iteration per second: 1025.925926, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 27800, Iteration per second: 1029.629630, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 27900, Iteration per second: 1033.333333, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 28000, Iteration per second: 1037.037037, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 28100, Iteration per second: 1040.740741, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 28200, Iteration per second: 1044.444444, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 28300, Iteration per second: 1048.148148, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 28400, Iteration per second: 1051.851852, Best solution: 388793 found at 3s
Seconds: 27, Total Iterations: 28500, Iteration per second: 1055.555556, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 28600, Iteration per second: 1021.428571, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 28700, Iteration per second: 1025.000000, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 28800, Iteration per second: 1028.571429, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 28900, Iteration per second: 1032.142857, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 29000, Iteration per second: 1035.714286, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 29100, Iteration per second: 1039.285714, Best solution: 388793 found at 3s
Seconds: 28, Total Iterations: 29200, Iteration per second: 1042.857143, Best solution: 388793 found at 3s
