Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 378004 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 379791 found at 1s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 380741 found at 2s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 380961 found at 3s
Seconds: 4, Iteration: 50, Iteration per second: 12.500000, Best solution: 380961 found at 3s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 381054 found at 4s
Seconds: 5, Iteration: 70, Iteration per second: 14.000000, Best solution: 381268 found at 5s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 382032 found at 5s
Seconds: 6, Iteration: 90, Iteration per second: 15.000000, Best solution: 382945 found at 6s
Seconds: 6, Iteration: 100, Iteration per second: 16.666667, Best solution: 383149 found at 6s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 385261 found at 6s
Seconds: 7, Iteration: 120, Iteration per second: 17.142857, Best solution: 385352 found at 6s
Seconds: 7, Iteration: 130, Iteration per second: 18.571429, Best solution: 385545 found at 7s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 385928 found at 7s
Seconds: 8, Iteration: 150, Iteration per second: 18.750000, Best solution: 386282 found at 8s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 386626 found at 8s
Seconds: 8, Iteration: 170, Iteration per second: 21.250000, Best solution: 386626 found at 8s
Seconds: 9, Iteration: 180, Iteration per second: 20.000000, Best solution: 386953 found at 8s
Seconds: 9, Iteration: 190, Iteration per second: 21.111111, Best solution: 387000 found at 9s
Seconds: 9, Iteration: 200, Iteration per second: 22.222222, Best solution: 387076 found at 9s
Seconds: 9, Iteration: 210, Iteration per second: 23.333333, Best solution: 389178 found at 9s
Seconds: 10, Iteration: 220, Iteration per second: 22.000000, Best solution: 389178 found at 9s
Seconds: 10, Iteration: 230, Iteration per second: 23.000000, Best solution: 389178 found at 9s
Seconds: 10, Iteration: 240, Iteration per second: 24.000000, Best solution: 389401 found at 10s
Seconds: 11, Iteration: 250, Iteration per second: 22.727273, Best solution: 389523 found at 11s
Seconds: 11, Iteration: 260, Iteration per second: 23.636364, Best solution: 389523 found at 11s
Seconds: 11, Iteration: 270, Iteration per second: 24.545455, Best solution: 389523 found at 11s
Seconds: 12, Iteration: 280, Iteration per second: 23.333333, Best solution: 389623 found at 11s
Seconds: 12, Iteration: 290, Iteration per second: 24.166667, Best solution: 389692 found at 12s
Seconds: 12, Iteration: 300, Iteration per second: 25.000000, Best solution: 389720 found at 12s
Seconds: 13, Iteration: 310, Iteration per second: 23.846154, Best solution: 389720 found at 12s
Seconds: 13, Iteration: 320, Iteration per second: 24.615385, Best solution: 389765 found at 13s
Seconds: 13, Iteration: 330, Iteration per second: 25.384615, Best solution: 389852 found at 13s
Seconds: 13, Iteration: 340, Iteration per second: 26.153846, Best solution: 389852 found at 13s
Seconds: 14, Iteration: 350, Iteration per second: 25.000000, Best solution: 390062 found at 14s
Seconds: 14, Iteration: 360, Iteration per second: 25.714286, Best solution: 390099 found at 14s
Seconds: 14, Iteration: 370, Iteration per second: 26.428571, Best solution: 390224 found at 14s
Seconds: 14, Iteration: 380, Iteration per second: 27.142857, Best solution: 390262 found at 14s
Seconds: 15, Iteration: 390, Iteration per second: 26.000000, Best solution: 390262 found at 14s
Seconds: 15, Iteration: 400, Iteration per second: 26.666667, Best solution: 390262 found at 14s
Seconds: 15, Iteration: 410, Iteration per second: 27.333333, Best solution: 390283 found at 15s
Seconds: 15, Iteration: 420, Iteration per second: 28.000000, Best solution: 390283 found at 15s
Seconds: 16, Iteration: 430, Iteration per second: 26.875000, Best solution: 390313 found at 15s
Seconds: 16, Iteration: 440, Iteration per second: 27.500000, Best solution: 390313 found at 15s
Seconds: 16, Iteration: 450, Iteration per second: 28.125000, Best solution: 390471 found at 16s
Seconds: 16, Iteration: 460, Iteration per second: 28.750000, Best solution: 390471 found at 16s
Seconds: 17, Iteration: 470, Iteration per second: 27.647059, Best solution: 390471 found at 16s
Seconds: 17, Iteration: 480, Iteration per second: 28.235294, Best solution: 390502 found at 17s
Seconds: 17, Iteration: 490, Iteration per second: 28.823529, Best solution: 390511 found at 17s
Seconds: 18, Iteration: 500, Iteration per second: 27.777778, Best solution: 390511 found at 17s
Seconds: 18, Iteration: 510, Iteration per second: 28.333333, Best solution: 390526 found at 18s
Seconds: 18, Iteration: 520, Iteration per second: 28.888889, Best solution: 390526 found at 18s
Seconds: 18, Iteration: 530, Iteration per second: 29.444444, Best solution: 390537 found at 18s
Seconds: 19, Iteration: 540, Iteration per second: 28.421053, Best solution: 390723 found at 19s
Seconds: 19, Iteration: 550, Iteration per second: 28.947368, Best solution: 390723 found at 19s
Seconds: 19, Iteration: 560, Iteration per second: 29.473684, Best solution: 390737 found at 19s
Seconds: 19, Iteration: 570, Iteration per second: 30.000000, Best solution: 390800 found at 19s
Seconds: 20, Iteration: 580, Iteration per second: 29.000000, Best solution: 390800 found at 19s
Seconds: 20, Iteration: 590, Iteration per second: 29.500000, Best solution: 390806 found at 20s
Seconds: 20, Iteration: 600, Iteration per second: 30.000000, Best solution: 390806 found at 20s
Seconds: 20, Iteration: 610, Iteration per second: 30.500000, Best solution: 390806 found at 20s
Seconds: 21, Iteration: 620, Iteration per second: 29.523810, Best solution: 390809 found at 21s
Seconds: 21, Iteration: 630, Iteration per second: 30.000000, Best solution: 390863 found at 21s
Seconds: 21, Iteration: 640, Iteration per second: 30.476190, Best solution: 390863 found at 21s
Seconds: 21, Iteration: 650, Iteration per second: 30.952381, Best solution: 390888 found at 21s
Seconds: 22, Iteration: 660, Iteration per second: 30.000000, Best solution: 390888 found at 21s
Seconds: 22, Iteration: 670, Iteration per second: 30.454545, Best solution: 390888 found at 21s
Seconds: 22, Iteration: 680, Iteration per second: 30.909091, Best solution: 390888 found at 21s
Seconds: 22, Iteration: 690, Iteration per second: 31.363636, Best solution: 390888 found at 21s
Seconds: 23, Iteration: 700, Iteration per second: 30.434783, Best solution: 390888 found at 21s
Seconds: 23, Iteration: 710, Iteration per second: 30.869565, Best solution: 390888 found at 21s
Seconds: 23, Iteration: 720, Iteration per second: 31.304348, Best solution: 390888 found at 21s
Seconds: 23, Iteration: 730, Iteration per second: 31.739130, Best solution: 390893 found at 23s
Seconds: 24, Iteration: 740, Iteration per second: 30.833333, Best solution: 390969 found at 23s
Seconds: 24, Iteration: 750, Iteration per second: 31.250000, Best solution: 390980 found at 24s
Seconds: 24, Iteration: 760, Iteration per second: 31.666667, Best solution: 391061 found at 24s
Seconds: 24, Iteration: 770, Iteration per second: 32.083333, Best solution: 391061 found at 24s
Seconds: 25, Iteration: 780, Iteration per second: 31.200000, Best solution: 391061 found at 24s
Seconds: 25, Iteration: 790, Iteration per second: 31.600000, Best solution: 391061 found at 24s
Seconds: 25, Iteration: 800, Iteration per second: 32.000000, Best solution: 391061 found at 24s
Seconds: 25, Iteration: 810, Iteration per second: 32.400000, Best solution: 391061 found at 24s
Seconds: 26, Iteration: 820, Iteration per second: 31.538462, Best solution: 391061 found at 24s
Seconds: 26, Iteration: 830, Iteration per second: 31.923077, Best solution: 391061 found at 24s
Seconds: 26, Iteration: 840, Iteration per second: 32.307692, Best solution: 391061 found at 24s
Seconds: 26, Iteration: 850, Iteration per second: 32.692308, Best solution: 391061 found at 24s
Seconds: 27, Iteration: 860, Iteration per second: 31.851852, Best solution: 391090 found at 26s
Seconds: 27, Iteration: 870, Iteration per second: 32.222222, Best solution: 391090 found at 26s
Seconds: 27, Iteration: 880, Iteration per second: 32.592593, Best solution: 391216 found at 27s
Seconds: 27, Iteration: 890, Iteration per second: 32.962963, Best solution: 391216 found at 27s
Seconds: 28, Iteration: 900, Iteration per second: 32.142857, Best solution: 391216 found at 27s
Seconds: 28, Iteration: 910, Iteration per second: 32.500000, Best solution: 391216 found at 27s
Seconds: 28, Iteration: 920, Iteration per second: 32.857143, Best solution: 391238 found at 28s
Seconds: 28, Iteration: 930, Iteration per second: 33.214286, Best solution: 391310 found at 28s
Seconds: 29, Iteration: 940, Iteration per second: 32.413793, Best solution: 391310 found at 28s
Seconds: 29, Iteration: 950, Iteration per second: 32.758621, Best solution: 391310 found at 28s
Seconds: 29, Iteration: 960, Iteration per second: 33.103448, Best solution: 391310 found at 28s
Seconds: 29, Iteration: 970, Iteration per second: 33.448276, Best solution: 391310 found at 28s
Seconds: 29, Iteration: 980, Iteration per second: 33.793103, Best solution: 391325 found at 29s
Seconds: 30, Iteration: 990, Iteration per second: 33.000000, Best solution: 391325 found at 29s
Seconds: 30, Iteration: 1000, Iteration per second: 33.333333, Best solution: 391325 found at 29s
Seconds: 30, Iteration: 1010, Iteration per second: 33.666667, Best solution: 391325 found at 29s
Seconds: 30, Iteration: 1020, Iteration per second: 34.000000, Best solution: 391325 found at 29s
Seconds: 31, Iteration: 1030, Iteration per second: 33.225806, Best solution: 391325 found at 29s
Seconds: 31, Iteration: 1040, Iteration per second: 33.548387, Best solution: 391325 found at 29s
Seconds: 31, Iteration: 1050, Iteration per second: 33.870968, Best solution: 391325 found at 29s
Seconds: 32, Iteration: 1060, Iteration per second: 33.125000, Best solution: 391325 found at 29s
Seconds: 32, Iteration: 1070, Iteration per second: 33.437500, Best solution: 391325 found at 29s
Seconds: 32, Iteration: 1080, Iteration per second: 33.750000, Best solution: 391328 found at 32s
Seconds: 32, Iteration: 1090, Iteration per second: 34.062500, Best solution: 391355 found at 32s
Seconds: 33, Iteration: 1100, Iteration per second: 33.333333, Best solution: 391368 found at 33s
Seconds: 33, Iteration: 1110, Iteration per second: 33.636364, Best solution: 391368 found at 33s
Seconds: 33, Iteration: 1120, Iteration per second: 33.939394, Best solution: 391421 found at 33s
Seconds: 33, Iteration: 1130, Iteration per second: 34.242424, Best solution: 391421 found at 33s
Seconds: 34, Iteration: 1140, Iteration per second: 33.529412, Best solution: 391421 found at 33s
Seconds: 34, Iteration: 1150, Iteration per second: 33.823529, Best solution: 391421 found at 33s
Seconds: 34, Iteration: 1160, Iteration per second: 34.117647, Best solution: 391421 found at 33s
Seconds: 34, Iteration: 1170, Iteration per second: 34.411765, Best solution: 391445 found at 34s
Seconds: 35, Iteration: 1180, Iteration per second: 33.714286, Best solution: 391521 found at 35s
Seconds: 35, Iteration: 1190, Iteration per second: 34.000000, Best solution: 391521 found at 35s
Seconds: 35, Iteration: 1200, Iteration per second: 34.285714, Best solution: 391521 found at 35s
Seconds: 35, Iteration: 1210, Iteration per second: 34.571429, Best solution: 391521 found at 35s
Seconds: 36, Iteration: 1220, Iteration per second: 33.888889, Best solution: 391521 found at 35s
Seconds: 36, Iteration: 1230, Iteration per second: 34.166667, Best solution: 391568 found at 36s
Seconds: 36, Iteration: 1240, Iteration per second: 34.444444, Best solution: 391568 found at 36s
Seconds: 36, Iteration: 1250, Iteration per second: 34.722222, Best solution: 391575 found at 36s
Seconds: 37, Iteration: 1260, Iteration per second: 34.054054, Best solution: 391575 found at 36s
Seconds: 37, Iteration: 1270, Iteration per second: 34.324324, Best solution: 391575 found at 36s
Seconds: 37, Iteration: 1280, Iteration per second: 34.594595, Best solution: 391575 found at 36s
Seconds: 37, Iteration: 1290, Iteration per second: 34.864865, Best solution: 391575 found at 36s
Seconds: 37, Iteration: 1300, Iteration per second: 35.135135, Best solution: 391575 found at 36s
Seconds: 38, Iteration: 1310, Iteration per second: 34.473684, Best solution: 391605 found at 38s
Seconds: 38, Iteration: 1320, Iteration per second: 34.736842, Best solution: 391605 found at 38s
Seconds: 38, Iteration: 1330, Iteration per second: 35.000000, Best solution: 391605 found at 38s
Seconds: 38, Iteration: 1340, Iteration per second: 35.263158, Best solution: 391605 found at 38s
Seconds: 39, Iteration: 1350, Iteration per second: 34.615385, Best solution: 391605 found at 38s
Seconds: 39, Iteration: 1360, Iteration per second: 34.871795, Best solution: 391605 found at 38s
Seconds: 40, Iteration: 1370, Iteration per second: 34.250000, Best solution: 391605 found at 38s
Seconds: 40, Iteration: 1380, Iteration per second: 34.500000, Best solution: 391605 found at 38s
Seconds: 40, Iteration: 1390, Iteration per second: 34.750000, Best solution: 391605 found at 38s
Seconds: 41, Iteration: 1400, Iteration per second: 34.146341, Best solution: 391605 found at 38s
Seconds: 41, Iteration: 1410, Iteration per second: 34.390244, Best solution: 391606 found at 41s
Seconds: 41, Iteration: 1420, Iteration per second: 34.634146, Best solution: 391612 found at 41s
Seconds: 41, Iteration: 1430, Iteration per second: 34.878049, Best solution: 391612 found at 41s
Seconds: 42, Iteration: 1440, Iteration per second: 34.285714, Best solution: 391612 found at 41s
Seconds: 42, Iteration: 1450, Iteration per second: 34.523810, Best solution: 391612 found at 41s
Seconds: 42, Iteration: 1460, Iteration per second: 34.761905, Best solution: 391612 found at 41s
Seconds: 42, Iteration: 1470, Iteration per second: 35.000000, Best solution: 391612 found at 41s
Seconds: 43, Iteration: 1480, Iteration per second: 34.418605, Best solution: 391612 found at 41s
Seconds: 43, Iteration: 1490, Iteration per second: 34.651163, Best solution: 391612 found at 41s
Seconds: 43, Iteration: 1500, Iteration per second: 34.883721, Best solution: 391612 found at 41s
Seconds: 43, Iteration: 1510, Iteration per second: 35.116279, Best solution: 391612 found at 41s
Seconds: 44, Iteration: 1520, Iteration per second: 34.545455, Best solution: 391612 found at 41s
Seconds: 44, Iteration: 1530, Iteration per second: 34.772727, Best solution: 391612 found at 41s
Seconds: 44, Iteration: 1540, Iteration per second: 35.000000, Best solution: 391612 found at 41s
Seconds: 44, Iteration: 1550, Iteration per second: 35.227273, Best solution: 391612 found at 41s
Seconds: 44, Iteration: 1560, Iteration per second: 35.454545, Best solution: 391634 found at 44s
Seconds: 45, Iteration: 1570, Iteration per second: 34.888889, Best solution: 391634 found at 44s
Seconds: 45, Iteration: 1580, Iteration per second: 35.111111, Best solution: 391647 found at 45s
Seconds: 45, Iteration: 1590, Iteration per second: 35.333333, Best solution: 391647 found at 45s
Seconds: 45, Iteration: 1600, Iteration per second: 35.555556, Best solution: 391647 found at 45s
Seconds: 46, Iteration: 1610, Iteration per second: 35.000000, Best solution: 391647 found at 45s
Seconds: 46, Iteration: 1620, Iteration per second: 35.217391, Best solution: 391647 found at 45s
Seconds: 46, Iteration: 1630, Iteration per second: 35.434783, Best solution: 391647 found at 45s
Seconds: 46, Iteration: 1640, Iteration per second: 35.652174, Best solution: 391653 found at 46s
Seconds: 47, Iteration: 1650, Iteration per second: 35.106383, Best solution: 391653 found at 46s
Seconds: 47, Iteration: 1660, Iteration per second: 35.319149, Best solution: 391653 found at 46s
Seconds: 47, Iteration: 1670, Iteration per second: 35.531915, Best solution: 391653 found at 46s
Seconds: 47, Iteration: 1680, Iteration per second: 35.744681, Best solution: 391653 found at 46s
Seconds: 48, Iteration: 1690, Iteration per second: 35.208333, Best solution: 391653 found at 46s
Seconds: 48, Iteration: 1700, Iteration per second: 35.416667, Best solution: 391653 found at 46s
Seconds: 48, Iteration: 1710, Iteration per second: 35.625000, Best solution: 391654 found at 48s
Seconds: 48, Iteration: 1720, Iteration per second: 35.833333, Best solution: 391654 found at 48s
Seconds: 48, Iteration: 1730, Iteration per second: 36.041667, Best solution: 391654 found at 48s
Seconds: 49, Iteration: 1740, Iteration per second: 35.510204, Best solution: 391665 found at 49s
Seconds: 49, Iteration: 1750, Iteration per second: 35.714286, Best solution: 391665 found at 49s
Seconds: 49, Iteration: 1760, Iteration per second: 35.918367, Best solution: 391665 found at 49s
Seconds: 49, Iteration: 1770, Iteration per second: 36.122449, Best solution: 391665 found at 49s
Seconds: 50, Iteration: 1780, Iteration per second: 35.600000, Best solution: 391677 found at 50s
Seconds: 50, Iteration: 1790, Iteration per second: 35.800000, Best solution: 391677 found at 50s
Seconds: 50, Iteration: 1800, Iteration per second: 36.000000, Best solution: 391677 found at 50s
Seconds: 50, Iteration: 1810, Iteration per second: 36.200000, Best solution: 391677 found at 50s
Seconds: 51, Iteration: 1820, Iteration per second: 35.686275, Best solution: 391677 found at 50s
Seconds: 51, Iteration: 1830, Iteration per second: 35.882353, Best solution: 391677 found at 50s
Seconds: 51, Iteration: 1840, Iteration per second: 36.078431, Best solution: 391677 found at 50s
Seconds: 51, Iteration: 1850, Iteration per second: 36.274510, Best solution: 391677 found at 50s
Seconds: 52, Iteration: 1860, Iteration per second: 35.769231, Best solution: 391678 found at 51s
Seconds: 52, Iteration: 1870, Iteration per second: 35.961538, Best solution: 391678 found at 51s
Seconds: 52, Iteration: 1880, Iteration per second: 36.153846, Best solution: 391678 found at 51s
Seconds: 52, Iteration: 1890, Iteration per second: 36.346154, Best solution: 391688 found at 52s
Seconds: 53, Iteration: 1900, Iteration per second: 35.849057, Best solution: 391736 found at 53s
Seconds: 53, Iteration: 1910, Iteration per second: 36.037736, Best solution: 391736 found at 53s
Seconds: 53, Iteration: 1920, Iteration per second: 36.226415, Best solution: 391736 found at 53s
Seconds: 53, Iteration: 1930, Iteration per second: 36.415094, Best solution: 391736 found at 53s
Seconds: 54, Iteration: 1940, Iteration per second: 35.925926, Best solution: 391736 found at 53s
Seconds: 54, Iteration: 1950, Iteration per second: 36.111111, Best solution: 391736 found at 53s
Seconds: 54, Iteration: 1960, Iteration per second: 36.296296, Best solution: 391736 found at 53s
Seconds: 54, Iteration: 1970, Iteration per second: 36.481481, Best solution: 391736 found at 53s
Seconds: 54, Iteration: 1980, Iteration per second: 36.666667, Best solution: 391736 found at 53s
Seconds: 55, Iteration: 1990, Iteration per second: 36.181818, Best solution: 391736 found at 53s
Seconds: 55, Iteration: 2000, Iteration per second: 36.363636, Best solution: 391736 found at 53s
Seconds: 55, Iteration: 2010, Iteration per second: 36.545455, Best solution: 391736 found at 53s
Seconds: 55, Iteration: 2020, Iteration per second: 36.727273, Best solution: 391736 found at 53s
Seconds: 56, Iteration: 2030, Iteration per second: 36.250000, Best solution: 391736 found at 53s
Seconds: 56, Iteration: 2040, Iteration per second: 36.428571, Best solution: 391736 found at 53s
Seconds: 56, Iteration: 2050, Iteration per second: 36.607143, Best solution: 391736 found at 53s
Seconds: 56, Iteration: 2060, Iteration per second: 36.785714, Best solution: 391736 found at 53s
Seconds: 57, Iteration: 2070, Iteration per second: 36.315789, Best solution: 391736 found at 53s
Seconds: 57, Iteration: 2080, Iteration per second: 36.491228, Best solution: 391736 found at 53s
Seconds: 57, Iteration: 2090, Iteration per second: 36.666667, Best solution: 391736 found at 53s
Seconds: 57, Iteration: 2100, Iteration per second: 36.842105, Best solution: 391736 found at 53s
Seconds: 58, Iteration: 2110, Iteration per second: 36.379310, Best solution: 391736 found at 53s
Seconds: 58, Iteration: 2120, Iteration per second: 36.551724, Best solution: 391736 found at 53s
Seconds: 58, Iteration: 2130, Iteration per second: 36.724138, Best solution: 391736 found at 53s
Seconds: 58, Iteration: 2140, Iteration per second: 36.896552, Best solution: 391736 found at 53s
Seconds: 58, Iteration: 2150, Iteration per second: 37.068966, Best solution: 391736 found at 53s
Seconds: 59, Iteration: 2160, Iteration per second: 36.610169, Best solution: 391736 found at 53s
Seconds: 59, Iteration: 2170, Iteration per second: 36.779661, Best solution: 391736 found at 53s
Seconds: 59, Iteration: 2180, Iteration per second: 36.949153, Best solution: 391736 found at 53s
Seconds: 59, Iteration: 2190, Iteration per second: 37.118644, Best solution: 391736 found at 53s
Seconds: 60, Iteration: 2200, Iteration per second: 36.666667, Best solution: 391736 found at 53s
Seconds: 60, Iteration: 2210, Iteration per second: 36.833333, Best solution: 391736 found at 53s
Seconds: 60, Iteration: 2220, Iteration per second: 37.000000, Best solution: 391737 found at 60s
Seconds: 60, Iteration: 2230, Iteration per second: 37.166667, Best solution: 391737 found at 60s
Seconds: 61, Iteration: 2240, Iteration per second: 36.721311, Best solution: 391737 found at 60s
Seconds: 61, Iteration: 2250, Iteration per second: 36.885246, Best solution: 391737 found at 60s
Seconds: 61, Iteration: 2260, Iteration per second: 37.049180, Best solution: 391737 found at 60s
Seconds: 61, Iteration: 2270, Iteration per second: 37.213115, Best solution: 391737 found at 60s
Seconds: 62, Iteration: 2280, Iteration per second: 36.774194, Best solution: 391737 found at 60s
Seconds: 62, Iteration: 2290, Iteration per second: 36.935484, Best solution: 391737 found at 60s
Seconds: 62, Iteration: 2300, Iteration per second: 37.096774, Best solution: 391737 found at 60s
Seconds: 62, Iteration: 2310, Iteration per second: 37.258065, Best solution: 391737 found at 60s
Seconds: 63, Iteration: 2320, Iteration per second: 36.825397, Best solution: 391737 found at 60s
Seconds: 63, Iteration: 2330, Iteration per second: 36.984127, Best solution: 391737 found at 60s
Seconds: 63, Iteration: 2340, Iteration per second: 37.142857, Best solution: 391737 found at 60s
Seconds: 63, Iteration: 2350, Iteration per second: 37.301587, Best solution: 391737 found at 60s
Seconds: 63, Iteration: 2360, Iteration per second: 37.460317, Best solution: 391737 found at 60s
Seconds: 64, Iteration: 2370, Iteration per second: 37.031250, Best solution: 391737 found at 60s
Seconds: 64, Iteration: 2380, Iteration per second: 37.187500, Best solution: 391737 found at 60s
Seconds: 64, Iteration: 2390, Iteration per second: 37.343750, Best solution: 391737 found at 60s
Seconds: 64, Iteration: 2400, Iteration per second: 37.500000, Best solution: 391737 found at 60s
Seconds: 65, Iteration: 2410, Iteration per second: 37.076923, Best solution: 391737 found at 60s
Seconds: 65, Iteration: 2420, Iteration per second: 37.230769, Best solution: 391737 found at 60s
Seconds: 65, Iteration: 2430, Iteration per second: 37.384615, Best solution: 391737 found at 60s
Seconds: 65, Iteration: 2440, Iteration per second: 37.538462, Best solution: 391737 found at 60s
Seconds: 66, Iteration: 2450, Iteration per second: 37.121212, Best solution: 391737 found at 60s
Seconds: 66, Iteration: 2460, Iteration per second: 37.272727, Best solution: 391737 found at 60s
Seconds: 66, Iteration: 2470, Iteration per second: 37.424242, Best solution: 391737 found at 60s
Seconds: 66, Iteration: 2480, Iteration per second: 37.575758, Best solution: 391737 found at 60s
Seconds: 67, Iteration: 2490, Iteration per second: 37.164179, Best solution: 391737 found at 60s
Seconds: 67, Iteration: 2500, Iteration per second: 37.313433, Best solution: 391737 found at 60s
Seconds: 67, Iteration: 2510, Iteration per second: 37.462687, Best solution: 391737 found at 60s
Seconds: 67, Iteration: 2520, Iteration per second: 37.611940, Best solution: 391737 found at 60s
Seconds: 67, Iteration: 2530, Iteration per second: 37.761194, Best solution: 391737 found at 60s
Seconds: 68, Iteration: 2540, Iteration per second: 37.352941, Best solution: 391737 found at 60s
Seconds: 68, Iteration: 2550, Iteration per second: 37.500000, Best solution: 391737 found at 60s
Seconds: 68, Iteration: 2560, Iteration per second: 37.647059, Best solution: 391737 found at 60s
Seconds: 68, Iteration: 2570, Iteration per second: 37.794118, Best solution: 391737 found at 60s
Seconds: 69, Iteration: 2580, Iteration per second: 37.391304, Best solution: 391737 found at 60s
Seconds: 69, Iteration: 2590, Iteration per second: 37.536232, Best solution: 391737 found at 60s
Seconds: 69, Iteration: 2600, Iteration per second: 37.681159, Best solution: 391739 found at 69s
Seconds: 69, Iteration: 2610, Iteration per second: 37.826087, Best solution: 391739 found at 69s
Seconds: 70, Iteration: 2620, Iteration per second: 37.428571, Best solution: 391739 found at 69s
Seconds: 70, Iteration: 2630, Iteration per second: 37.571429, Best solution: 391739 found at 69s
Seconds: 70, Iteration: 2640, Iteration per second: 37.714286, Best solution: 391739 found at 69s
Seconds: 70, Iteration: 2650, Iteration per second: 37.857143, Best solution: 391739 found at 69s
Seconds: 71, Iteration: 2660, Iteration per second: 37.464789, Best solution: 391739 found at 69s
Seconds: 71, Iteration: 2670, Iteration per second: 37.605634, Best solution: 391739 found at 69s
Seconds: 71, Iteration: 2680, Iteration per second: 37.746479, Best solution: 391739 found at 69s
Seconds: 71, Iteration: 2690, Iteration per second: 37.887324, Best solution: 391739 found at 69s
Seconds: 72, Iteration: 2700, Iteration per second: 37.500000, Best solution: 391739 found at 69s
Seconds: 72, Iteration: 2710, Iteration per second: 37.638889, Best solution: 391739 found at 69s
Seconds: 72, Iteration: 2720, Iteration per second: 37.777778, Best solution: 391739 found at 69s
Seconds: 72, Iteration: 2730, Iteration per second: 37.916667, Best solution: 391739 found at 69s
Seconds: 73, Iteration: 2740, Iteration per second: 37.534247, Best solution: 391739 found at 69s
