Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 1293848 found at 2s
Seconds: 3, Total Iterations: 200, Iteration per second: 66.666667, Best solution: 1299874 found at 3s
Seconds: 3, Total Iterations: 300, Iteration per second: 100.000000, Best solution: 1302240 found at 3s
Seconds: 4, Total Iterations: 400, Iteration per second: 100.000000, Best solution: 1302552 found at 3s
Seconds: 4, Total Iterations: 500, Iteration per second: 125.000000, Best solution: 1302993 found at 4s
Seconds: 5, Total Iterations: 600, Iteration per second: 120.000000, Best solution: 1303119 found at 4s
Seconds: 5, Total Iterations: 700, Iteration per second: 140.000000, Best solution: 1303261 found at 5s
Seconds: 6, Total Iterations: 800, Iteration per second: 133.333333, Best solution: 1303308 found at 5s
Seconds: 6, Total Iterations: 900, Iteration per second: 150.000000, Best solution: 1303316 found at 6s
Seconds: 7, Total Iterations: 1000, Iteration per second: 142.857143, Best solution: 1303384 found at 6s
Seconds: 7, Total Iterations: 1100, Iteration per second: 157.142857, Best solution: 1303523 found at 7s
Seconds: 7, Total Iterations: 1200, Iteration per second: 171.428571, Best solution: 1303523 found at 7s
Seconds: 8, Total Iterations: 1300, Iteration per second: 162.500000, Best solution: 1303614 found at 8s
Seconds: 8, Total Iterations: 1400, Iteration per second: 175.000000, Best solution: 1303716 found at 8s
Seconds: 9, Total Iterations: 1500, Iteration per second: 166.666667, Best solution: 1303887 found at 9s
Seconds: 9, Total Iterations: 1600, Iteration per second: 177.777778, Best solution: 1303906 found at 9s
Seconds: 10, Total Iterations: 1700, Iteration per second: 170.000000, Best solution: 1303906 found at 9s
Seconds: 10, Total Iterations: 1800, Iteration per second: 180.000000, Best solution: 1303906 found at 9s
Seconds: 10, Total Iterations: 1900, Iteration per second: 190.000000, Best solution: 1303933 found at 10s
Seconds: 11, Total Iterations: 2000, Iteration per second: 181.818182, Best solution: 1303933 found at 10s
Seconds: 11, Total Iterations: 2100, Iteration per second: 190.909091, Best solution: 1303933 found at 10s
Seconds: 12, Total Iterations: 2200, Iteration per second: 183.333333, Best solution: 1303933 found at 10s
Seconds: 12, Total Iterations: 2300, Iteration per second: 191.666667, Best solution: 1303933 found at 10s
Seconds: 13, Total Iterations: 2400, Iteration per second: 184.615385, Best solution: 1303933 found at 10s
Seconds: 13, Total Iterations: 2500, Iteration per second: 192.307692, Best solution: 1303933 found at 10s
Seconds: 13, Total Iterations: 2600, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 14, Total Iterations: 2700, Iteration per second: 192.857143, Best solution: 1303933 found at 10s
Seconds: 14, Total Iterations: 2800, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 15, Total Iterations: 2900, Iteration per second: 193.333333, Best solution: 1303933 found at 10s
Seconds: 15, Total Iterations: 3000, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 16, Total Iterations: 3100, Iteration per second: 193.750000, Best solution: 1303933 found at 10s
Seconds: 16, Total Iterations: 3200, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 17, Total Iterations: 3300, Iteration per second: 194.117647, Best solution: 1303933 found at 10s
Seconds: 17, Total Iterations: 3400, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 18, Total Iterations: 3500, Iteration per second: 194.444444, Best solution: 1303933 found at 10s
Seconds: 18, Total Iterations: 3600, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 18, Total Iterations: 3700, Iteration per second: 205.555556, Best solution: 1303933 found at 10s
Seconds: 19, Total Iterations: 3800, Iteration per second: 200.000000, Best solution: 1303933 found at 10s
Seconds: 19, Total Iterations: 3900, Iteration per second: 205.263158, Best solution: 1303933 found at 10s
Seconds: 20, Total Iterations: 4000, Iteration per second: 200.000000, Best solution: 1304174 found at 19s
Seconds: 20, Total Iterations: 4100, Iteration per second: 205.000000, Best solution: 1304428 found at 20s
Seconds: 21, Total Iterations: 4200, Iteration per second: 200.000000, Best solution: 1304505 found at 21s
Seconds: 21, Total Iterations: 4300, Iteration per second: 204.761905, Best solution: 1305429 found at 21s
Seconds: 22, Total Iterations: 4400, Iteration per second: 200.000000, Best solution: 1306270 found at 22s
Seconds: 22, Total Iterations: 4500, Iteration per second: 204.545455, Best solution: 1306511 found at 22s
Seconds: 23, Total Iterations: 4600, Iteration per second: 200.000000, Best solution: 1306529 found at 23s
Seconds: 23, Total Iterations: 4700, Iteration per second: 204.347826, Best solution: 1306529 found at 23s
Seconds: 24, Total Iterations: 4800, Iteration per second: 200.000000, Best solution: 1306529 found at 23s
Seconds: 24, Total Iterations: 4900, Iteration per second: 204.166667, Best solution: 1306649 found at 24s
Seconds: 24, Total Iterations: 5000, Iteration per second: 208.333333, Best solution: 1306677 found at 24s
Seconds: 25, Total Iterations: 5100, Iteration per second: 204.000000, Best solution: 1306677 found at 24s
Seconds: 25, Total Iterations: 5200, Iteration per second: 208.000000, Best solution: 1306734 found at 25s
Seconds: 26, Total Iterations: 5300, Iteration per second: 203.846154, Best solution: 1306749 found at 25s
Seconds: 26, Total Iterations: 5400, Iteration per second: 207.692308, Best solution: 1306749 found at 25s
Seconds: 26, Total Iterations: 5500, Iteration per second: 211.538462, Best solution: 1306749 found at 25s
Seconds: 27, Total Iterations: 5600, Iteration per second: 207.407407, Best solution: 1306751 found at 27s
Seconds: 27, Total Iterations: 5700, Iteration per second: 211.111111, Best solution: 1306835 found at 27s
Seconds: 28, Total Iterations: 5800, Iteration per second: 207.142857, Best solution: 1306836 found at 27s
Seconds: 28, Total Iterations: 5900, Iteration per second: 210.714286, Best solution: 1306842 found at 28s
Seconds: 29, Total Iterations: 6000, Iteration per second: 206.896552, Best solution: 1306842 found at 28s
Seconds: 29, Total Iterations: 6100, Iteration per second: 210.344828, Best solution: 1306842 found at 28s
Seconds: 30, Total Iterations: 6200, Iteration per second: 206.666667, Best solution: 1306842 found at 28s
Seconds: 30, Total Iterations: 6300, Iteration per second: 210.000000, Best solution: 1306948 found at 30s
Seconds: 30, Total Iterations: 6400, Iteration per second: 213.333333, Best solution: 1306948 found at 30s
Seconds: 31, Total Iterations: 6500, Iteration per second: 209.677419, Best solution: 1306948 found at 30s
Seconds: 31, Total Iterations: 6600, Iteration per second: 212.903226, Best solution: 1306950 found at 31s
Seconds: 32, Total Iterations: 6700, Iteration per second: 209.375000, Best solution: 1306950 found at 31s
Seconds: 32, Total Iterations: 6800, Iteration per second: 212.500000, Best solution: 1306950 found at 31s
Seconds: 33, Total Iterations: 6900, Iteration per second: 209.090909, Best solution: 1306950 found at 31s
Seconds: 33, Total Iterations: 7000, Iteration per second: 212.121212, Best solution: 1306950 found at 31s
Seconds: 34, Total Iterations: 7100, Iteration per second: 208.823529, Best solution: 1306951 found at 34s
Seconds: 34, Total Iterations: 7200, Iteration per second: 211.764706, Best solution: 1306951 found at 34s
Seconds: 34, Total Iterations: 7300, Iteration per second: 214.705882, Best solution: 1306951 found at 34s
Seconds: 35, Total Iterations: 7400, Iteration per second: 211.428571, Best solution: 1306953 found at 35s
Seconds: 35, Total Iterations: 7500, Iteration per second: 214.285714, Best solution: 1306953 found at 35s
Seconds: 36, Total Iterations: 7600, Iteration per second: 211.111111, Best solution: 1306953 found at 35s
Seconds: 36, Total Iterations: 7700, Iteration per second: 213.888889, Best solution: 1306953 found at 35s
Seconds: 37, Total Iterations: 7800, Iteration per second: 210.810811, Best solution: 1306953 found at 35s
Seconds: 37, Total Iterations: 7900, Iteration per second: 213.513514, Best solution: 1306953 found at 35s
Seconds: 37, Total Iterations: 8000, Iteration per second: 216.216216, Best solution: 1306953 found at 35s
Seconds: 38, Total Iterations: 8100, Iteration per second: 213.157895, Best solution: 1306953 found at 35s
Seconds: 38, Total Iterations: 8200, Iteration per second: 215.789474, Best solution: 1306953 found at 35s
Seconds: 39, Total Iterations: 8300, Iteration per second: 212.820513, Best solution: 1306953 found at 35s
Seconds: 39, Total Iterations: 8400, Iteration per second: 215.384615, Best solution: 1307040 found at 39s
Seconds: 40, Total Iterations: 8500, Iteration per second: 212.500000, Best solution: 1307123 found at 39s
Seconds: 40, Total Iterations: 8600, Iteration per second: 215.000000, Best solution: 1307178 found at 40s
Seconds: 41, Total Iterations: 8700, Iteration per second: 212.195122, Best solution: 1307178 found at 40s
Seconds: 41, Total Iterations: 8800, Iteration per second: 214.634146, Best solution: 1307183 found at 41s
Seconds: 41, Total Iterations: 8900, Iteration per second: 217.073171, Best solution: 1307183 found at 41s
Seconds: 42, Total Iterations: 9000, Iteration per second: 214.285714, Best solution: 1307183 found at 41s
Seconds: 42, Total Iterations: 9100, Iteration per second: 216.666667, Best solution: 1307183 found at 41s
Seconds: 43, Total Iterations: 9200, Iteration per second: 213.953488, Best solution: 1307183 found at 41s
Seconds: 43, Total Iterations: 9300, Iteration per second: 216.279070, Best solution: 1307185 found at 43s
Seconds: 44, Total Iterations: 9400, Iteration per second: 213.636364, Best solution: 1307185 found at 43s
Seconds: 44, Total Iterations: 9500, Iteration per second: 215.909091, Best solution: 1307185 found at 43s
Seconds: 44, Total Iterations: 9600, Iteration per second: 218.181818, Best solution: 1307185 found at 43s
Seconds: 45, Total Iterations: 9700, Iteration per second: 215.555556, Best solution: 1307185 found at 43s
Seconds: 45, Total Iterations: 9800, Iteration per second: 217.777778, Best solution: 1307185 found at 43s
Seconds: 46, Total Iterations: 9900, Iteration per second: 215.217391, Best solution: 1307185 found at 43s
Seconds: 46, Total Iterations: 10000, Iteration per second: 217.391304, Best solution: 1307185 found at 43s
Seconds: 47, Total Iterations: 10100, Iteration per second: 214.893617, Best solution: 1307185 found at 43s
Seconds: 47, Total Iterations: 10200, Iteration per second: 217.021277, Best solution: 1307185 found at 43s
Seconds: 48, Total Iterations: 10300, Iteration per second: 214.583333, Best solution: 1307185 found at 43s
Seconds: 48, Total Iterations: 10400, Iteration per second: 216.666667, Best solution: 1307185 found at 43s
Seconds: 48, Total Iterations: 10500, Iteration per second: 218.750000, Best solution: 1307185 found at 43s
Seconds: 49, Total Iterations: 10600, Iteration per second: 216.326531, Best solution: 1307185 found at 43s
Seconds: 49, Total Iterations: 10700, Iteration per second: 218.367347, Best solution: 1307185 found at 43s
Seconds: 50, Total Iterations: 10800, Iteration per second: 216.000000, Best solution: 1307185 found at 43s
Seconds: 50, Total Iterations: 10900, Iteration per second: 218.000000, Best solution: 1307185 found at 43s
Seconds: 51, Total Iterations: 11000, Iteration per second: 215.686275, Best solution: 1307185 found at 43s
Seconds: 51, Total Iterations: 11100, Iteration per second: 217.647059, Best solution: 1307185 found at 43s
Seconds: 51, Total Iterations: 11200, Iteration per second: 219.607843, Best solution: 1307185 found at 43s
Seconds: 52, Total Iterations: 11300, Iteration per second: 217.307692, Best solution: 1307185 found at 43s
Seconds: 52, Total Iterations: 11400, Iteration per second: 219.230769, Best solution: 1307185 found at 43s
Seconds: 53, Total Iterations: 11500, Iteration per second: 216.981132, Best solution: 1307185 found at 43s
Seconds: 53, Total Iterations: 11600, Iteration per second: 218.867925, Best solution: 1307185 found at 43s
Seconds: 54, Total Iterations: 11700, Iteration per second: 216.666667, Best solution: 1307185 found at 43s
Seconds: 54, Total Iterations: 11800, Iteration per second: 218.518519, Best solution: 1307185 found at 43s
Seconds: 54, Total Iterations: 11900, Iteration per second: 220.370370, Best solution: 1307185 found at 43s
Seconds: 55, Total Iterations: 12000, Iteration per second: 218.181818, Best solution: 1307185 found at 43s
Seconds: 55, Total Iterations: 12100, Iteration per second: 220.000000, Best solution: 1307185 found at 43s
Seconds: 56, Total Iterations: 12200, Iteration per second: 217.857143, Best solution: 1307185 found at 43s
Seconds: 56, Total Iterations: 12300, Iteration per second: 219.642857, Best solution: 1307185 found at 43s
Seconds: 57, Total Iterations: 12400, Iteration per second: 217.543860, Best solution: 1307210 found at 57s
Seconds: 57, Total Iterations: 12500, Iteration per second: 219.298246, Best solution: 1307210 found at 57s
Seconds: 57, Total Iterations: 12600, Iteration per second: 221.052632, Best solution: 1307210 found at 57s
Seconds: 58, Total Iterations: 12700, Iteration per second: 218.965517, Best solution: 1307210 found at 57s
Seconds: 58, Total Iterations: 12800, Iteration per second: 220.689655, Best solution: 1307210 found at 57s
Seconds: 59, Total Iterations: 12900, Iteration per second: 218.644068, Best solution: 1307210 found at 57s
Seconds: 59, Total Iterations: 13000, Iteration per second: 220.338983, Best solution: 1307210 found at 57s
Seconds: 60, Total Iterations: 13100, Iteration per second: 218.333333, Best solution: 1307210 found at 57s
Seconds: 60, Total Iterations: 13200, Iteration per second: 220.000000, Best solution: 1307210 found at 57s
Seconds: 60, Total Iterations: 13300, Iteration per second: 221.666667, Best solution: 1307210 found at 57s
Seconds: 61, Total Iterations: 13400, Iteration per second: 219.672131, Best solution: 1307210 found at 57s
Seconds: 61, Total Iterations: 13500, Iteration per second: 221.311475, Best solution: 1307210 found at 57s
Seconds: 62, Total Iterations: 13600, Iteration per second: 219.354839, Best solution: 1307210 found at 57s
Seconds: 62, Total Iterations: 13700, Iteration per second: 220.967742, Best solution: 1307210 found at 57s
Seconds: 63, Total Iterations: 13800, Iteration per second: 219.047619, Best solution: 1307210 found at 57s
Seconds: 63, Total Iterations: 13900, Iteration per second: 220.634921, Best solution: 1307210 found at 57s
Seconds: 63, Total Iterations: 14000, Iteration per second: 222.222222, Best solution: 1307210 found at 57s
Seconds: 64, Total Iterations: 14100, Iteration per second: 220.312500, Best solution: 1307210 found at 57s
Seconds: 64, Total Iterations: 14200, Iteration per second: 221.875000, Best solution: 1307210 found at 57s
Seconds: 65, Total Iterations: 14300, Iteration per second: 220.000000, Best solution: 1307210 found at 57s
Seconds: 65, Total Iterations: 14400, Iteration per second: 221.538462, Best solution: 1307213 found at 65s
Seconds: 66, Total Iterations: 14500, Iteration per second: 219.696970, Best solution: 1307213 found at 65s
Seconds: 66, Total Iterations: 14600, Iteration per second: 221.212121, Best solution: 1307343 found at 66s
Seconds: 66, Total Iterations: 14700, Iteration per second: 222.727273, Best solution: 1307343 found at 66s
Seconds: 67, Total Iterations: 14800, Iteration per second: 220.895522, Best solution: 1307343 found at 66s
Seconds: 67, Total Iterations: 14900, Iteration per second: 222.388060, Best solution: 1307344 found at 67s
Seconds: 68, Total Iterations: 15000, Iteration per second: 220.588235, Best solution: 1307344 found at 67s
Seconds: 68, Total Iterations: 15100, Iteration per second: 222.058824, Best solution: 1307344 found at 67s
Seconds: 69, Total Iterations: 15200, Iteration per second: 220.289855, Best solution: 1307344 found at 67s
Seconds: 69, Total Iterations: 15300, Iteration per second: 221.739130, Best solution: 1307344 found at 67s
Seconds: 69, Total Iterations: 15400, Iteration per second: 223.188406, Best solution: 1307344 found at 67s
Seconds: 70, Total Iterations: 15500, Iteration per second: 221.428571, Best solution: 1307344 found at 67s
Seconds: 70, Total Iterations: 15600, Iteration per second: 222.857143, Best solution: 1307344 found at 67s
Seconds: 71, Total Iterations: 15700, Iteration per second: 221.126761, Best solution: 1307344 found at 67s
Seconds: 71, Total Iterations: 15800, Iteration per second: 222.535211, Best solution: 1307344 found at 67s
Seconds: 71, Total Iterations: 15900, Iteration per second: 223.943662, Best solution: 1307344 found at 67s
Seconds: 72, Total Iterations: 16000, Iteration per second: 222.222222, Best solution: 1307344 found at 67s
Seconds: 72, Total Iterations: 16100, Iteration per second: 223.611111, Best solution: 1307344 found at 67s
Seconds: 73, Total Iterations: 16200, Iteration per second: 221.917808, Best solution: 1307344 found at 67s
Seconds: 73, Total Iterations: 16300, Iteration per second: 223.287671, Best solution: 1307344 found at 67s
Seconds: 74, Total Iterations: 16400, Iteration per second: 221.621622, Best solution: 1307344 found at 67s
Seconds: 74, Total Iterations: 16500, Iteration per second: 222.972973, Best solution: 1307344 found at 67s
Seconds: 74, Total Iterations: 16600, Iteration per second: 224.324324, Best solution: 1307344 found at 67s
Seconds: 75, Total Iterations: 16700, Iteration per second: 222.666667, Best solution: 1307344 found at 67s
Seconds: 75, Total Iterations: 16800, Iteration per second: 224.000000, Best solution: 1307344 found at 67s
Seconds: 76, Total Iterations: 16900, Iteration per second: 222.368421, Best solution: 1307344 found at 67s
Seconds: 76, Total Iterations: 17000, Iteration per second: 223.684211, Best solution: 1307344 found at 67s
Seconds: 77, Total Iterations: 17100, Iteration per second: 222.077922, Best solution: 1307344 found at 67s
Seconds: 77, Total Iterations: 17200, Iteration per second: 223.376623, Best solution: 1307344 found at 67s
Seconds: 77, Total Iterations: 17300, Iteration per second: 224.675325, Best solution: 1307344 found at 67s
Seconds: 78, Total Iterations: 17400, Iteration per second: 223.076923, Best solution: 1307344 found at 67s
Seconds: 78, Total Iterations: 17500, Iteration per second: 224.358974, Best solution: 1307344 found at 67s
Seconds: 79, Total Iterations: 17600, Iteration per second: 222.784810, Best solution: 1307344 found at 67s
Seconds: 79, Total Iterations: 17700, Iteration per second: 224.050633, Best solution: 1307344 found at 67s
Seconds: 80, Total Iterations: 17800, Iteration per second: 222.500000, Best solution: 1307344 found at 67s
Seconds: 80, Total Iterations: 17900, Iteration per second: 223.750000, Best solution: 1307344 found at 67s
Seconds: 80, Total Iterations: 18000, Iteration per second: 225.000000, Best solution: 1307344 found at 67s
Seconds: 81, Total Iterations: 18100, Iteration per second: 223.456790, Best solution: 1307344 found at 67s
Seconds: 81, Total Iterations: 18200, Iteration per second: 224.691358, Best solution: 1307344 found at 67s
Seconds: 82, Total Iterations: 18300, Iteration per second: 223.170732, Best solution: 1307344 found at 67s
Seconds: 82, Total Iterations: 18400, Iteration per second: 224.390244, Best solution: 1307344 found at 67s
Seconds: 83, Total Iterations: 18500, Iteration per second: 222.891566, Best solution: 1307537 found at 82s
Seconds: 83, Total Iterations: 18600, Iteration per second: 224.096386, Best solution: 1307606 found at 83s
Seconds: 83, Total Iterations: 18700, Iteration per second: 225.301205, Best solution: 1307611 found at 83s
Seconds: 84, Total Iterations: 18800, Iteration per second: 223.809524, Best solution: 1307637 found at 84s
Seconds: 84, Total Iterations: 18900, Iteration per second: 225.000000, Best solution: 1307637 found at 84s
Seconds: 85, Total Iterations: 19000, Iteration per second: 223.529412, Best solution: 1307637 found at 84s
Seconds: 85, Total Iterations: 19100, Iteration per second: 224.705882, Best solution: 1307637 found at 84s
Seconds: 86, Total Iterations: 19200, Iteration per second: 223.255814, Best solution: 1307637 found at 84s
Seconds: 86, Total Iterations: 19300, Iteration per second: 224.418605, Best solution: 1307640 found at 86s
Seconds: 87, Total Iterations: 19400, Iteration per second: 222.988506, Best solution: 1307640 found at 86s
Seconds: 87, Total Iterations: 19500, Iteration per second: 224.137931, Best solution: 1307640 found at 86s
Seconds: 88, Total Iterations: 19600, Iteration per second: 222.727273, Best solution: 1307640 found at 86s
Seconds: 88, Total Iterations: 19700, Iteration per second: 223.863636, Best solution: 1307640 found at 86s
Seconds: 89, Total Iterations: 19800, Iteration per second: 222.471910, Best solution: 1307640 found at 86s
Seconds: 89, Total Iterations: 19900, Iteration per second: 223.595506, Best solution: 1307640 found at 86s
Seconds: 89, Total Iterations: 20000, Iteration per second: 224.719101, Best solution: 1307640 found at 86s
Seconds: 90, Total Iterations: 20100, Iteration per second: 223.333333, Best solution: 1307640 found at 86s
Seconds: 90, Total Iterations: 20200, Iteration per second: 224.444444, Best solution: 1307640 found at 86s
Seconds: 91, Total Iterations: 20300, Iteration per second: 223.076923, Best solution: 1307642 found at 90s
Seconds: 91, Total Iterations: 20400, Iteration per second: 224.175824, Best solution: 1307642 found at 90s
Seconds: 92, Total Iterations: 20500, Iteration per second: 222.826087, Best solution: 1307642 found at 90s
Seconds: 92, Total Iterations: 20600, Iteration per second: 223.913043, Best solution: 1307642 found at 90s
