Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 435708 found at 2s
Seconds: 3, Total Iterations: 200, Iteration per second: 66.666667, Best solution: 437084 found at 3s
Seconds: 3, Total Iterations: 300, Iteration per second: 100.000000, Best solution: 438247 found at 3s
Seconds: 4, Total Iterations: 400, Iteration per second: 100.000000, Best solution: 438898 found at 4s
Seconds: 4, Total Iterations: 500, Iteration per second: 125.000000, Best solution: 439708 found at 4s
Seconds: 5, Total Iterations: 600, Iteration per second: 120.000000, Best solution: 440160 found at 5s
Seconds: 5, Total Iterations: 700, Iteration per second: 140.000000, Best solution: 440581 found at 5s
Seconds: 6, Total Iterations: 800, Iteration per second: 133.333333, Best solution: 440766 found at 5s
Seconds: 6, Total Iterations: 900, Iteration per second: 150.000000, Best solution: 441507 found at 6s
Seconds: 6, Total Iterations: 1000, Iteration per second: 166.666667, Best solution: 441599 found at 6s
Seconds: 7, Total Iterations: 1100, Iteration per second: 157.142857, Best solution: 441720 found at 7s
Seconds: 7, Total Iterations: 1200, Iteration per second: 171.428571, Best solution: 441764 found at 7s
Seconds: 8, Total Iterations: 1300, Iteration per second: 162.500000, Best solution: 441907 found at 7s
Seconds: 8, Total Iterations: 1400, Iteration per second: 175.000000, Best solution: 441925 found at 8s
Seconds: 8, Total Iterations: 1500, Iteration per second: 187.500000, Best solution: 441957 found at 8s
Seconds: 9, Total Iterations: 1600, Iteration per second: 177.777778, Best solution: 441995 found at 9s
Seconds: 9, Total Iterations: 1700, Iteration per second: 188.888889, Best solution: 442025 found at 9s
Seconds: 10, Total Iterations: 1800, Iteration per second: 180.000000, Best solution: 442077 found at 10s
Seconds: 10, Total Iterations: 1900, Iteration per second: 190.000000, Best solution: 442140 found at 10s
Seconds: 10, Total Iterations: 2000, Iteration per second: 200.000000, Best solution: 442558 found at 10s
Seconds: 11, Total Iterations: 2100, Iteration per second: 190.909091, Best solution: 442935 found at 11s
Seconds: 11, Total Iterations: 2200, Iteration per second: 200.000000, Best solution: 442935 found at 11s
Seconds: 12, Total Iterations: 2300, Iteration per second: 191.666667, Best solution: 443071 found at 11s
Seconds: 12, Total Iterations: 2400, Iteration per second: 200.000000, Best solution: 443102 found at 12s
Seconds: 12, Total Iterations: 2500, Iteration per second: 208.333333, Best solution: 443153 found at 12s
Seconds: 13, Total Iterations: 2600, Iteration per second: 200.000000, Best solution: 443182 found at 13s
Seconds: 13, Total Iterations: 2700, Iteration per second: 207.692308, Best solution: 443204 found at 13s
Seconds: 13, Total Iterations: 2800, Iteration per second: 215.384615, Best solution: 443286 found at 13s
Seconds: 14, Total Iterations: 2900, Iteration per second: 207.142857, Best solution: 443287 found at 14s
Seconds: 14, Total Iterations: 3000, Iteration per second: 214.285714, Best solution: 443287 found at 14s
Seconds: 15, Total Iterations: 3100, Iteration per second: 206.666667, Best solution: 443287 found at 14s
Seconds: 15, Total Iterations: 3200, Iteration per second: 213.333333, Best solution: 444189 found at 15s
Seconds: 15, Total Iterations: 3300, Iteration per second: 220.000000, Best solution: 444240 found at 15s
Seconds: 16, Total Iterations: 3400, Iteration per second: 212.500000, Best solution: 444273 found at 16s
Seconds: 16, Total Iterations: 3500, Iteration per second: 218.750000, Best solution: 444273 found at 16s
Seconds: 17, Total Iterations: 3600, Iteration per second: 211.764706, Best solution: 444274 found at 16s
Seconds: 17, Total Iterations: 3700, Iteration per second: 217.647059, Best solution: 444274 found at 16s
Seconds: 17, Total Iterations: 3800, Iteration per second: 223.529412, Best solution: 444295 found at 17s
Seconds: 18, Total Iterations: 3900, Iteration per second: 216.666667, Best solution: 444329 found at 18s
Seconds: 18, Total Iterations: 4000, Iteration per second: 222.222222, Best solution: 444329 found at 18s
Seconds: 19, Total Iterations: 4100, Iteration per second: 215.789474, Best solution: 444341 found at 19s
Seconds: 19, Total Iterations: 4200, Iteration per second: 221.052632, Best solution: 444341 found at 19s
Seconds: 19, Total Iterations: 4300, Iteration per second: 226.315789, Best solution: 444341 found at 19s
Seconds: 20, Total Iterations: 4400, Iteration per second: 220.000000, Best solution: 444341 found at 19s
Seconds: 20, Total Iterations: 4500, Iteration per second: 225.000000, Best solution: 444341 found at 19s
Seconds: 21, Total Iterations: 4600, Iteration per second: 219.047619, Best solution: 444341 found at 19s
Seconds: 21, Total Iterations: 4700, Iteration per second: 223.809524, Best solution: 444341 found at 19s
Seconds: 21, Total Iterations: 4800, Iteration per second: 228.571429, Best solution: 444341 found at 19s
Seconds: 22, Total Iterations: 4900, Iteration per second: 222.727273, Best solution: 444341 found at 19s
Seconds: 22, Total Iterations: 5000, Iteration per second: 227.272727, Best solution: 444341 found at 19s
Seconds: 23, Total Iterations: 5100, Iteration per second: 221.739130, Best solution: 444341 found at 19s
Seconds: 23, Total Iterations: 5200, Iteration per second: 226.086957, Best solution: 444341 found at 19s
Seconds: 23, Total Iterations: 5300, Iteration per second: 230.434783, Best solution: 444341 found at 19s
Seconds: 24, Total Iterations: 5400, Iteration per second: 225.000000, Best solution: 444382 found at 24s
Seconds: 24, Total Iterations: 5500, Iteration per second: 229.166667, Best solution: 444382 found at 24s
Seconds: 25, Total Iterations: 5600, Iteration per second: 224.000000, Best solution: 444421 found at 24s
Seconds: 25, Total Iterations: 5700, Iteration per second: 228.000000, Best solution: 444424 found at 25s
Seconds: 25, Total Iterations: 5800, Iteration per second: 232.000000, Best solution: 444430 found at 25s
Seconds: 26, Total Iterations: 5900, Iteration per second: 226.923077, Best solution: 444434 found at 26s
Seconds: 26, Total Iterations: 6000, Iteration per second: 230.769231, Best solution: 444437 found at 26s
Seconds: 26, Total Iterations: 6100, Iteration per second: 234.615385, Best solution: 444437 found at 26s
Seconds: 27, Total Iterations: 6200, Iteration per second: 229.629630, Best solution: 444451 found at 27s
Seconds: 27, Total Iterations: 6300, Iteration per second: 233.333333, Best solution: 444453 found at 27s
Seconds: 28, Total Iterations: 6400, Iteration per second: 228.571429, Best solution: 444501 found at 28s
Seconds: 28, Total Iterations: 6500, Iteration per second: 232.142857, Best solution: 444510 found at 28s
Seconds: 28, Total Iterations: 6600, Iteration per second: 235.714286, Best solution: 444510 found at 28s
Seconds: 29, Total Iterations: 6700, Iteration per second: 231.034483, Best solution: 444512 found at 29s
Seconds: 29, Total Iterations: 6800, Iteration per second: 234.482759, Best solution: 444512 found at 29s
Seconds: 29, Total Iterations: 6900, Iteration per second: 237.931034, Best solution: 444512 found at 29s
Seconds: 30, Total Iterations: 7000, Iteration per second: 233.333333, Best solution: 444512 found at 29s
Seconds: 30, Total Iterations: 7100, Iteration per second: 236.666667, Best solution: 444512 found at 29s
Seconds: 31, Total Iterations: 7200, Iteration per second: 232.258065, Best solution: 444512 found at 29s
Seconds: 31, Total Iterations: 7300, Iteration per second: 235.483871, Best solution: 444512 found at 29s
Seconds: 31, Total Iterations: 7400, Iteration per second: 238.709677, Best solution: 444512 found at 29s
Seconds: 32, Total Iterations: 7500, Iteration per second: 234.375000, Best solution: 444512 found at 29s
Seconds: 32, Total Iterations: 7600, Iteration per second: 237.500000, Best solution: 444512 found at 29s
Seconds: 33, Total Iterations: 7700, Iteration per second: 233.333333, Best solution: 444512 found at 29s
Seconds: 33, Total Iterations: 7800, Iteration per second: 236.363636, Best solution: 444512 found at 29s
Seconds: 33, Total Iterations: 7900, Iteration per second: 239.393939, Best solution: 444512 found at 29s
Seconds: 34, Total Iterations: 8000, Iteration per second: 235.294118, Best solution: 444512 found at 29s
Seconds: 34, Total Iterations: 8100, Iteration per second: 238.235294, Best solution: 444512 found at 29s
Seconds: 35, Total Iterations: 8200, Iteration per second: 234.285714, Best solution: 444512 found at 29s
Seconds: 35, Total Iterations: 8300, Iteration per second: 237.142857, Best solution: 444512 found at 29s
Seconds: 35, Total Iterations: 8400, Iteration per second: 240.000000, Best solution: 444512 found at 29s
Seconds: 36, Total Iterations: 8500, Iteration per second: 236.111111, Best solution: 444512 found at 29s
Seconds: 36, Total Iterations: 8600, Iteration per second: 238.888889, Best solution: 444512 found at 29s
Seconds: 37, Total Iterations: 8700, Iteration per second: 235.135135, Best solution: 444512 found at 29s
Seconds: 37, Total Iterations: 8800, Iteration per second: 237.837838, Best solution: 444512 found at 29s
Seconds: 37, Total Iterations: 8900, Iteration per second: 240.540541, Best solution: 444512 found at 29s
Seconds: 38, Total Iterations: 9000, Iteration per second: 236.842105, Best solution: 444512 found at 29s
Seconds: 38, Total Iterations: 9100, Iteration per second: 239.473684, Best solution: 444512 found at 29s
Seconds: 38, Total Iterations: 9200, Iteration per second: 242.105263, Best solution: 444512 found at 29s
Seconds: 39, Total Iterations: 9300, Iteration per second: 238.461538, Best solution: 444512 found at 29s
Seconds: 39, Total Iterations: 9400, Iteration per second: 241.025641, Best solution: 444512 found at 29s
Seconds: 40, Total Iterations: 9500, Iteration per second: 237.500000, Best solution: 444512 found at 29s
Seconds: 40, Total Iterations: 9600, Iteration per second: 240.000000, Best solution: 444512 found at 29s
Seconds: 40, Total Iterations: 9700, Iteration per second: 242.500000, Best solution: 444512 found at 29s
Seconds: 41, Total Iterations: 9800, Iteration per second: 239.024390, Best solution: 444512 found at 29s
Seconds: 41, Total Iterations: 9900, Iteration per second: 241.463415, Best solution: 444512 found at 29s
Seconds: 41, Total Iterations: 10000, Iteration per second: 243.902439, Best solution: 444512 found at 29s
Seconds: 42, Total Iterations: 10100, Iteration per second: 240.476190, Best solution: 444512 found at 29s
Seconds: 42, Total Iterations: 10200, Iteration per second: 242.857143, Best solution: 444512 found at 29s
Seconds: 43, Total Iterations: 10300, Iteration per second: 239.534884, Best solution: 444512 found at 29s
Seconds: 43, Total Iterations: 10400, Iteration per second: 241.860465, Best solution: 444522 found at 43s
Seconds: 43, Total Iterations: 10500, Iteration per second: 244.186047, Best solution: 444522 found at 43s
Seconds: 44, Total Iterations: 10600, Iteration per second: 240.909091, Best solution: 444522 found at 43s
Seconds: 44, Total Iterations: 10700, Iteration per second: 243.181818, Best solution: 444522 found at 43s
Seconds: 45, Total Iterations: 10800, Iteration per second: 240.000000, Best solution: 444522 found at 43s
Seconds: 45, Total Iterations: 10900, Iteration per second: 242.222222, Best solution: 444522 found at 43s
Seconds: 45, Total Iterations: 11000, Iteration per second: 244.444444, Best solution: 444522 found at 43s
Seconds: 46, Total Iterations: 11100, Iteration per second: 241.304348, Best solution: 444522 found at 43s
Seconds: 46, Total Iterations: 11200, Iteration per second: 243.478261, Best solution: 444522 found at 43s
Seconds: 47, Total Iterations: 11300, Iteration per second: 240.425532, Best solution: 444522 found at 43s
Seconds: 47, Total Iterations: 11400, Iteration per second: 242.553191, Best solution: 444522 found at 43s
Seconds: 47, Total Iterations: 11500, Iteration per second: 244.680851, Best solution: 444522 found at 43s
Seconds: 48, Total Iterations: 11600, Iteration per second: 241.666667, Best solution: 444522 found at 43s
Seconds: 48, Total Iterations: 11700, Iteration per second: 243.750000, Best solution: 444522 found at 43s
Seconds: 48, Total Iterations: 11800, Iteration per second: 245.833333, Best solution: 444522 found at 43s
