Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 4, Total Iterations: 100, Iteration per second: 25.000000, Best solution: 1172053 found at 3s
Seconds: 6, Total Iterations: 200, Iteration per second: 33.333333, Best solution: 1175757 found at 6s
Seconds: 9, Total Iterations: 300, Iteration per second: 33.333333, Best solution: 1177414 found at 9s
Seconds: 12, Total Iterations: 400, Iteration per second: 33.333333, Best solution: 1177782 found at 12s
Seconds: 15, Total Iterations: 500, Iteration per second: 33.333333, Best solution: 1178897 found at 15s
Seconds: 18, Total Iterations: 600, Iteration per second: 33.333333, Best solution: 1180629 found at 17s
Seconds: 21, Total Iterations: 700, Iteration per second: 33.333333, Best solution: 1180812 found at 20s
Seconds: 24, Total Iterations: 800, Iteration per second: 33.333333, Best solution: 1181038 found at 22s
Seconds: 27, Total Iterations: 900, Iteration per second: 33.333333, Best solution: 1181820 found at 26s
Seconds: 30, Total Iterations: 1000, Iteration per second: 33.333333, Best solution: 1181850 found at 27s
Seconds: 33, Total Iterations: 1100, Iteration per second: 33.333333, Best solution: 1182092 found at 32s
Seconds: 36, Total Iterations: 1200, Iteration per second: 33.333333, Best solution: 1182262 found at 36s
Seconds: 39, Total Iterations: 1300, Iteration per second: 33.333333, Best solution: 1182468 found at 37s
Seconds: 42, Total Iterations: 1400, Iteration per second: 33.333333, Best solution: 1182684 found at 40s
Seconds: 45, Total Iterations: 1500, Iteration per second: 33.333333, Best solution: 1183193 found at 43s
Seconds: 48, Total Iterations: 1600, Iteration per second: 33.333333, Best solution: 1183193 found at 43s
Seconds: 51, Total Iterations: 1700, Iteration per second: 33.333333, Best solution: 1183262 found at 49s
Seconds: 54, Total Iterations: 1800, Iteration per second: 33.333333, Best solution: 1183327 found at 54s
Seconds: 57, Total Iterations: 1900, Iteration per second: 33.333333, Best solution: 1183407 found at 56s
Seconds: 60, Total Iterations: 2000, Iteration per second: 33.333333, Best solution: 1183526 found at 60s
Seconds: 63, Total Iterations: 2100, Iteration per second: 33.333333, Best solution: 1183787 found at 63s
Seconds: 66, Total Iterations: 2200, Iteration per second: 33.333333, Best solution: 1183790 found at 65s
Seconds: 69, Total Iterations: 2300, Iteration per second: 33.333333, Best solution: 1184190 found at 68s
Seconds: 72, Total Iterations: 2400, Iteration per second: 33.333333, Best solution: 1184192 found at 71s
Seconds: 75, Total Iterations: 2500, Iteration per second: 33.333333, Best solution: 1184206 found at 74s
Seconds: 78, Total Iterations: 2600, Iteration per second: 33.333333, Best solution: 1184400 found at 77s
Seconds: 81, Total Iterations: 2700, Iteration per second: 33.333333, Best solution: 1184688 found at 81s
Seconds: 84, Total Iterations: 2800, Iteration per second: 33.333333, Best solution: 1184688 found at 81s
Seconds: 87, Total Iterations: 2900, Iteration per second: 33.333333, Best solution: 1184784 found at 86s
Seconds: 90, Total Iterations: 3000, Iteration per second: 33.333333, Best solution: 1184916 found at 90s
Seconds: 93, Total Iterations: 3100, Iteration per second: 33.333333, Best solution: 1184955 found at 93s
Seconds: 96, Total Iterations: 3200, Iteration per second: 33.333333, Best solution: 1184955 found at 93s
Seconds: 99, Total Iterations: 3300, Iteration per second: 33.333333, Best solution: 1184955 found at 93s
Seconds: 102, Total Iterations: 3400, Iteration per second: 33.333333, Best solution: 1184955 found at 93s
Seconds: 105, Total Iterations: 3500, Iteration per second: 33.333333, Best solution: 1184955 found at 93s
Seconds: 109, Total Iterations: 3600, Iteration per second: 33.027523, Best solution: 1184955 found at 93s
Seconds: 111, Total Iterations: 3700, Iteration per second: 33.333333, Best solution: 1184955 found at 93s
Seconds: 114, Total Iterations: 3800, Iteration per second: 33.333333, Best solution: 1184969 found at 114s
Seconds: 117, Total Iterations: 3900, Iteration per second: 33.333333, Best solution: 1184980 found at 117s
Seconds: 120, Total Iterations: 4000, Iteration per second: 33.333333, Best solution: 1184980 found at 117s
Seconds: 123, Total Iterations: 4100, Iteration per second: 33.333333, Best solution: 1184989 found at 122s
Seconds: 126, Total Iterations: 4200, Iteration per second: 33.333333, Best solution: 1184991 found at 124s
Seconds: 129, Total Iterations: 4300, Iteration per second: 33.333333, Best solution: 1184991 found at 124s
