Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 1476176 found at 2s
Seconds: 3, Total Iterations: 200, Iteration per second: 66.666667, Best solution: 1490378 found at 3s
Seconds: 3, Total Iterations: 300, Iteration per second: 100.000000, Best solution: 1494996 found at 3s
Seconds: 3, Total Iterations: 400, Iteration per second: 133.333333, Best solution: 1498441 found at 3s
Seconds: 3, Total Iterations: 500, Iteration per second: 166.666667, Best solution: 1503750 found at 3s
Seconds: 4, Total Iterations: 600, Iteration per second: 150.000000, Best solution: 1504832 found at 4s
Seconds: 4, Total Iterations: 700, Iteration per second: 175.000000, Best solution: 1507171 found at 4s
Seconds: 4, Total Iterations: 800, Iteration per second: 200.000000, Best solution: 1511759 found at 4s
Seconds: 4, Total Iterations: 900, Iteration per second: 225.000000, Best solution: 1512753 found at 4s
Seconds: 4, Total Iterations: 1000, Iteration per second: 250.000000, Best solution: 1514588 found at 4s
Seconds: 5, Total Iterations: 1100, Iteration per second: 220.000000, Best solution: 1517703 found at 5s
Seconds: 5, Total Iterations: 1200, Iteration per second: 240.000000, Best solution: 1518206 found at 5s
Seconds: 5, Total Iterations: 1300, Iteration per second: 260.000000, Best solution: 1518906 found at 5s
Seconds: 5, Total Iterations: 1400, Iteration per second: 280.000000, Best solution: 1520116 found at 5s
Seconds: 6, Total Iterations: 1500, Iteration per second: 250.000000, Best solution: 1521870 found at 6s
Seconds: 6, Total Iterations: 1600, Iteration per second: 266.666667, Best solution: 1525250 found at 6s
Seconds: 6, Total Iterations: 1700, Iteration per second: 283.333333, Best solution: 1526371 found at 6s
Seconds: 6, Total Iterations: 1800, Iteration per second: 300.000000, Best solution: 1527131 found at 6s
Seconds: 7, Total Iterations: 1900, Iteration per second: 271.428571, Best solution: 1527491 found at 6s
Seconds: 7, Total Iterations: 2000, Iteration per second: 285.714286, Best solution: 1527491 found at 6s
Seconds: 7, Total Iterations: 2100, Iteration per second: 300.000000, Best solution: 1529079 found at 7s
Seconds: 7, Total Iterations: 2200, Iteration per second: 314.285714, Best solution: 1531198 found at 7s
Seconds: 7, Total Iterations: 2300, Iteration per second: 328.571429, Best solution: 1532062 found at 7s
Seconds: 8, Total Iterations: 2400, Iteration per second: 300.000000, Best solution: 1532725 found at 7s
Seconds: 8, Total Iterations: 2500, Iteration per second: 312.500000, Best solution: 1533625 found at 8s
Seconds: 8, Total Iterations: 2600, Iteration per second: 325.000000, Best solution: 1536297 found at 8s
Seconds: 8, Total Iterations: 2700, Iteration per second: 337.500000, Best solution: 1536297 found at 8s
Seconds: 8, Total Iterations: 2800, Iteration per second: 350.000000, Best solution: 1536484 found at 8s
Seconds: 9, Total Iterations: 2900, Iteration per second: 322.222222, Best solution: 1536496 found at 9s
Seconds: 9, Total Iterations: 3000, Iteration per second: 333.333333, Best solution: 1537469 found at 9s
Seconds: 9, Total Iterations: 3100, Iteration per second: 344.444444, Best solution: 1537646 found at 9s
Seconds: 9, Total Iterations: 3200, Iteration per second: 355.555556, Best solution: 1539436 found at 9s
Seconds: 10, Total Iterations: 3300, Iteration per second: 330.000000, Best solution: 1539899 found at 9s
Seconds: 10, Total Iterations: 3400, Iteration per second: 340.000000, Best solution: 1540527 found at 10s
Seconds: 10, Total Iterations: 3500, Iteration per second: 350.000000, Best solution: 1540527 found at 10s
Seconds: 10, Total Iterations: 3600, Iteration per second: 360.000000, Best solution: 1540527 found at 10s
Seconds: 10, Total Iterations: 3700, Iteration per second: 370.000000, Best solution: 1543333 found at 10s
Seconds: 11, Total Iterations: 3800, Iteration per second: 345.454545, Best solution: 1543333 found at 10s
