Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 1276454 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 1284751 found at 0s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 1285944 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 1308590 found at 1s
Seconds: 1, Iteration: 50, Iteration per second: 50.000000, Best solution: 1314285 found at 1s
Seconds: 1, Iteration: 60, Iteration per second: 60.000000, Best solution: 1323688 found at 1s
Seconds: 1, Iteration: 70, Iteration per second: 70.000000, Best solution: 1326146 found at 1s
Seconds: 2, Iteration: 80, Iteration per second: 40.000000, Best solution: 1330506 found at 2s
Seconds: 2, Iteration: 90, Iteration per second: 45.000000, Best solution: 1331608 found at 2s
Seconds: 2, Iteration: 100, Iteration per second: 50.000000, Best solution: 1337232 found at 2s
Seconds: 2, Iteration: 110, Iteration per second: 55.000000, Best solution: 1338853 found at 2s
Seconds: 2, Iteration: 120, Iteration per second: 60.000000, Best solution: 1339237 found at 2s
Seconds: 2, Iteration: 130, Iteration per second: 65.000000, Best solution: 1342072 found at 2s
Seconds: 2, Iteration: 140, Iteration per second: 70.000000, Best solution: 1343753 found at 2s
Seconds: 2, Iteration: 150, Iteration per second: 75.000000, Best solution: 1343944 found at 2s
Seconds: 3, Iteration: 160, Iteration per second: 53.333333, Best solution: 1353919 found at 3s
Seconds: 3, Iteration: 170, Iteration per second: 56.666667, Best solution: 1356178 found at 3s
Seconds: 3, Iteration: 180, Iteration per second: 60.000000, Best solution: 1358767 found at 3s
Seconds: 3, Iteration: 190, Iteration per second: 63.333333, Best solution: 1361131 found at 3s
Seconds: 3, Iteration: 200, Iteration per second: 66.666667, Best solution: 1361131 found at 3s
Seconds: 3, Iteration: 210, Iteration per second: 70.000000, Best solution: 1363766 found at 3s
Seconds: 3, Iteration: 220, Iteration per second: 73.333333, Best solution: 1363766 found at 3s
Seconds: 3, Iteration: 230, Iteration per second: 76.666667, Best solution: 1363766 found at 3s
Seconds: 4, Iteration: 240, Iteration per second: 60.000000, Best solution: 1363766 found at 3s
Seconds: 4, Iteration: 250, Iteration per second: 62.500000, Best solution: 1369976 found at 4s
Seconds: 4, Iteration: 260, Iteration per second: 65.000000, Best solution: 1370414 found at 4s
Seconds: 4, Iteration: 270, Iteration per second: 67.500000, Best solution: 1370414 found at 4s
Seconds: 4, Iteration: 280, Iteration per second: 70.000000, Best solution: 1371114 found at 4s
Seconds: 4, Iteration: 290, Iteration per second: 72.500000, Best solution: 1371972 found at 4s
Seconds: 4, Iteration: 300, Iteration per second: 75.000000, Best solution: 1371972 found at 4s
Seconds: 4, Iteration: 310, Iteration per second: 77.500000, Best solution: 1371972 found at 4s
Seconds: 4, Iteration: 320, Iteration per second: 80.000000, Best solution: 1371972 found at 4s
Seconds: 4, Iteration: 330, Iteration per second: 82.500000, Best solution: 1372745 found at 4s
Seconds: 4, Iteration: 340, Iteration per second: 85.000000, Best solution: 1374488 found at 4s
Seconds: 4, Iteration: 350, Iteration per second: 87.500000, Best solution: 1375274 found at 4s
Seconds: 5, Iteration: 360, Iteration per second: 72.000000, Best solution: 1375274 found at 4s
Seconds: 5, Iteration: 370, Iteration per second: 74.000000, Best solution: 1375274 found at 4s
Seconds: 5, Iteration: 380, Iteration per second: 76.000000, Best solution: 1375274 found at 4s
Seconds: 5, Iteration: 390, Iteration per second: 78.000000, Best solution: 1375436 found at 5s
Seconds: 5, Iteration: 400, Iteration per second: 80.000000, Best solution: 1375436 found at 5s
Seconds: 5, Iteration: 410, Iteration per second: 82.000000, Best solution: 1377861 found at 5s
Seconds: 5, Iteration: 420, Iteration per second: 84.000000, Best solution: 1377861 found at 5s
Seconds: 5, Iteration: 430, Iteration per second: 86.000000, Best solution: 1377861 found at 5s
Seconds: 5, Iteration: 440, Iteration per second: 88.000000, Best solution: 1377861 found at 5s
Seconds: 5, Iteration: 450, Iteration per second: 90.000000, Best solution: 1377861 found at 5s
Seconds: 5, Iteration: 460, Iteration per second: 92.000000, Best solution: 1377961 found at 5s
Seconds: 5, Iteration: 470, Iteration per second: 94.000000, Best solution: 1378558 found at 5s
Seconds: 5, Iteration: 480, Iteration per second: 96.000000, Best solution: 1378558 found at 5s
Seconds: 6, Iteration: 490, Iteration per second: 81.666667, Best solution: 1378558 found at 5s
Seconds: 6, Iteration: 500, Iteration per second: 83.333333, Best solution: 1378558 found at 5s
Seconds: 6, Iteration: 510, Iteration per second: 85.000000, Best solution: 1378558 found at 5s
Seconds: 6, Iteration: 520, Iteration per second: 86.666667, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 530, Iteration per second: 88.333333, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 540, Iteration per second: 90.000000, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 550, Iteration per second: 91.666667, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 560, Iteration per second: 93.333333, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 570, Iteration per second: 95.000000, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 580, Iteration per second: 96.666667, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 590, Iteration per second: 98.333333, Best solution: 1379432 found at 6s
Seconds: 6, Iteration: 600, Iteration per second: 100.000000, Best solution: 1379432 found at 6s
Seconds: 7, Iteration: 610, Iteration per second: 87.142857, Best solution: 1379432 found at 6s
Seconds: 7, Iteration: 620, Iteration per second: 88.571429, Best solution: 1379432 found at 6s
Seconds: 7, Iteration: 630, Iteration per second: 90.000000, Best solution: 1379871 found at 7s
Seconds: 7, Iteration: 640, Iteration per second: 91.428571, Best solution: 1379871 found at 7s
Seconds: 7, Iteration: 650, Iteration per second: 92.857143, Best solution: 1380055 found at 7s
Seconds: 7, Iteration: 660, Iteration per second: 94.285714, Best solution: 1380055 found at 7s
Seconds: 7, Iteration: 670, Iteration per second: 95.714286, Best solution: 1380055 found at 7s
Seconds: 7, Iteration: 680, Iteration per second: 97.142857, Best solution: 1380055 found at 7s
Seconds: 8, Iteration: 690, Iteration per second: 86.250000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 700, Iteration per second: 87.500000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 710, Iteration per second: 88.750000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 720, Iteration per second: 90.000000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 730, Iteration per second: 91.250000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 740, Iteration per second: 92.500000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 750, Iteration per second: 93.750000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 760, Iteration per second: 95.000000, Best solution: 1380651 found at 8s
Seconds: 8, Iteration: 770, Iteration per second: 96.250000, Best solution: 1380652 found at 8s
