Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 704333 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 707461 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 708639 found at 2s
Seconds: 2, Total Iterations: 400, Iteration per second: 200.000000, Best solution: 708640 found at 2s
Seconds: 2, Total Iterations: 500, Iteration per second: 250.000000, Best solution: 708716 found at 2s
Seconds: 3, Total Iterations: 600, Iteration per second: 200.000000, Best solution: 709108 found at 3s
Seconds: 3, Total Iterations: 700, Iteration per second: 233.333333, Best solution: 709108 found at 3s
Seconds: 3, Total Iterations: 800, Iteration per second: 266.666667, Best solution: 709108 found at 3s
Seconds: 3, Total Iterations: 900, Iteration per second: 300.000000, Best solution: 709108 found at 3s
Seconds: 4, Total Iterations: 1000, Iteration per second: 250.000000, Best solution: 709108 found at 3s
Seconds: 4, Total Iterations: 1100, Iteration per second: 275.000000, Best solution: 709108 found at 3s
Seconds: 4, Total Iterations: 1200, Iteration per second: 300.000000, Best solution: 709108 found at 3s
Seconds: 4, Total Iterations: 1300, Iteration per second: 325.000000, Best solution: 709108 found at 3s
Seconds: 5, Total Iterations: 1400, Iteration per second: 280.000000, Best solution: 709109 found at 4s
Seconds: 5, Total Iterations: 1500, Iteration per second: 300.000000, Best solution: 709109 found at 4s
Seconds: 5, Total Iterations: 1600, Iteration per second: 320.000000, Best solution: 709267 found at 5s
Seconds: 5, Total Iterations: 1700, Iteration per second: 340.000000, Best solution: 709538 found at 5s
Seconds: 6, Total Iterations: 1800, Iteration per second: 300.000000, Best solution: 709672 found at 6s
Seconds: 6, Total Iterations: 1900, Iteration per second: 316.666667, Best solution: 709672 found at 6s
Seconds: 6, Total Iterations: 2000, Iteration per second: 333.333333, Best solution: 709672 found at 6s
Seconds: 7, Total Iterations: 2100, Iteration per second: 300.000000, Best solution: 709672 found at 6s
Seconds: 7, Total Iterations: 2200, Iteration per second: 314.285714, Best solution: 709672 found at 6s
Seconds: 7, Total Iterations: 2300, Iteration per second: 328.571429, Best solution: 709672 found at 6s
Seconds: 7, Total Iterations: 2400, Iteration per second: 342.857143, Best solution: 709672 found at 6s
Seconds: 8, Total Iterations: 2500, Iteration per second: 312.500000, Best solution: 709672 found at 6s
Seconds: 8, Total Iterations: 2600, Iteration per second: 325.000000, Best solution: 709672 found at 6s
Seconds: 8, Total Iterations: 2700, Iteration per second: 337.500000, Best solution: 709672 found at 6s
Seconds: 8, Total Iterations: 2800, Iteration per second: 350.000000, Best solution: 709672 found at 6s
Seconds: 9, Total Iterations: 2900, Iteration per second: 322.222222, Best solution: 709672 found at 6s
Seconds: 9, Total Iterations: 3000, Iteration per second: 333.333333, Best solution: 709672 found at 6s
Seconds: 9, Total Iterations: 3100, Iteration per second: 344.444444, Best solution: 709672 found at 6s
Seconds: 9, Total Iterations: 3200, Iteration per second: 355.555556, Best solution: 710401 found at 9s
Seconds: 10, Total Iterations: 3300, Iteration per second: 330.000000, Best solution: 710979 found at 10s
Seconds: 10, Total Iterations: 3400, Iteration per second: 340.000000, Best solution: 711246 found at 10s
Seconds: 10, Total Iterations: 3500, Iteration per second: 350.000000, Best solution: 711246 found at 10s
Seconds: 10, Total Iterations: 3600, Iteration per second: 360.000000, Best solution: 711248 found at 10s
Seconds: 11, Total Iterations: 3700, Iteration per second: 336.363636, Best solution: 711248 found at 10s
Seconds: 11, Total Iterations: 3800, Iteration per second: 345.454545, Best solution: 711248 found at 10s
