Running GRASP algorithm...
Running with 1 threads (Available processors: 1).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 645350 found at 2s
Seconds: 3, Total Iterations: 200, Iteration per second: 66.666667, Best solution: 651551 found at 3s
Seconds: 4, Total Iterations: 300, Iteration per second: 75.000000, Best solution: 655653 found at 4s
Seconds: 5, Total Iterations: 400, Iteration per second: 80.000000, Best solution: 656157 found at 5s
Seconds: 6, Total Iterations: 500, Iteration per second: 83.333333, Best solution: 656157 found at 5s
Seconds: 6, Total Iterations: 600, Iteration per second: 100.000000, Best solution: 656159 found at 6s
Seconds: 7, Total Iterations: 700, Iteration per second: 100.000000, Best solution: 656159 found at 6s
Seconds: 7, Total Iterations: 800, Iteration per second: 114.285714, Best solution: 656159 found at 6s
Seconds: 8, Total Iterations: 900, Iteration per second: 112.500000, Best solution: 656159 found at 6s
Seconds: 8, Total Iterations: 1000, Iteration per second: 125.000000, Best solution: 656159 found at 6s
Seconds: 8, Total Iterations: 1100, Iteration per second: 137.500000, Best solution: 656159 found at 6s
Seconds: 9, Total Iterations: 1200, Iteration per second: 133.333333, Best solution: 656159 found at 6s
Seconds: 9, Total Iterations: 1300, Iteration per second: 144.444444, Best solution: 656159 found at 6s
Seconds: 10, Total Iterations: 1400, Iteration per second: 140.000000, Best solution: 656159 found at 6s
Seconds: 10, Total Iterations: 1500, Iteration per second: 150.000000, Best solution: 656159 found at 6s
Seconds: 11, Total Iterations: 1600, Iteration per second: 145.454545, Best solution: 656159 found at 6s
Seconds: 11, Total Iterations: 1700, Iteration per second: 154.545455, Best solution: 656159 found at 6s
Seconds: 12, Total Iterations: 1800, Iteration per second: 150.000000, Best solution: 656159 found at 6s
Seconds: 12, Total Iterations: 1900, Iteration per second: 158.333333, Best solution: 656159 found at 6s
Seconds: 13, Total Iterations: 2000, Iteration per second: 153.846154, Best solution: 656749 found at 13s
Seconds: 13, Total Iterations: 2100, Iteration per second: 161.538462, Best solution: 656753 found at 13s
Seconds: 14, Total Iterations: 2200, Iteration per second: 157.142857, Best solution: 656753 found at 13s
Seconds: 14, Total Iterations: 2300, Iteration per second: 164.285714, Best solution: 656753 found at 13s
Seconds: 15, Total Iterations: 2400, Iteration per second: 160.000000, Best solution: 656753 found at 13s
Seconds: 15, Total Iterations: 2500, Iteration per second: 166.666667, Best solution: 656753 found at 13s
Seconds: 16, Total Iterations: 2600, Iteration per second: 162.500000, Best solution: 656753 found at 13s
Seconds: 16, Total Iterations: 2700, Iteration per second: 168.750000, Best solution: 656753 found at 13s
Seconds: 17, Total Iterations: 2800, Iteration per second: 164.705882, Best solution: 656753 found at 13s
Seconds: 17, Total Iterations: 2900, Iteration per second: 170.588235, Best solution: 656753 found at 13s
Seconds: 18, Total Iterations: 3000, Iteration per second: 166.666667, Best solution: 656753 found at 13s
