Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 602715 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 602715 found at 0s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 602887 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 602887 found at 1s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 603313 found at 2s
Seconds: 2, Iteration: 60, Iteration per second: 30.000000, Best solution: 603440 found at 2s
Seconds: 2, Iteration: 70, Iteration per second: 35.000000, Best solution: 603557 found at 2s
Seconds: 2, Iteration: 80, Iteration per second: 40.000000, Best solution: 603559 found at 2s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 603559 found at 2s
Seconds: 3, Iteration: 100, Iteration per second: 33.333333, Best solution: 603559 found at 2s
Seconds: 3, Iteration: 110, Iteration per second: 36.666667, Best solution: 603574 found at 3s
Seconds: 3, Iteration: 120, Iteration per second: 40.000000, Best solution: 603574 found at 3s
Seconds: 3, Iteration: 130, Iteration per second: 43.333333, Best solution: 603574 found at 3s
Seconds: 4, Iteration: 140, Iteration per second: 35.000000, Best solution: 603574 found at 3s
Seconds: 4, Iteration: 150, Iteration per second: 37.500000, Best solution: 603574 found at 3s
Seconds: 4, Iteration: 160, Iteration per second: 40.000000, Best solution: 603574 found at 3s
Seconds: 4, Iteration: 170, Iteration per second: 42.500000, Best solution: 603574 found at 3s
Seconds: 5, Iteration: 180, Iteration per second: 36.000000, Best solution: 603574 found at 3s
Seconds: 5, Iteration: 190, Iteration per second: 38.000000, Best solution: 603574 found at 3s
Seconds: 5, Iteration: 200, Iteration per second: 40.000000, Best solution: 603574 found at 3s
Seconds: 5, Iteration: 210, Iteration per second: 42.000000, Best solution: 603574 found at 3s
Seconds: 5, Iteration: 220, Iteration per second: 44.000000, Best solution: 603610 found at 5s
Seconds: 6, Iteration: 230, Iteration per second: 38.333333, Best solution: 603825 found at 6s
Seconds: 6, Iteration: 240, Iteration per second: 40.000000, Best solution: 603841 found at 6s
Seconds: 6, Iteration: 250, Iteration per second: 41.666667, Best solution: 603872 found at 6s
Seconds: 6, Iteration: 260, Iteration per second: 43.333333, Best solution: 603872 found at 6s
Seconds: 7, Iteration: 270, Iteration per second: 38.571429, Best solution: 603890 found at 6s
Seconds: 7, Iteration: 280, Iteration per second: 40.000000, Best solution: 603890 found at 6s
Seconds: 7, Iteration: 290, Iteration per second: 41.428571, Best solution: 603890 found at 6s
Seconds: 7, Iteration: 300, Iteration per second: 42.857143, Best solution: 603890 found at 6s
Seconds: 7, Iteration: 310, Iteration per second: 44.285714, Best solution: 603890 found at 6s
Seconds: 8, Iteration: 320, Iteration per second: 40.000000, Best solution: 603890 found at 6s
Seconds: 8, Iteration: 330, Iteration per second: 41.250000, Best solution: 603890 found at 6s
Seconds: 8, Iteration: 340, Iteration per second: 42.500000, Best solution: 603890 found at 6s
Seconds: 8, Iteration: 350, Iteration per second: 43.750000, Best solution: 603890 found at 6s
Seconds: 9, Iteration: 360, Iteration per second: 40.000000, Best solution: 603892 found at 9s
Seconds: 9, Iteration: 370, Iteration per second: 41.111111, Best solution: 603892 found at 9s
Seconds: 9, Iteration: 380, Iteration per second: 42.222222, Best solution: 603892 found at 9s
Seconds: 9, Iteration: 390, Iteration per second: 43.333333, Best solution: 603892 found at 9s
Seconds: 9, Iteration: 400, Iteration per second: 44.444444, Best solution: 603892 found at 9s
Seconds: 10, Iteration: 410, Iteration per second: 41.000000, Best solution: 603929 found at 9s
Seconds: 10, Iteration: 420, Iteration per second: 42.000000, Best solution: 603958 found at 10s
Seconds: 10, Iteration: 430, Iteration per second: 43.000000, Best solution: 604091 found at 10s
Seconds: 10, Iteration: 440, Iteration per second: 44.000000, Best solution: 604108 found at 10s
Seconds: 11, Iteration: 450, Iteration per second: 40.909091, Best solution: 604108 found at 10s
Seconds: 11, Iteration: 460, Iteration per second: 41.818182, Best solution: 604108 found at 10s
Seconds: 11, Iteration: 470, Iteration per second: 42.727273, Best solution: 604108 found at 10s
Seconds: 11, Iteration: 480, Iteration per second: 43.636364, Best solution: 604108 found at 10s
Seconds: 11, Iteration: 490, Iteration per second: 44.545455, Best solution: 604108 found at 10s
Seconds: 12, Iteration: 500, Iteration per second: 41.666667, Best solution: 604108 found at 10s
Seconds: 12, Iteration: 510, Iteration per second: 42.500000, Best solution: 604351 found at 12s
Seconds: 12, Iteration: 520, Iteration per second: 43.333333, Best solution: 604374 found at 12s
Seconds: 12, Iteration: 530, Iteration per second: 44.166667, Best solution: 604374 found at 12s
Seconds: 13, Iteration: 540, Iteration per second: 41.538462, Best solution: 604565 found at 13s
Seconds: 13, Iteration: 550, Iteration per second: 42.307692, Best solution: 604565 found at 13s
Seconds: 13, Iteration: 560, Iteration per second: 43.076923, Best solution: 604565 found at 13s
Seconds: 13, Iteration: 570, Iteration per second: 43.846154, Best solution: 604565 found at 13s
Seconds: 13, Iteration: 580, Iteration per second: 44.615385, Best solution: 604565 found at 13s
Seconds: 14, Iteration: 590, Iteration per second: 42.142857, Best solution: 604565 found at 13s
Seconds: 14, Iteration: 600, Iteration per second: 42.857143, Best solution: 604565 found at 13s
Seconds: 14, Iteration: 610, Iteration per second: 43.571429, Best solution: 604567 found at 14s
Seconds: 14, Iteration: 620, Iteration per second: 44.285714, Best solution: 604598 found at 14s
Seconds: 15, Iteration: 630, Iteration per second: 42.000000, Best solution: 604598 found at 14s
Seconds: 15, Iteration: 640, Iteration per second: 42.666667, Best solution: 604609 found at 15s
Seconds: 15, Iteration: 650, Iteration per second: 43.333333, Best solution: 604609 found at 15s
Seconds: 15, Iteration: 660, Iteration per second: 44.000000, Best solution: 604609 found at 15s
Seconds: 15, Iteration: 670, Iteration per second: 44.666667, Best solution: 604609 found at 15s
Seconds: 16, Iteration: 680, Iteration per second: 42.500000, Best solution: 604609 found at 15s
Seconds: 16, Iteration: 690, Iteration per second: 43.125000, Best solution: 604609 found at 15s
Seconds: 16, Iteration: 700, Iteration per second: 43.750000, Best solution: 604609 found at 15s
Seconds: 16, Iteration: 710, Iteration per second: 44.375000, Best solution: 604609 found at 15s
Seconds: 16, Iteration: 720, Iteration per second: 45.000000, Best solution: 604609 found at 15s
Seconds: 17, Iteration: 730, Iteration per second: 42.941176, Best solution: 604609 found at 15s
Seconds: 17, Iteration: 740, Iteration per second: 43.529412, Best solution: 604609 found at 15s
Seconds: 17, Iteration: 750, Iteration per second: 44.117647, Best solution: 604609 found at 15s
Seconds: 17, Iteration: 760, Iteration per second: 44.705882, Best solution: 604609 found at 15s
Seconds: 18, Iteration: 770, Iteration per second: 42.777778, Best solution: 604609 found at 15s
Seconds: 18, Iteration: 780, Iteration per second: 43.333333, Best solution: 604609 found at 15s
Seconds: 18, Iteration: 790, Iteration per second: 43.888889, Best solution: 604613 found at 18s
Seconds: 18, Iteration: 800, Iteration per second: 44.444444, Best solution: 604613 found at 18s
Seconds: 18, Iteration: 810, Iteration per second: 45.000000, Best solution: 604613 found at 18s
Seconds: 19, Iteration: 820, Iteration per second: 43.157895, Best solution: 604613 found at 18s
Seconds: 19, Iteration: 830, Iteration per second: 43.684211, Best solution: 604613 found at 18s
Seconds: 19, Iteration: 840, Iteration per second: 44.210526, Best solution: 604613 found at 18s
Seconds: 19, Iteration: 850, Iteration per second: 44.736842, Best solution: 604613 found at 18s
Seconds: 20, Iteration: 860, Iteration per second: 43.000000, Best solution: 604613 found at 18s
Seconds: 20, Iteration: 870, Iteration per second: 43.500000, Best solution: 604613 found at 18s
Seconds: 20, Iteration: 880, Iteration per second: 44.000000, Best solution: 604613 found at 18s
Seconds: 20, Iteration: 890, Iteration per second: 44.500000, Best solution: 604613 found at 18s
Seconds: 20, Iteration: 900, Iteration per second: 45.000000, Best solution: 604613 found at 18s
Seconds: 21, Iteration: 910, Iteration per second: 43.333333, Best solution: 604613 found at 18s
Seconds: 21, Iteration: 920, Iteration per second: 43.809524, Best solution: 604613 found at 18s
Seconds: 21, Iteration: 930, Iteration per second: 44.285714, Best solution: 604613 found at 18s
Seconds: 21, Iteration: 940, Iteration per second: 44.761905, Best solution: 604613 found at 18s
Seconds: 21, Iteration: 950, Iteration per second: 45.238095, Best solution: 604613 found at 18s
Seconds: 22, Iteration: 960, Iteration per second: 43.636364, Best solution: 604613 found at 18s
Seconds: 22, Iteration: 970, Iteration per second: 44.090909, Best solution: 604613 found at 18s
Seconds: 22, Iteration: 980, Iteration per second: 44.545455, Best solution: 604613 found at 18s
Seconds: 22, Iteration: 990, Iteration per second: 45.000000, Best solution: 604613 found at 18s
Seconds: 23, Iteration: 1000, Iteration per second: 43.478261, Best solution: 604613 found at 18s
Seconds: 23, Iteration: 1010, Iteration per second: 43.913043, Best solution: 604613 found at 18s
Seconds: 23, Iteration: 1020, Iteration per second: 44.347826, Best solution: 604613 found at 18s
Seconds: 23, Iteration: 1030, Iteration per second: 44.782609, Best solution: 604613 found at 18s
Seconds: 23, Iteration: 1040, Iteration per second: 45.217391, Best solution: 604613 found at 18s
Seconds: 24, Iteration: 1050, Iteration per second: 43.750000, Best solution: 604613 found at 18s
Seconds: 24, Iteration: 1060, Iteration per second: 44.166667, Best solution: 604613 found at 18s
Seconds: 24, Iteration: 1070, Iteration per second: 44.583333, Best solution: 604613 found at 18s
Seconds: 24, Iteration: 1080, Iteration per second: 45.000000, Best solution: 604730 found at 24s
Seconds: 25, Iteration: 1090, Iteration per second: 43.600000, Best solution: 604730 found at 24s
Seconds: 25, Iteration: 1100, Iteration per second: 44.000000, Best solution: 604730 found at 24s
Seconds: 25, Iteration: 1110, Iteration per second: 44.400000, Best solution: 604730 found at 24s
Seconds: 25, Iteration: 1120, Iteration per second: 44.800000, Best solution: 604730 found at 24s
Seconds: 25, Iteration: 1130, Iteration per second: 45.200000, Best solution: 604730 found at 24s
Seconds: 26, Iteration: 1140, Iteration per second: 43.846154, Best solution: 604730 found at 24s
Seconds: 26, Iteration: 1150, Iteration per second: 44.230769, Best solution: 604730 found at 24s
Seconds: 26, Iteration: 1160, Iteration per second: 44.615385, Best solution: 604730 found at 24s
Seconds: 26, Iteration: 1170, Iteration per second: 45.000000, Best solution: 604730 found at 24s
Seconds: 27, Iteration: 1180, Iteration per second: 43.703704, Best solution: 604730 found at 24s
Seconds: 27, Iteration: 1190, Iteration per second: 44.074074, Best solution: 604730 found at 24s
Seconds: 27, Iteration: 1200, Iteration per second: 44.444444, Best solution: 604730 found at 24s
Seconds: 27, Iteration: 1210, Iteration per second: 44.814815, Best solution: 604730 found at 24s
Seconds: 27, Iteration: 1220, Iteration per second: 45.185185, Best solution: 604730 found at 24s
Seconds: 28, Iteration: 1230, Iteration per second: 43.928571, Best solution: 604730 found at 24s
Seconds: 28, Iteration: 1240, Iteration per second: 44.285714, Best solution: 604730 found at 24s
Seconds: 28, Iteration: 1250, Iteration per second: 44.642857, Best solution: 604730 found at 24s
Seconds: 28, Iteration: 1260, Iteration per second: 45.000000, Best solution: 604730 found at 24s
Seconds: 28, Iteration: 1270, Iteration per second: 45.357143, Best solution: 604730 found at 24s
Seconds: 29, Iteration: 1280, Iteration per second: 44.137931, Best solution: 604730 found at 24s
Seconds: 29, Iteration: 1290, Iteration per second: 44.482759, Best solution: 604730 found at 24s
Seconds: 29, Iteration: 1300, Iteration per second: 44.827586, Best solution: 604730 found at 24s
Seconds: 29, Iteration: 1310, Iteration per second: 45.172414, Best solution: 604730 found at 24s
Seconds: 30, Iteration: 1320, Iteration per second: 44.000000, Best solution: 604730 found at 24s
Seconds: 30, Iteration: 1330, Iteration per second: 44.333333, Best solution: 604730 found at 24s
Seconds: 30, Iteration: 1340, Iteration per second: 44.666667, Best solution: 604730 found at 24s
Seconds: 30, Iteration: 1350, Iteration per second: 45.000000, Best solution: 604730 found at 24s
Seconds: 30, Iteration: 1360, Iteration per second: 45.333333, Best solution: 604730 found at 24s
Seconds: 31, Iteration: 1370, Iteration per second: 44.193548, Best solution: 604730 found at 24s
Seconds: 31, Iteration: 1380, Iteration per second: 44.516129, Best solution: 604730 found at 24s
Seconds: 31, Iteration: 1390, Iteration per second: 44.838710, Best solution: 604730 found at 24s
Seconds: 31, Iteration: 1400, Iteration per second: 45.161290, Best solution: 604730 found at 24s
Seconds: 32, Iteration: 1410, Iteration per second: 44.062500, Best solution: 604730 found at 24s
Seconds: 32, Iteration: 1420, Iteration per second: 44.375000, Best solution: 604730 found at 24s
Seconds: 32, Iteration: 1430, Iteration per second: 44.687500, Best solution: 604730 found at 24s
Seconds: 32, Iteration: 1440, Iteration per second: 45.000000, Best solution: 604730 found at 24s
Seconds: 32, Iteration: 1450, Iteration per second: 45.312500, Best solution: 604730 found at 24s
Seconds: 33, Iteration: 1460, Iteration per second: 44.242424, Best solution: 604730 found at 24s
Seconds: 33, Iteration: 1470, Iteration per second: 44.545455, Best solution: 604731 found at 33s
Seconds: 33, Iteration: 1480, Iteration per second: 44.848485, Best solution: 604731 found at 33s
Seconds: 33, Iteration: 1490, Iteration per second: 45.151515, Best solution: 604731 found at 33s
Seconds: 33, Iteration: 1500, Iteration per second: 45.454545, Best solution: 604735 found at 33s
Seconds: 34, Iteration: 1510, Iteration per second: 44.411765, Best solution: 604735 found at 33s
Seconds: 34, Iteration: 1520, Iteration per second: 44.705882, Best solution: 604735 found at 33s
Seconds: 34, Iteration: 1530, Iteration per second: 45.000000, Best solution: 604735 found at 33s
Seconds: 34, Iteration: 1540, Iteration per second: 45.294118, Best solution: 604735 found at 33s
Seconds: 35, Iteration: 1550, Iteration per second: 44.285714, Best solution: 604735 found at 33s
Seconds: 35, Iteration: 1560, Iteration per second: 44.571429, Best solution: 604735 found at 33s
Seconds: 35, Iteration: 1570, Iteration per second: 44.857143, Best solution: 604735 found at 33s
