Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 1088529 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 1090939 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 1091709 found at 1s
Seconds: 2, Iteration: 40, Iteration per second: 20.000000, Best solution: 1098067 found at 2s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 1098067 found at 2s
Seconds: 3, Iteration: 60, Iteration per second: 20.000000, Best solution: 1098067 found at 2s
Seconds: 3, Iteration: 70, Iteration per second: 23.333333, Best solution: 1105399 found at 3s
Seconds: 4, Iteration: 80, Iteration per second: 20.000000, Best solution: 1105399 found at 3s
Seconds: 4, Iteration: 90, Iteration per second: 22.500000, Best solution: 1105399 found at 3s
Seconds: 5, Iteration: 100, Iteration per second: 20.000000, Best solution: 1105399 found at 3s
Seconds: 5, Iteration: 110, Iteration per second: 22.000000, Best solution: 1105399 found at 3s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 1105589 found at 5s
Seconds: 6, Iteration: 130, Iteration per second: 21.666667, Best solution: 1108773 found at 6s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 1109397 found at 6s
Seconds: 7, Iteration: 150, Iteration per second: 21.428571, Best solution: 1114294 found at 7s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 1116962 found at 7s
Seconds: 8, Iteration: 170, Iteration per second: 21.250000, Best solution: 1117226 found at 8s
Seconds: 9, Iteration: 180, Iteration per second: 20.000000, Best solution: 1117795 found at 9s
Seconds: 9, Iteration: 190, Iteration per second: 21.111111, Best solution: 1117795 found at 9s
Seconds: 10, Iteration: 200, Iteration per second: 20.000000, Best solution: 1117796 found at 9s
Seconds: 10, Iteration: 210, Iteration per second: 21.000000, Best solution: 1117855 found at 10s
Seconds: 10, Iteration: 220, Iteration per second: 22.000000, Best solution: 1117855 found at 10s
Seconds: 11, Iteration: 230, Iteration per second: 20.909091, Best solution: 1119232 found at 11s
Seconds: 11, Iteration: 240, Iteration per second: 21.818182, Best solution: 1121300 found at 11s
Seconds: 12, Iteration: 250, Iteration per second: 20.833333, Best solution: 1121300 found at 11s
Seconds: 12, Iteration: 260, Iteration per second: 21.666667, Best solution: 1124449 found at 12s
Seconds: 13, Iteration: 270, Iteration per second: 20.769231, Best solution: 1124449 found at 12s
Seconds: 13, Iteration: 280, Iteration per second: 21.538462, Best solution: 1124567 found at 13s
Seconds: 14, Iteration: 290, Iteration per second: 20.714286, Best solution: 1125882 found at 13s
Seconds: 14, Iteration: 300, Iteration per second: 21.428571, Best solution: 1125882 found at 13s
Seconds: 15, Iteration: 310, Iteration per second: 20.666667, Best solution: 1125882 found at 13s
Seconds: 15, Iteration: 320, Iteration per second: 21.333333, Best solution: 1125882 found at 13s
Seconds: 16, Iteration: 330, Iteration per second: 20.625000, Best solution: 1125882 found at 13s
Seconds: 16, Iteration: 340, Iteration per second: 21.250000, Best solution: 1126780 found at 16s
Seconds: 16, Iteration: 350, Iteration per second: 21.875000, Best solution: 1126780 found at 16s
Seconds: 17, Iteration: 360, Iteration per second: 21.176471, Best solution: 1126780 found at 16s
Seconds: 17, Iteration: 370, Iteration per second: 21.764706, Best solution: 1126780 found at 16s
Seconds: 18, Iteration: 380, Iteration per second: 21.111111, Best solution: 1126780 found at 16s
Seconds: 18, Iteration: 390, Iteration per second: 21.666667, Best solution: 1126885 found at 18s
Seconds: 19, Iteration: 400, Iteration per second: 21.052632, Best solution: 1126885 found at 18s
Seconds: 19, Iteration: 410, Iteration per second: 21.578947, Best solution: 1127502 found at 19s
Seconds: 20, Iteration: 420, Iteration per second: 21.000000, Best solution: 1128377 found at 19s
Seconds: 20, Iteration: 430, Iteration per second: 21.500000, Best solution: 1128604 found at 20s
Seconds: 21, Iteration: 440, Iteration per second: 20.952381, Best solution: 1128604 found at 20s
Seconds: 21, Iteration: 450, Iteration per second: 21.428571, Best solution: 1128604 found at 20s
Seconds: 22, Iteration: 460, Iteration per second: 20.909091, Best solution: 1129674 found at 21s
Seconds: 22, Iteration: 470, Iteration per second: 21.363636, Best solution: 1129674 found at 21s
Seconds: 22, Iteration: 480, Iteration per second: 21.818182, Best solution: 1129674 found at 21s
