Running GRASP algorithm...
Running with 1 threads (Available processors: 1).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 798916 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 801617 found at 2s
Seconds: 3, Total Iterations: 300, Iteration per second: 100.000000, Best solution: 805781 found at 2s
Seconds: 4, Total Iterations: 400, Iteration per second: 100.000000, Best solution: 806016 found at 3s
Seconds: 4, Total Iterations: 500, Iteration per second: 125.000000, Best solution: 806405 found at 4s
Seconds: 5, Total Iterations: 600, Iteration per second: 120.000000, Best solution: 807446 found at 4s
Seconds: 5, Total Iterations: 700, Iteration per second: 140.000000, Best solution: 807446 found at 4s
Seconds: 5, Total Iterations: 800, Iteration per second: 160.000000, Best solution: 807696 found at 5s
Seconds: 6, Total Iterations: 900, Iteration per second: 150.000000, Best solution: 810669 found at 6s
Seconds: 6, Total Iterations: 1000, Iteration per second: 166.666667, Best solution: 810669 found at 6s
Seconds: 6, Total Iterations: 1100, Iteration per second: 183.333333, Best solution: 811432 found at 6s
Seconds: 7, Total Iterations: 1200, Iteration per second: 171.428571, Best solution: 811432 found at 6s
Seconds: 7, Total Iterations: 1300, Iteration per second: 185.714286, Best solution: 811432 found at 6s
Seconds: 7, Total Iterations: 1400, Iteration per second: 200.000000, Best solution: 811447 found at 7s
Seconds: 8, Total Iterations: 1500, Iteration per second: 187.500000, Best solution: 811472 found at 8s
Seconds: 8, Total Iterations: 1600, Iteration per second: 200.000000, Best solution: 811755 found at 8s
Seconds: 8, Total Iterations: 1700, Iteration per second: 212.500000, Best solution: 811755 found at 8s
Seconds: 9, Total Iterations: 1800, Iteration per second: 200.000000, Best solution: 811755 found at 8s
Seconds: 9, Total Iterations: 1900, Iteration per second: 211.111111, Best solution: 811755 found at 8s
Seconds: 9, Total Iterations: 2000, Iteration per second: 222.222222, Best solution: 811755 found at 8s
Seconds: 10, Total Iterations: 2100, Iteration per second: 210.000000, Best solution: 811755 found at 8s
Seconds: 10, Total Iterations: 2200, Iteration per second: 220.000000, Best solution: 811755 found at 8s
Seconds: 10, Total Iterations: 2300, Iteration per second: 230.000000, Best solution: 811755 found at 8s
Seconds: 11, Total Iterations: 2400, Iteration per second: 218.181818, Best solution: 811755 found at 8s
Seconds: 11, Total Iterations: 2500, Iteration per second: 227.272727, Best solution: 811755 found at 8s
Seconds: 11, Total Iterations: 2600, Iteration per second: 236.363636, Best solution: 811755 found at 8s
Seconds: 12, Total Iterations: 2700, Iteration per second: 225.000000, Best solution: 811755 found at 8s
Seconds: 12, Total Iterations: 2800, Iteration per second: 233.333333, Best solution: 812286 found at 12s
Seconds: 12, Total Iterations: 2900, Iteration per second: 241.666667, Best solution: 812286 found at 12s
Seconds: 13, Total Iterations: 3000, Iteration per second: 230.769231, Best solution: 812286 found at 12s
Seconds: 13, Total Iterations: 3100, Iteration per second: 238.461538, Best solution: 812611 found at 13s
Seconds: 13, Total Iterations: 3200, Iteration per second: 246.153846, Best solution: 812611 found at 13s
Seconds: 14, Total Iterations: 3300, Iteration per second: 235.714286, Best solution: 812611 found at 13s
Seconds: 14, Total Iterations: 3400, Iteration per second: 242.857143, Best solution: 812611 found at 13s
Seconds: 14, Total Iterations: 3500, Iteration per second: 250.000000, Best solution: 812611 found at 13s
Seconds: 15, Total Iterations: 3600, Iteration per second: 240.000000, Best solution: 812611 found at 13s
Seconds: 15, Total Iterations: 3700, Iteration per second: 246.666667, Best solution: 812611 found at 13s
Seconds: 15, Total Iterations: 3800, Iteration per second: 253.333333, Best solution: 812611 found at 13s
Seconds: 16, Total Iterations: 3900, Iteration per second: 243.750000, Best solution: 812611 found at 13s
Seconds: 16, Total Iterations: 4000, Iteration per second: 250.000000, Best solution: 812611 found at 13s
Seconds: 16, Total Iterations: 4100, Iteration per second: 256.250000, Best solution: 812611 found at 13s
Seconds: 17, Total Iterations: 4200, Iteration per second: 247.058824, Best solution: 812611 found at 13s
Seconds: 17, Total Iterations: 4300, Iteration per second: 252.941176, Best solution: 812611 found at 13s
Seconds: 17, Total Iterations: 4400, Iteration per second: 258.823529, Best solution: 812611 found at 13s
Seconds: 17, Total Iterations: 4500, Iteration per second: 264.705882, Best solution: 812611 found at 13s
Seconds: 18, Total Iterations: 4600, Iteration per second: 255.555556, Best solution: 812611 found at 13s
Seconds: 18, Total Iterations: 4700, Iteration per second: 261.111111, Best solution: 812611 found at 13s
Seconds: 18, Total Iterations: 4800, Iteration per second: 266.666667, Best solution: 812611 found at 13s
Seconds: 19, Total Iterations: 4900, Iteration per second: 257.894737, Best solution: 812611 found at 13s
Seconds: 19, Total Iterations: 5000, Iteration per second: 263.157895, Best solution: 812611 found at 13s
Seconds: 19, Total Iterations: 5100, Iteration per second: 268.421053, Best solution: 812611 found at 13s
Seconds: 20, Total Iterations: 5200, Iteration per second: 260.000000, Best solution: 812611 found at 13s
Seconds: 20, Total Iterations: 5300, Iteration per second: 265.000000, Best solution: 812611 found at 13s
Seconds: 20, Total Iterations: 5400, Iteration per second: 270.000000, Best solution: 812611 found at 13s
Seconds: 21, Total Iterations: 5500, Iteration per second: 261.904762, Best solution: 812611 found at 13s
Seconds: 21, Total Iterations: 5600, Iteration per second: 266.666667, Best solution: 812611 found at 13s
Seconds: 21, Total Iterations: 5700, Iteration per second: 271.428571, Best solution: 812611 found at 13s
Seconds: 22, Total Iterations: 5800, Iteration per second: 263.636364, Best solution: 812611 found at 13s
Seconds: 22, Total Iterations: 5900, Iteration per second: 268.181818, Best solution: 812611 found at 13s
Seconds: 22, Total Iterations: 6000, Iteration per second: 272.727273, Best solution: 812611 found at 13s
Seconds: 23, Total Iterations: 6100, Iteration per second: 265.217391, Best solution: 812611 found at 13s
Seconds: 23, Total Iterations: 6200, Iteration per second: 269.565217, Best solution: 812611 found at 13s
Seconds: 23, Total Iterations: 6300, Iteration per second: 273.913043, Best solution: 812611 found at 13s
Seconds: 23, Total Iterations: 6400, Iteration per second: 278.260870, Best solution: 812611 found at 13s
Seconds: 24, Total Iterations: 6500, Iteration per second: 270.833333, Best solution: 812611 found at 13s
Seconds: 24, Total Iterations: 6600, Iteration per second: 275.000000, Best solution: 812611 found at 13s
Seconds: 24, Total Iterations: 6700, Iteration per second: 279.166667, Best solution: 812611 found at 13s
Seconds: 25, Total Iterations: 6800, Iteration per second: 272.000000, Best solution: 812611 found at 13s
Seconds: 25, Total Iterations: 6900, Iteration per second: 276.000000, Best solution: 812611 found at 13s
Seconds: 25, Total Iterations: 7000, Iteration per second: 280.000000, Best solution: 812611 found at 13s
Seconds: 26, Total Iterations: 7100, Iteration per second: 273.076923, Best solution: 812611 found at 13s
Seconds: 26, Total Iterations: 7200, Iteration per second: 276.923077, Best solution: 812611 found at 13s
Seconds: 26, Total Iterations: 7300, Iteration per second: 280.769231, Best solution: 812611 found at 13s
Seconds: 27, Total Iterations: 7400, Iteration per second: 274.074074, Best solution: 812611 found at 13s
Seconds: 27, Total Iterations: 7500, Iteration per second: 277.777778, Best solution: 812611 found at 13s
Seconds: 27, Total Iterations: 7600, Iteration per second: 281.481481, Best solution: 812611 found at 13s
Seconds: 28, Total Iterations: 7700, Iteration per second: 275.000000, Best solution: 812611 found at 13s
Seconds: 28, Total Iterations: 7800, Iteration per second: 278.571429, Best solution: 812611 found at 13s
Seconds: 28, Total Iterations: 7900, Iteration per second: 282.142857, Best solution: 812611 found at 13s
Seconds: 29, Total Iterations: 8000, Iteration per second: 275.862069, Best solution: 812611 found at 13s
Seconds: 29, Total Iterations: 8100, Iteration per second: 279.310345, Best solution: 812611 found at 13s
Seconds: 29, Total Iterations: 8200, Iteration per second: 282.758621, Best solution: 812611 found at 13s
Seconds: 30, Total Iterations: 8300, Iteration per second: 276.666667, Best solution: 812611 found at 13s
Seconds: 30, Total Iterations: 8400, Iteration per second: 280.000000, Best solution: 812611 found at 13s
Seconds: 30, Total Iterations: 8500, Iteration per second: 283.333333, Best solution: 812611 found at 13s
Seconds: 31, Total Iterations: 8600, Iteration per second: 277.419355, Best solution: 812611 found at 13s
Seconds: 31, Total Iterations: 8700, Iteration per second: 280.645161, Best solution: 812611 found at 13s
Seconds: 31, Total Iterations: 8800, Iteration per second: 283.870968, Best solution: 812611 found at 13s
Seconds: 32, Total Iterations: 8900, Iteration per second: 278.125000, Best solution: 812611 found at 13s
Seconds: 32, Total Iterations: 9000, Iteration per second: 281.250000, Best solution: 812611 found at 13s
Seconds: 32, Total Iterations: 9100, Iteration per second: 284.375000, Best solution: 812611 found at 13s
Seconds: 32, Total Iterations: 9200, Iteration per second: 287.500000, Best solution: 812611 found at 13s
Seconds: 33, Total Iterations: 9300, Iteration per second: 281.818182, Best solution: 812611 found at 13s
Seconds: 33, Total Iterations: 9400, Iteration per second: 284.848485, Best solution: 812611 found at 13s
Seconds: 33, Total Iterations: 9500, Iteration per second: 287.878788, Best solution: 812611 found at 13s
Seconds: 34, Total Iterations: 9600, Iteration per second: 282.352941, Best solution: 812611 found at 13s
Seconds: 34, Total Iterations: 9700, Iteration per second: 285.294118, Best solution: 812611 found at 13s
Seconds: 34, Total Iterations: 9800, Iteration per second: 288.235294, Best solution: 812611 found at 13s
Seconds: 35, Total Iterations: 9900, Iteration per second: 282.857143, Best solution: 812611 found at 13s
Seconds: 35, Total Iterations: 10000, Iteration per second: 285.714286, Best solution: 812611 found at 13s
Seconds: 35, Total Iterations: 10100, Iteration per second: 288.571429, Best solution: 812611 found at 13s
