Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 6, Total Iterations: 100, Iteration per second: 16.666667, Best solution: 1138691 found at 5s
Seconds: 11, Total Iterations: 200, Iteration per second: 18.181818, Best solution: 1140019 found at 10s
Seconds: 16, Total Iterations: 300, Iteration per second: 18.750000, Best solution: 1144449 found at 15s
Seconds: 21, Total Iterations: 400, Iteration per second: 19.047619, Best solution: 1147630 found at 20s
Seconds: 26, Total Iterations: 500, Iteration per second: 19.230769, Best solution: 1149277 found at 25s
Seconds: 31, Total Iterations: 600, Iteration per second: 19.354839, Best solution: 1149871 found at 30s
Seconds: 35, Total Iterations: 700, Iteration per second: 20.000000, Best solution: 1151086 found at 34s
Seconds: 40, Total Iterations: 800, Iteration per second: 20.000000, Best solution: 1151148 found at 38s
Seconds: 45, Total Iterations: 900, Iteration per second: 20.000000, Best solution: 1151608 found at 45s
Seconds: 50, Total Iterations: 1000, Iteration per second: 20.000000, Best solution: 1152643 found at 50s
Seconds: 55, Total Iterations: 1100, Iteration per second: 20.000000, Best solution: 1153222 found at 52s
Seconds: 60, Total Iterations: 1200, Iteration per second: 20.000000, Best solution: 1154736 found at 60s
Seconds: 65, Total Iterations: 1300, Iteration per second: 20.000000, Best solution: 1154873 found at 62s
Seconds: 70, Total Iterations: 1400, Iteration per second: 20.000000, Best solution: 1154881 found at 67s
Seconds: 75, Total Iterations: 1500, Iteration per second: 20.000000, Best solution: 1154998 found at 74s
Seconds: 80, Total Iterations: 1600, Iteration per second: 20.000000, Best solution: 1154998 found at 74s
Seconds: 85, Total Iterations: 1700, Iteration per second: 20.000000, Best solution: 1155088 found at 81s
Seconds: 90, Total Iterations: 1800, Iteration per second: 20.000000, Best solution: 1155088 found at 81s
Seconds: 95, Total Iterations: 1900, Iteration per second: 20.000000, Best solution: 1155091 found at 94s
Seconds: 100, Total Iterations: 2000, Iteration per second: 20.000000, Best solution: 1155091 found at 94s
Seconds: 105, Total Iterations: 2100, Iteration per second: 20.000000, Best solution: 1155159 found at 100s
Seconds: 110, Total Iterations: 2200, Iteration per second: 20.000000, Best solution: 1155159 found at 100s
Seconds: 115, Total Iterations: 2300, Iteration per second: 20.000000, Best solution: 1155159 found at 100s
Seconds: 120, Total Iterations: 2400, Iteration per second: 20.000000, Best solution: 1155168 found at 116s
Seconds: 125, Total Iterations: 2500, Iteration per second: 20.000000, Best solution: 1155251 found at 122s
Seconds: 130, Total Iterations: 2600, Iteration per second: 20.000000, Best solution: 1155251 found at 122s
Seconds: 135, Total Iterations: 2700, Iteration per second: 20.000000, Best solution: 1155276 found at 134s
Seconds: 140, Total Iterations: 2800, Iteration per second: 20.000000, Best solution: 1155277 found at 137s
Seconds: 145, Total Iterations: 2900, Iteration per second: 20.000000, Best solution: 1155280 found at 141s
Seconds: 150, Total Iterations: 3000, Iteration per second: 20.000000, Best solution: 1155304 found at 146s
Seconds: 155, Total Iterations: 3100, Iteration per second: 20.000000, Best solution: 1155304 found at 146s
Seconds: 160, Total Iterations: 3200, Iteration per second: 20.000000, Best solution: 1155324 found at 158s
Seconds: 165, Total Iterations: 3300, Iteration per second: 20.000000, Best solution: 1155427 found at 165s
Seconds: 170, Total Iterations: 3400, Iteration per second: 20.000000, Best solution: 1155428 found at 168s
Seconds: 175, Total Iterations: 3500, Iteration per second: 20.000000, Best solution: 1155684 found at 173s
Seconds: 180, Total Iterations: 3600, Iteration per second: 20.000000, Best solution: 1155923 found at 180s
Seconds: 185, Total Iterations: 3700, Iteration per second: 20.000000, Best solution: 1156074 found at 185s
Seconds: 190, Total Iterations: 3800, Iteration per second: 20.000000, Best solution: 1156074 found at 185s
Seconds: 195, Total Iterations: 3900, Iteration per second: 20.000000, Best solution: 1156208 found at 195s
Seconds: 200, Total Iterations: 4000, Iteration per second: 20.000000, Best solution: 1156284 found at 198s
Seconds: 205, Total Iterations: 4100, Iteration per second: 20.000000, Best solution: 1156284 found at 198s
Seconds: 210, Total Iterations: 4200, Iteration per second: 20.000000, Best solution: 1156284 found at 198s
Seconds: 215, Total Iterations: 4300, Iteration per second: 20.000000, Best solution: 1156291 found at 212s
Seconds: 220, Total Iterations: 4400, Iteration per second: 20.000000, Best solution: 1156291 found at 212s
Seconds: 225, Total Iterations: 4500, Iteration per second: 20.000000, Best solution: 1156291 found at 212s
Seconds: 230, Total Iterations: 4600, Iteration per second: 20.000000, Best solution: 1156295 found at 227s
Seconds: 235, Total Iterations: 4700, Iteration per second: 20.000000, Best solution: 1156295 found at 227s
Seconds: 240, Total Iterations: 4800, Iteration per second: 20.000000, Best solution: 1156380 found at 240s
Seconds: 245, Total Iterations: 4900, Iteration per second: 20.000000, Best solution: 1156380 found at 240s
Seconds: 250, Total Iterations: 5000, Iteration per second: 20.000000, Best solution: 1156399 found at 246s
Seconds: 255, Total Iterations: 5100, Iteration per second: 20.000000, Best solution: 1156399 found at 246s
Seconds: 260, Total Iterations: 5200, Iteration per second: 20.000000, Best solution: 1156431 found at 255s
Seconds: 265, Total Iterations: 5300, Iteration per second: 20.000000, Best solution: 1156431 found at 255s
Seconds: 270, Total Iterations: 5400, Iteration per second: 20.000000, Best solution: 1156431 found at 255s
