Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 652284 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 655321 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 657540 found at 2s
Seconds: 2, Total Iterations: 400, Iteration per second: 200.000000, Best solution: 657761 found at 2s
Seconds: 3, Total Iterations: 500, Iteration per second: 166.666667, Best solution: 658246 found at 2s
Seconds: 3, Total Iterations: 600, Iteration per second: 200.000000, Best solution: 658254 found at 3s
Seconds: 3, Total Iterations: 700, Iteration per second: 233.333333, Best solution: 658349 found at 3s
Seconds: 3, Total Iterations: 800, Iteration per second: 266.666667, Best solution: 658635 found at 3s
Seconds: 4, Total Iterations: 900, Iteration per second: 225.000000, Best solution: 658643 found at 4s
Seconds: 4, Total Iterations: 1000, Iteration per second: 250.000000, Best solution: 658652 found at 4s
Seconds: 4, Total Iterations: 1100, Iteration per second: 275.000000, Best solution: 658952 found at 4s
Seconds: 5, Total Iterations: 1200, Iteration per second: 240.000000, Best solution: 659144 found at 5s
Seconds: 5, Total Iterations: 1300, Iteration per second: 260.000000, Best solution: 659199 found at 5s
Seconds: 5, Total Iterations: 1400, Iteration per second: 280.000000, Best solution: 659199 found at 5s
Seconds: 6, Total Iterations: 1500, Iteration per second: 250.000000, Best solution: 659199 found at 5s
Seconds: 6, Total Iterations: 1600, Iteration per second: 266.666667, Best solution: 659236 found at 6s
Seconds: 6, Total Iterations: 1700, Iteration per second: 283.333333, Best solution: 659236 found at 6s
Seconds: 6, Total Iterations: 1800, Iteration per second: 300.000000, Best solution: 659236 found at 6s
Seconds: 7, Total Iterations: 1900, Iteration per second: 271.428571, Best solution: 659236 found at 6s
Seconds: 7, Total Iterations: 2000, Iteration per second: 285.714286, Best solution: 659356 found at 7s
Seconds: 7, Total Iterations: 2100, Iteration per second: 300.000000, Best solution: 659360 found at 7s
Seconds: 8, Total Iterations: 2200, Iteration per second: 275.000000, Best solution: 659533 found at 8s
Seconds: 8, Total Iterations: 2300, Iteration per second: 287.500000, Best solution: 659577 found at 8s
Seconds: 8, Total Iterations: 2400, Iteration per second: 300.000000, Best solution: 659594 found at 8s
Seconds: 9, Total Iterations: 2500, Iteration per second: 277.777778, Best solution: 659594 found at 8s
