Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 1146003 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 1182984 found at 2s
Seconds: 3, Iteration: 30, Iteration per second: 10.000000, Best solution: 1191734 found at 3s
Seconds: 4, Iteration: 40, Iteration per second: 10.000000, Best solution: 1195318 found at 4s
Seconds: 4, Iteration: 50, Iteration per second: 12.500000, Best solution: 1201894 found at 4s
Seconds: 5, Iteration: 60, Iteration per second: 12.000000, Best solution: 1201894 found at 4s
Seconds: 5, Iteration: 70, Iteration per second: 14.000000, Best solution: 1202868 found at 5s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 1203753 found at 5s
Seconds: 6, Iteration: 90, Iteration per second: 15.000000, Best solution: 1203753 found at 5s
Seconds: 6, Iteration: 100, Iteration per second: 16.666667, Best solution: 1203753 found at 5s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 1203832 found at 6s
Seconds: 7, Iteration: 120, Iteration per second: 17.142857, Best solution: 1209163 found at 7s
Seconds: 7, Iteration: 130, Iteration per second: 18.571429, Best solution: 1209275 found at 7s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 1209275 found at 7s
Seconds: 8, Iteration: 150, Iteration per second: 18.750000, Best solution: 1209275 found at 7s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 1209275 found at 7s
Seconds: 8, Iteration: 170, Iteration per second: 21.250000, Best solution: 1209275 found at 7s
Seconds: 8, Iteration: 180, Iteration per second: 22.500000, Best solution: 1210195 found at 8s
Seconds: 8, Iteration: 190, Iteration per second: 23.750000, Best solution: 1210257 found at 8s
Seconds: 9, Iteration: 200, Iteration per second: 22.222222, Best solution: 1210257 found at 8s
Seconds: 9, Iteration: 210, Iteration per second: 23.333333, Best solution: 1210488 found at 9s
Seconds: 9, Iteration: 220, Iteration per second: 24.444444, Best solution: 1210997 found at 9s
Seconds: 9, Iteration: 230, Iteration per second: 25.555556, Best solution: 1211407 found at 9s
Seconds: 9, Iteration: 240, Iteration per second: 26.666667, Best solution: 1211407 found at 9s
Seconds: 10, Iteration: 250, Iteration per second: 25.000000, Best solution: 1211407 found at 9s
Seconds: 10, Iteration: 260, Iteration per second: 26.000000, Best solution: 1211945 found at 10s
Seconds: 10, Iteration: 270, Iteration per second: 27.000000, Best solution: 1211945 found at 10s
Seconds: 10, Iteration: 280, Iteration per second: 28.000000, Best solution: 1212370 found at 10s
Seconds: 10, Iteration: 290, Iteration per second: 29.000000, Best solution: 1212370 found at 10s
Seconds: 11, Iteration: 300, Iteration per second: 27.272727, Best solution: 1212370 found at 10s
Seconds: 11, Iteration: 310, Iteration per second: 28.181818, Best solution: 1212370 found at 10s
Seconds: 11, Iteration: 320, Iteration per second: 29.090909, Best solution: 1213091 found at 11s
Seconds: 11, Iteration: 330, Iteration per second: 30.000000, Best solution: 1213091 found at 11s
Seconds: 11, Iteration: 340, Iteration per second: 30.909091, Best solution: 1213091 found at 11s
Seconds: 11, Iteration: 350, Iteration per second: 31.818182, Best solution: 1213091 found at 11s
Seconds: 12, Iteration: 360, Iteration per second: 30.000000, Best solution: 1213550 found at 11s
Seconds: 12, Iteration: 370, Iteration per second: 30.833333, Best solution: 1213561 found at 12s
Seconds: 12, Iteration: 380, Iteration per second: 31.666667, Best solution: 1214023 found at 12s
Seconds: 12, Iteration: 390, Iteration per second: 32.500000, Best solution: 1214023 found at 12s
Seconds: 12, Iteration: 400, Iteration per second: 33.333333, Best solution: 1214262 found at 12s
Seconds: 12, Iteration: 410, Iteration per second: 34.166667, Best solution: 1214262 found at 12s
Seconds: 12, Iteration: 420, Iteration per second: 35.000000, Best solution: 1214675 found at 12s
Seconds: 13, Iteration: 430, Iteration per second: 33.076923, Best solution: 1214675 found at 12s
Seconds: 13, Iteration: 440, Iteration per second: 33.846154, Best solution: 1214675 found at 12s
Seconds: 13, Iteration: 450, Iteration per second: 34.615385, Best solution: 1214675 found at 12s
Seconds: 13, Iteration: 460, Iteration per second: 35.384615, Best solution: 1214675 found at 12s
Seconds: 13, Iteration: 470, Iteration per second: 36.153846, Best solution: 1214675 found at 12s
Seconds: 13, Iteration: 480, Iteration per second: 36.923077, Best solution: 1215134 found at 13s
Seconds: 13, Iteration: 490, Iteration per second: 37.692308, Best solution: 1215134 found at 13s
Seconds: 14, Iteration: 500, Iteration per second: 35.714286, Best solution: 1215134 found at 13s
Seconds: 14, Iteration: 510, Iteration per second: 36.428571, Best solution: 1215134 found at 13s
Seconds: 14, Iteration: 520, Iteration per second: 37.142857, Best solution: 1215134 found at 13s
Seconds: 14, Iteration: 530, Iteration per second: 37.857143, Best solution: 1215422 found at 14s
Seconds: 14, Iteration: 540, Iteration per second: 38.571429, Best solution: 1215422 found at 14s
Seconds: 14, Iteration: 550, Iteration per second: 39.285714, Best solution: 1215450 found at 14s
Seconds: 14, Iteration: 560, Iteration per second: 40.000000, Best solution: 1215450 found at 14s
Seconds: 15, Iteration: 570, Iteration per second: 38.000000, Best solution: 1215450 found at 14s
Seconds: 15, Iteration: 580, Iteration per second: 38.666667, Best solution: 1215450 found at 14s
Seconds: 15, Iteration: 590, Iteration per second: 39.333333, Best solution: 1215450 found at 14s
