Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 902199 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 905535 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 913724 found at 1s
Seconds: 2, Iteration: 40, Iteration per second: 20.000000, Best solution: 918456 found at 2s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 918456 found at 2s
Seconds: 2, Iteration: 60, Iteration per second: 30.000000, Best solution: 918456 found at 2s
Seconds: 3, Iteration: 70, Iteration per second: 23.333333, Best solution: 922668 found at 2s
Seconds: 3, Iteration: 80, Iteration per second: 26.666667, Best solution: 922668 found at 2s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 923403 found at 3s
Seconds: 4, Iteration: 100, Iteration per second: 25.000000, Best solution: 929213 found at 4s
Seconds: 4, Iteration: 110, Iteration per second: 27.500000, Best solution: 933209 found at 4s
Seconds: 4, Iteration: 120, Iteration per second: 30.000000, Best solution: 933457 found at 4s
Seconds: 5, Iteration: 130, Iteration per second: 26.000000, Best solution: 933457 found at 4s
Seconds: 5, Iteration: 140, Iteration per second: 28.000000, Best solution: 934022 found at 5s
Seconds: 5, Iteration: 150, Iteration per second: 30.000000, Best solution: 934627 found at 5s
Seconds: 5, Iteration: 160, Iteration per second: 32.000000, Best solution: 934627 found at 5s
Seconds: 5, Iteration: 170, Iteration per second: 34.000000, Best solution: 937585 found at 5s
Seconds: 6, Iteration: 180, Iteration per second: 30.000000, Best solution: 937585 found at 5s
Seconds: 6, Iteration: 190, Iteration per second: 31.666667, Best solution: 937608 found at 6s
Seconds: 6, Iteration: 200, Iteration per second: 33.333333, Best solution: 937608 found at 6s
Seconds: 6, Iteration: 210, Iteration per second: 35.000000, Best solution: 937608 found at 6s
Seconds: 6, Iteration: 220, Iteration per second: 36.666667, Best solution: 937608 found at 6s
Seconds: 7, Iteration: 230, Iteration per second: 32.857143, Best solution: 940057 found at 6s
Seconds: 7, Iteration: 240, Iteration per second: 34.285714, Best solution: 943464 found at 7s
Seconds: 7, Iteration: 250, Iteration per second: 35.714286, Best solution: 943464 found at 7s
Seconds: 7, Iteration: 260, Iteration per second: 37.142857, Best solution: 943559 found at 7s
Seconds: 7, Iteration: 270, Iteration per second: 38.571429, Best solution: 944343 found at 7s
Seconds: 7, Iteration: 280, Iteration per second: 40.000000, Best solution: 945379 found at 7s
Seconds: 8, Iteration: 290, Iteration per second: 36.250000, Best solution: 945379 found at 7s
Seconds: 8, Iteration: 300, Iteration per second: 37.500000, Best solution: 946381 found at 8s
Seconds: 8, Iteration: 310, Iteration per second: 38.750000, Best solution: 946458 found at 8s
Seconds: 8, Iteration: 320, Iteration per second: 40.000000, Best solution: 948398 found at 8s
Seconds: 8, Iteration: 330, Iteration per second: 41.250000, Best solution: 948398 found at 8s
Seconds: 8, Iteration: 340, Iteration per second: 42.500000, Best solution: 948398 found at 8s
Seconds: 9, Iteration: 350, Iteration per second: 38.888889, Best solution: 948398 found at 8s
Seconds: 9, Iteration: 360, Iteration per second: 40.000000, Best solution: 948398 found at 8s
Seconds: 9, Iteration: 370, Iteration per second: 41.111111, Best solution: 949202 found at 9s
Seconds: 9, Iteration: 380, Iteration per second: 42.222222, Best solution: 949202 found at 9s
Seconds: 9, Iteration: 390, Iteration per second: 43.333333, Best solution: 950186 found at 9s
Seconds: 9, Iteration: 400, Iteration per second: 44.444444, Best solution: 950186 found at 9s
Seconds: 10, Iteration: 410, Iteration per second: 41.000000, Best solution: 951175 found at 9s
Seconds: 10, Iteration: 420, Iteration per second: 42.000000, Best solution: 951175 found at 9s
Seconds: 10, Iteration: 430, Iteration per second: 43.000000, Best solution: 951175 found at 9s
Seconds: 10, Iteration: 440, Iteration per second: 44.000000, Best solution: 951175 found at 9s
Seconds: 10, Iteration: 450, Iteration per second: 45.000000, Best solution: 951175 found at 9s
Seconds: 10, Iteration: 460, Iteration per second: 46.000000, Best solution: 952822 found at 10s
Seconds: 10, Iteration: 470, Iteration per second: 47.000000, Best solution: 952822 found at 10s
Seconds: 11, Iteration: 480, Iteration per second: 43.636364, Best solution: 952822 found at 10s
Seconds: 11, Iteration: 490, Iteration per second: 44.545455, Best solution: 952822 found at 10s
Seconds: 11, Iteration: 500, Iteration per second: 45.454545, Best solution: 953667 found at 11s
Seconds: 11, Iteration: 510, Iteration per second: 46.363636, Best solution: 953667 found at 11s
Seconds: 11, Iteration: 520, Iteration per second: 47.272727, Best solution: 953667 found at 11s
Seconds: 11, Iteration: 530, Iteration per second: 48.181818, Best solution: 954407 found at 11s
Seconds: 11, Iteration: 540, Iteration per second: 49.090909, Best solution: 954407 found at 11s
Seconds: 12, Iteration: 550, Iteration per second: 45.833333, Best solution: 954407 found at 11s
