Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 158111 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 158177 found at 0s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 158218 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 158218 found at 1s
Seconds: 1, Iteration: 50, Iteration per second: 50.000000, Best solution: 158218 found at 1s
Seconds: 1, Iteration: 60, Iteration per second: 60.000000, Best solution: 158221 found at 1s
Seconds: 2, Iteration: 70, Iteration per second: 35.000000, Best solution: 158239 found at 2s
Seconds: 2, Iteration: 80, Iteration per second: 40.000000, Best solution: 158288 found at 2s
Seconds: 2, Iteration: 90, Iteration per second: 45.000000, Best solution: 158348 found at 2s
Seconds: 2, Iteration: 100, Iteration per second: 50.000000, Best solution: 158348 found at 2s
Seconds: 3, Iteration: 110, Iteration per second: 36.666667, Best solution: 158365 found at 2s
Seconds: 3, Iteration: 120, Iteration per second: 40.000000, Best solution: 158365 found at 2s
Seconds: 3, Iteration: 130, Iteration per second: 43.333333, Best solution: 158365 found at 2s
Seconds: 3, Iteration: 140, Iteration per second: 46.666667, Best solution: 158365 found at 2s
Seconds: 3, Iteration: 150, Iteration per second: 50.000000, Best solution: 158365 found at 2s
Seconds: 4, Iteration: 160, Iteration per second: 40.000000, Best solution: 158365 found at 2s
Seconds: 4, Iteration: 170, Iteration per second: 42.500000, Best solution: 158428 found at 4s
Seconds: 4, Iteration: 180, Iteration per second: 45.000000, Best solution: 158428 found at 4s
Seconds: 4, Iteration: 190, Iteration per second: 47.500000, Best solution: 158428 found at 4s
Seconds: 4, Iteration: 200, Iteration per second: 50.000000, Best solution: 158428 found at 4s
Seconds: 4, Iteration: 210, Iteration per second: 52.500000, Best solution: 158428 found at 4s
Seconds: 5, Iteration: 220, Iteration per second: 44.000000, Best solution: 158428 found at 4s
Seconds: 5, Iteration: 230, Iteration per second: 46.000000, Best solution: 158428 found at 4s
Seconds: 5, Iteration: 240, Iteration per second: 48.000000, Best solution: 158459 found at 5s
Seconds: 5, Iteration: 250, Iteration per second: 50.000000, Best solution: 158459 found at 5s
Seconds: 5, Iteration: 260, Iteration per second: 52.000000, Best solution: 158459 found at 5s
Seconds: 6, Iteration: 270, Iteration per second: 45.000000, Best solution: 158459 found at 5s
Seconds: 6, Iteration: 280, Iteration per second: 46.666667, Best solution: 158459 found at 5s
Seconds: 6, Iteration: 290, Iteration per second: 48.333333, Best solution: 158459 found at 5s
Seconds: 6, Iteration: 300, Iteration per second: 50.000000, Best solution: 158484 found at 6s
Seconds: 6, Iteration: 310, Iteration per second: 51.666667, Best solution: 158484 found at 6s
Seconds: 7, Iteration: 320, Iteration per second: 45.714286, Best solution: 158484 found at 6s
Seconds: 7, Iteration: 330, Iteration per second: 47.142857, Best solution: 158484 found at 6s
Seconds: 7, Iteration: 340, Iteration per second: 48.571429, Best solution: 158484 found at 6s
Seconds: 7, Iteration: 350, Iteration per second: 50.000000, Best solution: 158492 found at 7s
Seconds: 7, Iteration: 360, Iteration per second: 51.428571, Best solution: 158492 found at 7s
Seconds: 8, Iteration: 370, Iteration per second: 46.250000, Best solution: 158492 found at 7s
