Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 2, Total Iterations: 100, Iteration per second: 50.000000, Best solution: 142272 found at 2s
Seconds: 3, Total Iterations: 200, Iteration per second: 66.666667, Best solution: 142355 found at 3s
Seconds: 3, Total Iterations: 300, Iteration per second: 100.000000, Best solution: 142428 found at 3s
Seconds: 3, Total Iterations: 400, Iteration per second: 133.333333, Best solution: 142491 found at 3s
Seconds: 4, Total Iterations: 500, Iteration per second: 125.000000, Best solution: 142501 found at 4s
Seconds: 4, Total Iterations: 600, Iteration per second: 150.000000, Best solution: 142501 found at 4s
Seconds: 4, Total Iterations: 700, Iteration per second: 175.000000, Best solution: 142515 found at 4s
Seconds: 5, Total Iterations: 800, Iteration per second: 160.000000, Best solution: 142515 found at 4s
Seconds: 5, Total Iterations: 900, Iteration per second: 180.000000, Best solution: 142545 found at 5s
Seconds: 5, Total Iterations: 1000, Iteration per second: 200.000000, Best solution: 142548 found at 5s
Seconds: 6, Total Iterations: 1100, Iteration per second: 183.333333, Best solution: 142569 found at 6s
Seconds: 6, Total Iterations: 1200, Iteration per second: 200.000000, Best solution: 142573 found at 6s
Seconds: 6, Total Iterations: 1300, Iteration per second: 216.666667, Best solution: 142573 found at 6s
Seconds: 7, Total Iterations: 1400, Iteration per second: 200.000000, Best solution: 142575 found at 7s
Seconds: 7, Total Iterations: 1500, Iteration per second: 214.285714, Best solution: 142623 found at 7s
Seconds: 7, Total Iterations: 1600, Iteration per second: 228.571429, Best solution: 142623 found at 7s
Seconds: 8, Total Iterations: 1700, Iteration per second: 212.500000, Best solution: 142634 found at 8s
Seconds: 8, Total Iterations: 1800, Iteration per second: 225.000000, Best solution: 142637 found at 8s
Seconds: 9, Total Iterations: 1900, Iteration per second: 211.111111, Best solution: 142664 found at 8s
Seconds: 9, Total Iterations: 2000, Iteration per second: 222.222222, Best solution: 142664 found at 8s
Seconds: 9, Total Iterations: 2100, Iteration per second: 233.333333, Best solution: 142672 found at 9s
