Running GRASP algorithm...
Seconds: 2, Iteration: 10, Iteration per second: 5.000000, Best solution: 387056 found at 2s
Seconds: 3, Iteration: 20, Iteration per second: 6.666667, Best solution: 387331 found at 2s
Seconds: 3, Iteration: 30, Iteration per second: 10.000000, Best solution: 387845 found at 3s
Seconds: 4, Iteration: 40, Iteration per second: 10.000000, Best solution: 387845 found at 3s
Seconds: 4, Iteration: 50, Iteration per second: 12.500000, Best solution: 388403 found at 4s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 389142 found at 4s
Seconds: 5, Iteration: 70, Iteration per second: 14.000000, Best solution: 389258 found at 5s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 391781 found at 5s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 391897 found at 5s
Seconds: 6, Iteration: 100, Iteration per second: 16.666667, Best solution: 392596 found at 5s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 392624 found at 6s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 392663 found at 6s
Seconds: 7, Iteration: 130, Iteration per second: 18.571429, Best solution: 392746 found at 7s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 392762 found at 7s
Seconds: 7, Iteration: 150, Iteration per second: 21.428571, Best solution: 392790 found at 7s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 392790 found at 7s
Seconds: 8, Iteration: 170, Iteration per second: 21.250000, Best solution: 392790 found at 7s
Seconds: 9, Iteration: 180, Iteration per second: 20.000000, Best solution: 392892 found at 8s
Seconds: 9, Iteration: 190, Iteration per second: 21.111111, Best solution: 392995 found at 9s
Seconds: 9, Iteration: 200, Iteration per second: 22.222222, Best solution: 393057 found at 9s
Seconds: 10, Iteration: 210, Iteration per second: 21.000000, Best solution: 393145 found at 9s
Seconds: 10, Iteration: 220, Iteration per second: 22.000000, Best solution: 393165 found at 10s
Seconds: 10, Iteration: 230, Iteration per second: 23.000000, Best solution: 393288 found at 10s
Seconds: 11, Iteration: 240, Iteration per second: 21.818182, Best solution: 393333 found at 10s
Seconds: 11, Iteration: 250, Iteration per second: 22.727273, Best solution: 393373 found at 11s
Seconds: 11, Iteration: 260, Iteration per second: 23.636364, Best solution: 393373 found at 11s
Seconds: 12, Iteration: 270, Iteration per second: 22.500000, Best solution: 393373 found at 11s
Seconds: 12, Iteration: 280, Iteration per second: 23.333333, Best solution: 393486 found at 12s
Seconds: 12, Iteration: 290, Iteration per second: 24.166667, Best solution: 393609 found at 12s
Seconds: 13, Iteration: 300, Iteration per second: 23.076923, Best solution: 393668 found at 12s
Seconds: 13, Iteration: 310, Iteration per second: 23.846154, Best solution: 394061 found at 13s
Seconds: 13, Iteration: 320, Iteration per second: 24.615385, Best solution: 394061 found at 13s
Seconds: 14, Iteration: 330, Iteration per second: 23.571429, Best solution: 394061 found at 13s
Seconds: 14, Iteration: 340, Iteration per second: 24.285714, Best solution: 394061 found at 13s
Seconds: 14, Iteration: 350, Iteration per second: 25.000000, Best solution: 394208 found at 14s
Seconds: 15, Iteration: 360, Iteration per second: 24.000000, Best solution: 394208 found at 14s
Seconds: 15, Iteration: 370, Iteration per second: 24.666667, Best solution: 394208 found at 14s
Seconds: 16, Iteration: 380, Iteration per second: 23.750000, Best solution: 394208 found at 14s
Seconds: 16, Iteration: 390, Iteration per second: 24.375000, Best solution: 394208 found at 14s
Seconds: 16, Iteration: 400, Iteration per second: 25.000000, Best solution: 394208 found at 14s
Seconds: 17, Iteration: 410, Iteration per second: 24.117647, Best solution: 394208 found at 14s
Seconds: 17, Iteration: 420, Iteration per second: 24.705882, Best solution: 394208 found at 14s
Seconds: 17, Iteration: 430, Iteration per second: 25.294118, Best solution: 394208 found at 14s
Seconds: 18, Iteration: 440, Iteration per second: 24.444444, Best solution: 394208 found at 14s
Seconds: 18, Iteration: 450, Iteration per second: 25.000000, Best solution: 394250 found at 18s
