Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 1224950 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 1224950 found at 1s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 1224950 found at 1s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 1230661 found at 3s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 1231881 found at 3s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 1233603 found at 4s
Seconds: 4, Iteration: 70, Iteration per second: 17.500000, Best solution: 1238945 found at 4s
Seconds: 4, Iteration: 80, Iteration per second: 20.000000, Best solution: 1242059 found at 4s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 1249384 found at 4s
Seconds: 5, Iteration: 100, Iteration per second: 20.000000, Best solution: 1249384 found at 4s
Seconds: 5, Iteration: 110, Iteration per second: 22.000000, Best solution: 1253820 found at 5s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 1254502 found at 5s
Seconds: 6, Iteration: 130, Iteration per second: 21.666667, Best solution: 1259054 found at 6s
Seconds: 6, Iteration: 140, Iteration per second: 23.333333, Best solution: 1262387 found at 6s
Seconds: 6, Iteration: 150, Iteration per second: 25.000000, Best solution: 1263791 found at 6s
Seconds: 7, Iteration: 160, Iteration per second: 22.857143, Best solution: 1264414 found at 7s
Seconds: 7, Iteration: 170, Iteration per second: 24.285714, Best solution: 1266896 found at 7s
Seconds: 7, Iteration: 180, Iteration per second: 25.714286, Best solution: 1267763 found at 7s
Seconds: 8, Iteration: 190, Iteration per second: 23.750000, Best solution: 1271744 found at 8s
Seconds: 8, Iteration: 200, Iteration per second: 25.000000, Best solution: 1271744 found at 8s
Seconds: 8, Iteration: 210, Iteration per second: 26.250000, Best solution: 1271744 found at 8s
Seconds: 9, Iteration: 220, Iteration per second: 24.444444, Best solution: 1273711 found at 9s
Seconds: 9, Iteration: 230, Iteration per second: 25.555556, Best solution: 1276906 found at 9s
Seconds: 10, Iteration: 240, Iteration per second: 24.000000, Best solution: 1276906 found at 9s
