Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 1257994 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 1284789 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 1301712 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 1301712 found at 1s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 1307920 found at 2s
Seconds: 2, Iteration: 60, Iteration per second: 30.000000, Best solution: 1308556 found at 2s
Seconds: 2, Iteration: 70, Iteration per second: 35.000000, Best solution: 1316094 found at 2s
Seconds: 3, Iteration: 80, Iteration per second: 26.666667, Best solution: 1316094 found at 2s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 1318612 found at 3s
Seconds: 3, Iteration: 100, Iteration per second: 33.333333, Best solution: 1319854 found at 3s
Seconds: 3, Iteration: 110, Iteration per second: 36.666667, Best solution: 1323513 found at 3s
Seconds: 3, Iteration: 120, Iteration per second: 40.000000, Best solution: 1324259 found at 3s
Seconds: 3, Iteration: 130, Iteration per second: 43.333333, Best solution: 1324259 found at 3s
Seconds: 4, Iteration: 140, Iteration per second: 35.000000, Best solution: 1325806 found at 4s
Seconds: 4, Iteration: 150, Iteration per second: 37.500000, Best solution: 1325806 found at 4s
Seconds: 4, Iteration: 160, Iteration per second: 40.000000, Best solution: 1327204 found at 4s
Seconds: 4, Iteration: 170, Iteration per second: 42.500000, Best solution: 1327324 found at 4s
Seconds: 4, Iteration: 180, Iteration per second: 45.000000, Best solution: 1327324 found at 4s
Seconds: 4, Iteration: 190, Iteration per second: 47.500000, Best solution: 1327324 found at 4s
Seconds: 4, Iteration: 200, Iteration per second: 50.000000, Best solution: 1327801 found at 4s
Seconds: 4, Iteration: 210, Iteration per second: 52.500000, Best solution: 1328585 found at 4s
Seconds: 5, Iteration: 220, Iteration per second: 44.000000, Best solution: 1330089 found at 5s
Seconds: 5, Iteration: 230, Iteration per second: 46.000000, Best solution: 1330133 found at 5s
Seconds: 5, Iteration: 240, Iteration per second: 48.000000, Best solution: 1330808 found at 5s
Seconds: 5, Iteration: 250, Iteration per second: 50.000000, Best solution: 1330808 found at 5s
Seconds: 5, Iteration: 260, Iteration per second: 52.000000, Best solution: 1332982 found at 5s
Seconds: 5, Iteration: 270, Iteration per second: 54.000000, Best solution: 1332982 found at 5s
Seconds: 6, Iteration: 280, Iteration per second: 46.666667, Best solution: 1332982 found at 5s
Seconds: 6, Iteration: 290, Iteration per second: 48.333333, Best solution: 1332982 found at 5s
Seconds: 6, Iteration: 300, Iteration per second: 50.000000, Best solution: 1332982 found at 5s
Seconds: 6, Iteration: 310, Iteration per second: 51.666667, Best solution: 1333493 found at 6s
Seconds: 6, Iteration: 320, Iteration per second: 53.333333, Best solution: 1333493 found at 6s
Seconds: 6, Iteration: 330, Iteration per second: 55.000000, Best solution: 1333493 found at 6s
Seconds: 6, Iteration: 340, Iteration per second: 56.666667, Best solution: 1333493 found at 6s
Seconds: 7, Iteration: 350, Iteration per second: 50.000000, Best solution: 1333493 found at 6s
Seconds: 7, Iteration: 360, Iteration per second: 51.428571, Best solution: 1333493 found at 6s
Seconds: 7, Iteration: 370, Iteration per second: 52.857143, Best solution: 1333493 found at 6s
Seconds: 7, Iteration: 380, Iteration per second: 54.285714, Best solution: 1335534 found at 7s
Seconds: 7, Iteration: 390, Iteration per second: 55.714286, Best solution: 1337705 found at 7s
Seconds: 7, Iteration: 400, Iteration per second: 57.142857, Best solution: 1337705 found at 7s
Seconds: 7, Iteration: 410, Iteration per second: 58.571429, Best solution: 1340536 found at 7s
Seconds: 8, Iteration: 420, Iteration per second: 52.500000, Best solution: 1340536 found at 7s
Seconds: 8, Iteration: 430, Iteration per second: 53.750000, Best solution: 1340536 found at 7s
Seconds: 8, Iteration: 440, Iteration per second: 55.000000, Best solution: 1340536 found at 7s
Seconds: 8, Iteration: 450, Iteration per second: 56.250000, Best solution: 1340536 found at 7s
Seconds: 8, Iteration: 460, Iteration per second: 57.500000, Best solution: 1340536 found at 7s
Seconds: 8, Iteration: 470, Iteration per second: 58.750000, Best solution: 1344029 found at 8s
Seconds: 8, Iteration: 480, Iteration per second: 60.000000, Best solution: 1344140 found at 8s
Seconds: 9, Iteration: 490, Iteration per second: 54.444444, Best solution: 1344140 found at 8s
Seconds: 9, Iteration: 500, Iteration per second: 55.555556, Best solution: 1344140 found at 8s
Seconds: 9, Iteration: 510, Iteration per second: 56.666667, Best solution: 1344140 found at 8s
Seconds: 9, Iteration: 520, Iteration per second: 57.777778, Best solution: 1344140 found at 8s
Seconds: 9, Iteration: 530, Iteration per second: 58.888889, Best solution: 1344140 found at 8s
Seconds: 9, Iteration: 540, Iteration per second: 60.000000, Best solution: 1344270 found at 9s
Seconds: 9, Iteration: 550, Iteration per second: 61.111111, Best solution: 1344270 found at 9s
Seconds: 9, Iteration: 560, Iteration per second: 62.222222, Best solution: 1345022 found at 9s
Seconds: 10, Iteration: 570, Iteration per second: 57.000000, Best solution: 1345022 found at 9s
Seconds: 10, Iteration: 580, Iteration per second: 58.000000, Best solution: 1345022 found at 9s
Seconds: 10, Iteration: 590, Iteration per second: 59.000000, Best solution: 1347158 found at 10s
Seconds: 10, Iteration: 600, Iteration per second: 60.000000, Best solution: 1347158 found at 10s
Seconds: 10, Iteration: 610, Iteration per second: 61.000000, Best solution: 1347260 found at 10s
Seconds: 10, Iteration: 620, Iteration per second: 62.000000, Best solution: 1347260 found at 10s
Seconds: 10, Iteration: 630, Iteration per second: 63.000000, Best solution: 1348899 found at 10s
Seconds: 10, Iteration: 640, Iteration per second: 64.000000, Best solution: 1348919 found at 10s
Seconds: 11, Iteration: 650, Iteration per second: 59.090909, Best solution: 1348919 found at 10s
Seconds: 11, Iteration: 660, Iteration per second: 60.000000, Best solution: 1349099 found at 11s
Seconds: 11, Iteration: 670, Iteration per second: 60.909091, Best solution: 1349099 found at 11s
Seconds: 11, Iteration: 680, Iteration per second: 61.818182, Best solution: 1349609 found at 11s
Seconds: 11, Iteration: 690, Iteration per second: 62.727273, Best solution: 1349609 found at 11s
Seconds: 11, Iteration: 700, Iteration per second: 63.636364, Best solution: 1349670 found at 11s
Seconds: 11, Iteration: 710, Iteration per second: 64.545455, Best solution: 1349670 found at 11s
Seconds: 12, Iteration: 720, Iteration per second: 60.000000, Best solution: 1349670 found at 11s
Seconds: 12, Iteration: 730, Iteration per second: 60.833333, Best solution: 1349670 found at 11s
Seconds: 12, Iteration: 740, Iteration per second: 61.666667, Best solution: 1349805 found at 12s
Seconds: 12, Iteration: 750, Iteration per second: 62.500000, Best solution: 1349805 found at 12s
Seconds: 12, Iteration: 760, Iteration per second: 63.333333, Best solution: 1349967 found at 12s
Seconds: 12, Iteration: 770, Iteration per second: 64.166667, Best solution: 1349967 found at 12s
Seconds: 12, Iteration: 780, Iteration per second: 65.000000, Best solution: 1349967 found at 12s
Seconds: 13, Iteration: 790, Iteration per second: 60.769231, Best solution: 1349967 found at 12s
Seconds: 13, Iteration: 800, Iteration per second: 61.538462, Best solution: 1350194 found at 13s
Seconds: 13, Iteration: 810, Iteration per second: 62.307692, Best solution: 1350194 found at 13s
Seconds: 13, Iteration: 820, Iteration per second: 63.076923, Best solution: 1350194 found at 13s
Seconds: 13, Iteration: 830, Iteration per second: 63.846154, Best solution: 1350223 found at 13s
Seconds: 13, Iteration: 840, Iteration per second: 64.615385, Best solution: 1350223 found at 13s
Seconds: 13, Iteration: 850, Iteration per second: 65.384615, Best solution: 1350323 found at 13s
Seconds: 14, Iteration: 860, Iteration per second: 61.428571, Best solution: 1351696 found at 14s
Seconds: 14, Iteration: 870, Iteration per second: 62.142857, Best solution: 1351696 found at 14s
Seconds: 14, Iteration: 880, Iteration per second: 62.857143, Best solution: 1351696 found at 14s
Seconds: 14, Iteration: 890, Iteration per second: 63.571429, Best solution: 1351696 found at 14s
Seconds: 14, Iteration: 900, Iteration per second: 64.285714, Best solution: 1351696 found at 14s
Seconds: 14, Iteration: 910, Iteration per second: 65.000000, Best solution: 1351696 found at 14s
Seconds: 14, Iteration: 920, Iteration per second: 65.714286, Best solution: 1351696 found at 14s
Seconds: 15, Iteration: 930, Iteration per second: 62.000000, Best solution: 1351696 found at 14s
Seconds: 15, Iteration: 940, Iteration per second: 62.666667, Best solution: 1352869 found at 15s
Seconds: 15, Iteration: 950, Iteration per second: 63.333333, Best solution: 1352869 found at 15s
Seconds: 15, Iteration: 960, Iteration per second: 64.000000, Best solution: 1352869 found at 15s
Seconds: 15, Iteration: 970, Iteration per second: 64.666667, Best solution: 1352869 found at 15s
Seconds: 15, Iteration: 980, Iteration per second: 65.333333, Best solution: 1355111 found at 15s
Seconds: 15, Iteration: 990, Iteration per second: 66.000000, Best solution: 1355111 found at 15s
Seconds: 15, Iteration: 1000, Iteration per second: 66.666667, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1010, Iteration per second: 63.125000, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1020, Iteration per second: 63.750000, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1030, Iteration per second: 64.375000, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1040, Iteration per second: 65.000000, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1050, Iteration per second: 65.625000, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1060, Iteration per second: 66.250000, Best solution: 1355111 found at 15s
Seconds: 16, Iteration: 1070, Iteration per second: 66.875000, Best solution: 1355111 found at 15s
Seconds: 17, Iteration: 1080, Iteration per second: 63.529412, Best solution: 1355111 found at 15s
Seconds: 17, Iteration: 1090, Iteration per second: 64.117647, Best solution: 1355111 found at 15s
Seconds: 17, Iteration: 1100, Iteration per second: 64.705882, Best solution: 1355146 found at 17s
Seconds: 17, Iteration: 1110, Iteration per second: 65.294118, Best solution: 1355360 found at 17s
Seconds: 17, Iteration: 1120, Iteration per second: 65.882353, Best solution: 1355360 found at 17s
Seconds: 17, Iteration: 1130, Iteration per second: 66.470588, Best solution: 1355360 found at 17s
Seconds: 17, Iteration: 1140, Iteration per second: 67.058824, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1150, Iteration per second: 63.888889, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1160, Iteration per second: 64.444444, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1170, Iteration per second: 65.000000, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1180, Iteration per second: 65.555556, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1190, Iteration per second: 66.111111, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1200, Iteration per second: 66.666667, Best solution: 1355360 found at 17s
Seconds: 18, Iteration: 1210, Iteration per second: 67.222222, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1220, Iteration per second: 64.210526, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1230, Iteration per second: 64.736842, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1240, Iteration per second: 65.263158, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1250, Iteration per second: 65.789474, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1260, Iteration per second: 66.315789, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1270, Iteration per second: 66.842105, Best solution: 1355838 found at 18s
Seconds: 19, Iteration: 1280, Iteration per second: 67.368421, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1290, Iteration per second: 64.500000, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1300, Iteration per second: 65.000000, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1310, Iteration per second: 65.500000, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1320, Iteration per second: 66.000000, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1330, Iteration per second: 66.500000, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1340, Iteration per second: 67.000000, Best solution: 1355838 found at 18s
Seconds: 20, Iteration: 1350, Iteration per second: 67.500000, Best solution: 1355838 found at 18s
