Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 750197 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 752130 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 756336 found at 2s
Seconds: 2, Total Iterations: 400, Iteration per second: 200.000000, Best solution: 757372 found at 2s
Seconds: 2, Total Iterations: 500, Iteration per second: 250.000000, Best solution: 757374 found at 2s
Seconds: 2, Total Iterations: 600, Iteration per second: 300.000000, Best solution: 757455 found at 2s
Seconds: 3, Total Iterations: 700, Iteration per second: 233.333333, Best solution: 757455 found at 2s
Seconds: 3, Total Iterations: 800, Iteration per second: 266.666667, Best solution: 757455 found at 2s
Seconds: 3, Total Iterations: 900, Iteration per second: 300.000000, Best solution: 758648 found at 3s
Seconds: 3, Total Iterations: 1000, Iteration per second: 333.333333, Best solution: 758976 found at 3s
Seconds: 3, Total Iterations: 1100, Iteration per second: 366.666667, Best solution: 758976 found at 3s
Seconds: 4, Total Iterations: 1200, Iteration per second: 300.000000, Best solution: 758979 found at 3s
Seconds: 4, Total Iterations: 1300, Iteration per second: 325.000000, Best solution: 758979 found at 3s
Seconds: 4, Total Iterations: 1400, Iteration per second: 350.000000, Best solution: 758979 found at 3s
Seconds: 4, Total Iterations: 1500, Iteration per second: 375.000000, Best solution: 758979 found at 3s
Seconds: 4, Total Iterations: 1600, Iteration per second: 400.000000, Best solution: 758979 found at 3s
Seconds: 4, Total Iterations: 1700, Iteration per second: 425.000000, Best solution: 758979 found at 3s
Seconds: 5, Total Iterations: 1800, Iteration per second: 360.000000, Best solution: 758979 found at 3s
Seconds: 5, Total Iterations: 1900, Iteration per second: 380.000000, Best solution: 758979 found at 3s
Seconds: 5, Total Iterations: 2000, Iteration per second: 400.000000, Best solution: 758979 found at 3s
Seconds: 5, Total Iterations: 2100, Iteration per second: 420.000000, Best solution: 758979 found at 3s
Seconds: 5, Total Iterations: 2200, Iteration per second: 440.000000, Best solution: 758979 found at 3s
Seconds: 5, Total Iterations: 2300, Iteration per second: 460.000000, Best solution: 758979 found at 3s
Seconds: 6, Total Iterations: 2400, Iteration per second: 400.000000, Best solution: 758979 found at 3s
Seconds: 6, Total Iterations: 2500, Iteration per second: 416.666667, Best solution: 758979 found at 3s
Seconds: 6, Total Iterations: 2600, Iteration per second: 433.333333, Best solution: 758979 found at 3s
Seconds: 6, Total Iterations: 2700, Iteration per second: 450.000000, Best solution: 758979 found at 3s
Seconds: 6, Total Iterations: 2800, Iteration per second: 466.666667, Best solution: 758979 found at 3s
Seconds: 6, Total Iterations: 2900, Iteration per second: 483.333333, Best solution: 758979 found at 3s
Seconds: 7, Total Iterations: 3000, Iteration per second: 428.571429, Best solution: 758979 found at 3s
Seconds: 7, Total Iterations: 3100, Iteration per second: 442.857143, Best solution: 758979 found at 3s
Seconds: 7, Total Iterations: 3200, Iteration per second: 457.142857, Best solution: 758979 found at 3s
Seconds: 7, Total Iterations: 3300, Iteration per second: 471.428571, Best solution: 758979 found at 3s
Seconds: 7, Total Iterations: 3400, Iteration per second: 485.714286, Best solution: 758979 found at 3s
Seconds: 7, Total Iterations: 3500, Iteration per second: 500.000000, Best solution: 758979 found at 3s
Seconds: 8, Total Iterations: 3600, Iteration per second: 450.000000, Best solution: 758979 found at 3s
Seconds: 8, Total Iterations: 3700, Iteration per second: 462.500000, Best solution: 758979 found at 3s
Seconds: 8, Total Iterations: 3800, Iteration per second: 475.000000, Best solution: 758979 found at 3s
Seconds: 8, Total Iterations: 3900, Iteration per second: 487.500000, Best solution: 758979 found at 3s
Seconds: 8, Total Iterations: 4000, Iteration per second: 500.000000, Best solution: 758979 found at 3s
Seconds: 9, Total Iterations: 4100, Iteration per second: 455.555556, Best solution: 758979 found at 3s
Seconds: 9, Total Iterations: 4200, Iteration per second: 466.666667, Best solution: 758979 found at 3s
Seconds: 9, Total Iterations: 4300, Iteration per second: 477.777778, Best solution: 758979 found at 3s
Seconds: 9, Total Iterations: 4400, Iteration per second: 488.888889, Best solution: 758979 found at 3s
Seconds: 9, Total Iterations: 4500, Iteration per second: 500.000000, Best solution: 758979 found at 3s
Seconds: 9, Total Iterations: 4600, Iteration per second: 511.111111, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 4700, Iteration per second: 470.000000, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 4800, Iteration per second: 480.000000, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 4900, Iteration per second: 490.000000, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 5000, Iteration per second: 500.000000, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 5100, Iteration per second: 510.000000, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 5200, Iteration per second: 520.000000, Best solution: 758979 found at 3s
Seconds: 10, Total Iterations: 5300, Iteration per second: 530.000000, Best solution: 758979 found at 3s
Seconds: 11, Total Iterations: 5400, Iteration per second: 490.909091, Best solution: 758979 found at 3s
Seconds: 11, Total Iterations: 5500, Iteration per second: 500.000000, Best solution: 758979 found at 3s
Seconds: 11, Total Iterations: 5600, Iteration per second: 509.090909, Best solution: 758979 found at 3s
Seconds: 11, Total Iterations: 5700, Iteration per second: 518.181818, Best solution: 758979 found at 3s
Seconds: 11, Total Iterations: 5800, Iteration per second: 527.272727, Best solution: 758979 found at 3s
Seconds: 11, Total Iterations: 5900, Iteration per second: 536.363636, Best solution: 758979 found at 3s
Seconds: 12, Total Iterations: 6000, Iteration per second: 500.000000, Best solution: 758979 found at 3s
Seconds: 12, Total Iterations: 6100, Iteration per second: 508.333333, Best solution: 758979 found at 3s
Seconds: 12, Total Iterations: 6200, Iteration per second: 516.666667, Best solution: 758979 found at 3s
Seconds: 12, Total Iterations: 6300, Iteration per second: 525.000000, Best solution: 758979 found at 3s
Seconds: 12, Total Iterations: 6400, Iteration per second: 533.333333, Best solution: 758979 found at 3s
Seconds: 12, Total Iterations: 6500, Iteration per second: 541.666667, Best solution: 758979 found at 3s
Seconds: 13, Total Iterations: 6600, Iteration per second: 507.692308, Best solution: 758979 found at 3s
Seconds: 13, Total Iterations: 6700, Iteration per second: 515.384615, Best solution: 758979 found at 3s
Seconds: 13, Total Iterations: 6800, Iteration per second: 523.076923, Best solution: 758979 found at 3s
Seconds: 13, Total Iterations: 6900, Iteration per second: 530.769231, Best solution: 758979 found at 3s
Seconds: 13, Total Iterations: 7000, Iteration per second: 538.461538, Best solution: 758979 found at 3s
Seconds: 13, Total Iterations: 7100, Iteration per second: 546.153846, Best solution: 758979 found at 3s
Seconds: 14, Total Iterations: 7200, Iteration per second: 514.285714, Best solution: 758979 found at 3s
Seconds: 14, Total Iterations: 7300, Iteration per second: 521.428571, Best solution: 758979 found at 3s
Seconds: 14, Total Iterations: 7400, Iteration per second: 528.571429, Best solution: 758979 found at 3s
Seconds: 14, Total Iterations: 7500, Iteration per second: 535.714286, Best solution: 758979 found at 3s
Seconds: 14, Total Iterations: 7600, Iteration per second: 542.857143, Best solution: 758979 found at 3s
Seconds: 14, Total Iterations: 7700, Iteration per second: 550.000000, Best solution: 758979 found at 3s
Seconds: 15, Total Iterations: 7800, Iteration per second: 520.000000, Best solution: 758979 found at 3s
Seconds: 15, Total Iterations: 7900, Iteration per second: 526.666667, Best solution: 758979 found at 3s
