Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 1014547 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 1017891 found at 2s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 1030235 found at 2s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 1038447 found at 2s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 1046449 found at 3s
Seconds: 3, Iteration: 60, Iteration per second: 20.000000, Best solution: 1053363 found at 3s
Seconds: 3, Iteration: 70, Iteration per second: 23.333333, Best solution: 1055282 found at 3s
Seconds: 3, Iteration: 80, Iteration per second: 26.666667, Best solution: 1055282 found at 3s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 1059158 found at 3s
Seconds: 4, Iteration: 100, Iteration per second: 25.000000, Best solution: 1059158 found at 3s
Seconds: 4, Iteration: 110, Iteration per second: 27.500000, Best solution: 1059158 found at 3s
Seconds: 4, Iteration: 120, Iteration per second: 30.000000, Best solution: 1063586 found at 4s
Seconds: 4, Iteration: 130, Iteration per second: 32.500000, Best solution: 1063586 found at 4s
Seconds: 4, Iteration: 140, Iteration per second: 35.000000, Best solution: 1063586 found at 4s
Seconds: 5, Iteration: 150, Iteration per second: 30.000000, Best solution: 1068993 found at 5s
Seconds: 5, Iteration: 160, Iteration per second: 32.000000, Best solution: 1073809 found at 5s
Seconds: 5, Iteration: 170, Iteration per second: 34.000000, Best solution: 1083188 found at 5s
Seconds: 5, Iteration: 180, Iteration per second: 36.000000, Best solution: 1083188 found at 5s
Seconds: 5, Iteration: 190, Iteration per second: 38.000000, Best solution: 1083610 found at 5s
Seconds: 5, Iteration: 200, Iteration per second: 40.000000, Best solution: 1083610 found at 5s
Seconds: 6, Iteration: 210, Iteration per second: 35.000000, Best solution: 1083610 found at 5s
Seconds: 6, Iteration: 220, Iteration per second: 36.666667, Best solution: 1083610 found at 5s
Seconds: 6, Iteration: 230, Iteration per second: 38.333333, Best solution: 1084881 found at 6s
Seconds: 6, Iteration: 240, Iteration per second: 40.000000, Best solution: 1088806 found at 6s
Seconds: 6, Iteration: 250, Iteration per second: 41.666667, Best solution: 1090372 found at 6s
Seconds: 6, Iteration: 260, Iteration per second: 43.333333, Best solution: 1092410 found at 6s
Seconds: 7, Iteration: 270, Iteration per second: 38.571429, Best solution: 1092738 found at 6s
Seconds: 7, Iteration: 280, Iteration per second: 40.000000, Best solution: 1093869 found at 7s
Seconds: 7, Iteration: 290, Iteration per second: 41.428571, Best solution: 1099056 found at 7s
Seconds: 7, Iteration: 300, Iteration per second: 42.857143, Best solution: 1099056 found at 7s
Seconds: 7, Iteration: 310, Iteration per second: 44.285714, Best solution: 1099056 found at 7s
Seconds: 7, Iteration: 320, Iteration per second: 45.714286, Best solution: 1099056 found at 7s
Seconds: 7, Iteration: 330, Iteration per second: 47.142857, Best solution: 1099269 found at 7s
Seconds: 8, Iteration: 340, Iteration per second: 42.500000, Best solution: 1101504 found at 8s
Seconds: 8, Iteration: 350, Iteration per second: 43.750000, Best solution: 1103402 found at 8s
Seconds: 8, Iteration: 360, Iteration per second: 45.000000, Best solution: 1103402 found at 8s
Seconds: 8, Iteration: 370, Iteration per second: 46.250000, Best solution: 1104734 found at 8s
Seconds: 8, Iteration: 380, Iteration per second: 47.500000, Best solution: 1104734 found at 8s
Seconds: 8, Iteration: 390, Iteration per second: 48.750000, Best solution: 1106937 found at 8s
Seconds: 8, Iteration: 400, Iteration per second: 50.000000, Best solution: 1113959 found at 8s
Seconds: 8, Iteration: 410, Iteration per second: 51.250000, Best solution: 1113959 found at 8s
Seconds: 8, Iteration: 420, Iteration per second: 52.500000, Best solution: 1113959 found at 8s
Seconds: 9, Iteration: 430, Iteration per second: 47.777778, Best solution: 1113959 found at 8s
Seconds: 9, Iteration: 440, Iteration per second: 48.888889, Best solution: 1113959 found at 8s
Seconds: 9, Iteration: 450, Iteration per second: 50.000000, Best solution: 1117799 found at 9s
Seconds: 9, Iteration: 460, Iteration per second: 51.111111, Best solution: 1117799 found at 9s
Seconds: 9, Iteration: 470, Iteration per second: 52.222222, Best solution: 1117799 found at 9s
Seconds: 9, Iteration: 480, Iteration per second: 53.333333, Best solution: 1117965 found at 9s
Seconds: 9, Iteration: 490, Iteration per second: 54.444444, Best solution: 1117965 found at 9s
Seconds: 9, Iteration: 500, Iteration per second: 55.555556, Best solution: 1118658 found at 9s
Seconds: 9, Iteration: 510, Iteration per second: 56.666667, Best solution: 1120421 found at 9s
Seconds: 9, Iteration: 520, Iteration per second: 57.777778, Best solution: 1121354 found at 9s
Seconds: 9, Iteration: 530, Iteration per second: 58.888889, Best solution: 1121354 found at 9s
Seconds: 10, Iteration: 540, Iteration per second: 54.000000, Best solution: 1121354 found at 9s
Seconds: 10, Iteration: 550, Iteration per second: 55.000000, Best solution: 1121811 found at 10s
Seconds: 10, Iteration: 560, Iteration per second: 56.000000, Best solution: 1121811 found at 10s
Seconds: 10, Iteration: 570, Iteration per second: 57.000000, Best solution: 1121811 found at 10s
Seconds: 10, Iteration: 580, Iteration per second: 58.000000, Best solution: 1121811 found at 10s
Seconds: 10, Iteration: 590, Iteration per second: 59.000000, Best solution: 1121811 found at 10s
Seconds: 10, Iteration: 600, Iteration per second: 60.000000, Best solution: 1121811 found at 10s
Seconds: 10, Iteration: 610, Iteration per second: 61.000000, Best solution: 1122061 found at 10s
Seconds: 10, Iteration: 620, Iteration per second: 62.000000, Best solution: 1122705 found at 10s
Seconds: 10, Iteration: 630, Iteration per second: 63.000000, Best solution: 1122705 found at 10s
Seconds: 10, Iteration: 640, Iteration per second: 64.000000, Best solution: 1122705 found at 10s
Seconds: 10, Iteration: 650, Iteration per second: 65.000000, Best solution: 1123574 found at 10s
Seconds: 11, Iteration: 660, Iteration per second: 60.000000, Best solution: 1123574 found at 10s
Seconds: 11, Iteration: 670, Iteration per second: 60.909091, Best solution: 1124721 found at 11s
Seconds: 11, Iteration: 680, Iteration per second: 61.818182, Best solution: 1124721 found at 11s
Seconds: 11, Iteration: 690, Iteration per second: 62.727273, Best solution: 1124721 found at 11s
Seconds: 11, Iteration: 700, Iteration per second: 63.636364, Best solution: 1124721 found at 11s
Seconds: 11, Iteration: 710, Iteration per second: 64.545455, Best solution: 1125522 found at 11s
Seconds: 11, Iteration: 720, Iteration per second: 65.454545, Best solution: 1131255 found at 11s
