Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 1370280 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 1382369 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 1384065 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 1384065 found at 1s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 1390753 found at 2s
Seconds: 2, Iteration: 60, Iteration per second: 30.000000, Best solution: 1390753 found at 2s
Seconds: 2, Iteration: 70, Iteration per second: 35.000000, Best solution: 1390753 found at 2s
Seconds: 2, Iteration: 80, Iteration per second: 40.000000, Best solution: 1400870 found at 2s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 1404756 found at 3s
Seconds: 3, Iteration: 100, Iteration per second: 33.333333, Best solution: 1407031 found at 3s
Seconds: 3, Iteration: 110, Iteration per second: 36.666667, Best solution: 1407031 found at 3s
Seconds: 4, Iteration: 120, Iteration per second: 30.000000, Best solution: 1407299 found at 3s
Seconds: 4, Iteration: 130, Iteration per second: 32.500000, Best solution: 1407299 found at 3s
Seconds: 4, Iteration: 140, Iteration per second: 35.000000, Best solution: 1407299 found at 3s
Seconds: 4, Iteration: 150, Iteration per second: 37.500000, Best solution: 1407299 found at 3s
Seconds: 5, Iteration: 160, Iteration per second: 32.000000, Best solution: 1407299 found at 3s
Seconds: 5, Iteration: 170, Iteration per second: 34.000000, Best solution: 1407299 found at 3s
Seconds: 5, Iteration: 180, Iteration per second: 36.000000, Best solution: 1408601 found at 5s
Seconds: 5, Iteration: 190, Iteration per second: 38.000000, Best solution: 1408601 found at 5s
Seconds: 5, Iteration: 200, Iteration per second: 40.000000, Best solution: 1408601 found at 5s
Seconds: 6, Iteration: 210, Iteration per second: 35.000000, Best solution: 1408601 found at 5s
Seconds: 6, Iteration: 220, Iteration per second: 36.666667, Best solution: 1409404 found at 6s
Seconds: 6, Iteration: 230, Iteration per second: 38.333333, Best solution: 1411080 found at 6s
Seconds: 6, Iteration: 240, Iteration per second: 40.000000, Best solution: 1411080 found at 6s
Seconds: 7, Iteration: 250, Iteration per second: 35.714286, Best solution: 1411080 found at 6s
Seconds: 7, Iteration: 260, Iteration per second: 37.142857, Best solution: 1411943 found at 7s
Seconds: 7, Iteration: 270, Iteration per second: 38.571429, Best solution: 1411943 found at 7s
Seconds: 7, Iteration: 280, Iteration per second: 40.000000, Best solution: 1411943 found at 7s
Seconds: 7, Iteration: 290, Iteration per second: 41.428571, Best solution: 1412344 found at 7s
Seconds: 8, Iteration: 300, Iteration per second: 37.500000, Best solution: 1412344 found at 7s
Seconds: 8, Iteration: 310, Iteration per second: 38.750000, Best solution: 1412344 found at 7s
Seconds: 8, Iteration: 320, Iteration per second: 40.000000, Best solution: 1412344 found at 7s
Seconds: 8, Iteration: 330, Iteration per second: 41.250000, Best solution: 1412348 found at 8s
Seconds: 9, Iteration: 340, Iteration per second: 37.777778, Best solution: 1412348 found at 8s
Seconds: 9, Iteration: 350, Iteration per second: 38.888889, Best solution: 1412560 found at 9s
Seconds: 9, Iteration: 360, Iteration per second: 40.000000, Best solution: 1412560 found at 9s
Seconds: 9, Iteration: 370, Iteration per second: 41.111111, Best solution: 1412560 found at 9s
Seconds: 9, Iteration: 380, Iteration per second: 42.222222, Best solution: 1413169 found at 9s
Seconds: 10, Iteration: 390, Iteration per second: 39.000000, Best solution: 1413169 found at 9s
Seconds: 10, Iteration: 400, Iteration per second: 40.000000, Best solution: 1413169 found at 9s
Seconds: 10, Iteration: 410, Iteration per second: 41.000000, Best solution: 1413169 found at 9s
Seconds: 10, Iteration: 420, Iteration per second: 42.000000, Best solution: 1413169 found at 9s
Seconds: 11, Iteration: 430, Iteration per second: 39.090909, Best solution: 1413169 found at 9s
Seconds: 11, Iteration: 440, Iteration per second: 40.000000, Best solution: 1413169 found at 9s
Seconds: 11, Iteration: 450, Iteration per second: 40.909091, Best solution: 1413169 found at 9s
Seconds: 11, Iteration: 460, Iteration per second: 41.818182, Best solution: 1413169 found at 9s
Seconds: 11, Iteration: 470, Iteration per second: 42.727273, Best solution: 1413169 found at 9s
Seconds: 12, Iteration: 480, Iteration per second: 40.000000, Best solution: 1415202 found at 12s
Seconds: 12, Iteration: 490, Iteration per second: 40.833333, Best solution: 1415202 found at 12s
Seconds: 12, Iteration: 500, Iteration per second: 41.666667, Best solution: 1415202 found at 12s
Seconds: 12, Iteration: 510, Iteration per second: 42.500000, Best solution: 1415202 found at 12s
Seconds: 13, Iteration: 520, Iteration per second: 40.000000, Best solution: 1415202 found at 12s
Seconds: 13, Iteration: 530, Iteration per second: 40.769231, Best solution: 1415373 found at 13s
Seconds: 13, Iteration: 540, Iteration per second: 41.538462, Best solution: 1415373 found at 13s
Seconds: 13, Iteration: 550, Iteration per second: 42.307692, Best solution: 1415659 found at 13s
Seconds: 13, Iteration: 560, Iteration per second: 43.076923, Best solution: 1415659 found at 13s
Seconds: 14, Iteration: 570, Iteration per second: 40.714286, Best solution: 1415659 found at 13s
Seconds: 14, Iteration: 580, Iteration per second: 41.428571, Best solution: 1415659 found at 13s
Seconds: 14, Iteration: 590, Iteration per second: 42.142857, Best solution: 1416023 found at 14s
Seconds: 14, Iteration: 600, Iteration per second: 42.857143, Best solution: 1416663 found at 14s
Seconds: 15, Iteration: 610, Iteration per second: 40.666667, Best solution: 1416663 found at 14s
Seconds: 15, Iteration: 620, Iteration per second: 41.333333, Best solution: 1416663 found at 14s
Seconds: 15, Iteration: 630, Iteration per second: 42.000000, Best solution: 1416663 found at 14s
Seconds: 15, Iteration: 640, Iteration per second: 42.666667, Best solution: 1416906 found at 15s
Seconds: 15, Iteration: 650, Iteration per second: 43.333333, Best solution: 1416906 found at 15s
Seconds: 16, Iteration: 660, Iteration per second: 41.250000, Best solution: 1416906 found at 15s
Seconds: 16, Iteration: 670, Iteration per second: 41.875000, Best solution: 1417074 found at 16s
Seconds: 16, Iteration: 680, Iteration per second: 42.500000, Best solution: 1417074 found at 16s
Seconds: 16, Iteration: 690, Iteration per second: 43.125000, Best solution: 1417074 found at 16s
Seconds: 17, Iteration: 700, Iteration per second: 41.176471, Best solution: 1417074 found at 16s
Seconds: 17, Iteration: 710, Iteration per second: 41.764706, Best solution: 1417074 found at 16s
Seconds: 17, Iteration: 720, Iteration per second: 42.352941, Best solution: 1417349 found at 17s
Seconds: 17, Iteration: 730, Iteration per second: 42.941176, Best solution: 1417349 found at 17s
Seconds: 17, Iteration: 740, Iteration per second: 43.529412, Best solution: 1417349 found at 17s
Seconds: 18, Iteration: 750, Iteration per second: 41.666667, Best solution: 1417349 found at 17s
Seconds: 18, Iteration: 760, Iteration per second: 42.222222, Best solution: 1417349 found at 17s
Seconds: 18, Iteration: 770, Iteration per second: 42.777778, Best solution: 1417349 found at 17s
Seconds: 18, Iteration: 780, Iteration per second: 43.333333, Best solution: 1417349 found at 17s
Seconds: 18, Iteration: 790, Iteration per second: 43.888889, Best solution: 1417349 found at 17s
Seconds: 19, Iteration: 800, Iteration per second: 42.105263, Best solution: 1418114 found at 19s
Seconds: 19, Iteration: 810, Iteration per second: 42.631579, Best solution: 1418114 found at 19s
Seconds: 19, Iteration: 820, Iteration per second: 43.157895, Best solution: 1418114 found at 19s
Seconds: 19, Iteration: 830, Iteration per second: 43.684211, Best solution: 1418114 found at 19s
Seconds: 20, Iteration: 840, Iteration per second: 42.000000, Best solution: 1418114 found at 19s
Seconds: 20, Iteration: 850, Iteration per second: 42.500000, Best solution: 1418114 found at 19s
