Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 1271012 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 1273547 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 1273547 found at 1s
Seconds: 2, Iteration: 40, Iteration per second: 20.000000, Best solution: 1277111 found at 2s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 1279198 found at 2s
Seconds: 3, Iteration: 60, Iteration per second: 20.000000, Best solution: 1286329 found at 3s
Seconds: 4, Iteration: 70, Iteration per second: 17.500000, Best solution: 1286329 found at 3s
Seconds: 4, Iteration: 80, Iteration per second: 20.000000, Best solution: 1287268 found at 4s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 1287268 found at 4s
Seconds: 5, Iteration: 100, Iteration per second: 20.000000, Best solution: 1288085 found at 5s
Seconds: 5, Iteration: 110, Iteration per second: 22.000000, Best solution: 1288085 found at 5s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 1288085 found at 5s
Seconds: 6, Iteration: 130, Iteration per second: 21.666667, Best solution: 1291488 found at 6s
Seconds: 7, Iteration: 140, Iteration per second: 20.000000, Best solution: 1291488 found at 6s
Seconds: 7, Iteration: 150, Iteration per second: 21.428571, Best solution: 1297632 found at 7s
Seconds: 8, Iteration: 160, Iteration per second: 20.000000, Best solution: 1297632 found at 7s
Seconds: 8, Iteration: 170, Iteration per second: 21.250000, Best solution: 1297632 found at 7s
Seconds: 9, Iteration: 180, Iteration per second: 20.000000, Best solution: 1297632 found at 7s
Seconds: 9, Iteration: 190, Iteration per second: 21.111111, Best solution: 1297632 found at 7s
Seconds: 10, Iteration: 200, Iteration per second: 20.000000, Best solution: 1297632 found at 7s
Seconds: 10, Iteration: 210, Iteration per second: 21.000000, Best solution: 1297632 found at 7s
Seconds: 11, Iteration: 220, Iteration per second: 20.000000, Best solution: 1297632 found at 7s
Seconds: 11, Iteration: 230, Iteration per second: 20.909091, Best solution: 1297632 found at 7s
Seconds: 12, Iteration: 240, Iteration per second: 20.000000, Best solution: 1297632 found at 7s
Seconds: 12, Iteration: 250, Iteration per second: 20.833333, Best solution: 1300692 found at 12s
Seconds: 13, Iteration: 260, Iteration per second: 20.000000, Best solution: 1300692 found at 12s
Seconds: 13, Iteration: 270, Iteration per second: 20.769231, Best solution: 1302362 found at 13s
Seconds: 14, Iteration: 280, Iteration per second: 20.000000, Best solution: 1302362 found at 13s
Seconds: 14, Iteration: 290, Iteration per second: 20.714286, Best solution: 1307701 found at 14s
Seconds: 15, Iteration: 300, Iteration per second: 20.000000, Best solution: 1307701 found at 14s
