Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 824901 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 826431 found at 1s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 826650 found at 2s
Seconds: 2, Total Iterations: 400, Iteration per second: 200.000000, Best solution: 829593 found at 2s
Seconds: 3, Total Iterations: 500, Iteration per second: 166.666667, Best solution: 829593 found at 2s
Seconds: 3, Total Iterations: 600, Iteration per second: 200.000000, Best solution: 829642 found at 3s
Seconds: 3, Total Iterations: 700, Iteration per second: 233.333333, Best solution: 829642 found at 3s
Seconds: 4, Total Iterations: 800, Iteration per second: 200.000000, Best solution: 832987 found at 4s
Seconds: 4, Total Iterations: 900, Iteration per second: 225.000000, Best solution: 832988 found at 4s
Seconds: 4, Total Iterations: 1000, Iteration per second: 250.000000, Best solution: 833287 found at 4s
Seconds: 5, Total Iterations: 1100, Iteration per second: 220.000000, Best solution: 833287 found at 4s
Seconds: 5, Total Iterations: 1200, Iteration per second: 240.000000, Best solution: 833321 found at 5s
Seconds: 5, Total Iterations: 1300, Iteration per second: 260.000000, Best solution: 833518 found at 5s
Seconds: 6, Total Iterations: 1400, Iteration per second: 233.333333, Best solution: 834706 found at 5s
Seconds: 6, Total Iterations: 1500, Iteration per second: 250.000000, Best solution: 834706 found at 5s
Seconds: 6, Total Iterations: 1600, Iteration per second: 266.666667, Best solution: 834706 found at 5s
Seconds: 7, Total Iterations: 1700, Iteration per second: 242.857143, Best solution: 834706 found at 5s
Seconds: 7, Total Iterations: 1800, Iteration per second: 257.142857, Best solution: 834706 found at 5s
Seconds: 7, Total Iterations: 1900, Iteration per second: 271.428571, Best solution: 835098 found at 7s
Seconds: 8, Total Iterations: 2000, Iteration per second: 250.000000, Best solution: 835098 found at 7s
Seconds: 8, Total Iterations: 2100, Iteration per second: 262.500000, Best solution: 835098 found at 7s
Seconds: 8, Total Iterations: 2200, Iteration per second: 275.000000, Best solution: 835098 found at 7s
Seconds: 9, Total Iterations: 2300, Iteration per second: 255.555556, Best solution: 835098 found at 7s
Seconds: 9, Total Iterations: 2400, Iteration per second: 266.666667, Best solution: 835098 found at 7s
Seconds: 9, Total Iterations: 2500, Iteration per second: 277.777778, Best solution: 835098 found at 7s
Seconds: 10, Total Iterations: 2600, Iteration per second: 260.000000, Best solution: 835304 found at 9s
Seconds: 10, Total Iterations: 2700, Iteration per second: 270.000000, Best solution: 835304 found at 9s
Seconds: 10, Total Iterations: 2800, Iteration per second: 280.000000, Best solution: 835304 found at 9s
Seconds: 10, Total Iterations: 2900, Iteration per second: 290.000000, Best solution: 835304 found at 9s
Seconds: 11, Total Iterations: 3000, Iteration per second: 272.727273, Best solution: 835435 found at 11s
Seconds: 11, Total Iterations: 3100, Iteration per second: 281.818182, Best solution: 835435 found at 11s
Seconds: 11, Total Iterations: 3200, Iteration per second: 290.909091, Best solution: 835435 found at 11s
Seconds: 12, Total Iterations: 3300, Iteration per second: 275.000000, Best solution: 835435 found at 11s
Seconds: 12, Total Iterations: 3400, Iteration per second: 283.333333, Best solution: 835435 found at 11s
Seconds: 12, Total Iterations: 3500, Iteration per second: 291.666667, Best solution: 835435 found at 11s
Seconds: 13, Total Iterations: 3600, Iteration per second: 276.923077, Best solution: 835435 found at 11s
Seconds: 13, Total Iterations: 3700, Iteration per second: 284.615385, Best solution: 835435 found at 11s
Seconds: 13, Total Iterations: 3800, Iteration per second: 292.307692, Best solution: 835435 found at 11s
Seconds: 14, Total Iterations: 3900, Iteration per second: 278.571429, Best solution: 835435 found at 11s
Seconds: 14, Total Iterations: 4000, Iteration per second: 285.714286, Best solution: 835435 found at 11s
Seconds: 14, Total Iterations: 4100, Iteration per second: 292.857143, Best solution: 835673 found at 14s
Seconds: 15, Total Iterations: 4200, Iteration per second: 280.000000, Best solution: 835673 found at 14s
Seconds: 15, Total Iterations: 4300, Iteration per second: 286.666667, Best solution: 835673 found at 14s
Seconds: 15, Total Iterations: 4400, Iteration per second: 293.333333, Best solution: 835673 found at 14s
Seconds: 16, Total Iterations: 4500, Iteration per second: 281.250000, Best solution: 835673 found at 14s
Seconds: 16, Total Iterations: 4600, Iteration per second: 287.500000, Best solution: 835673 found at 14s
Seconds: 16, Total Iterations: 4700, Iteration per second: 293.750000, Best solution: 835673 found at 14s
