Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 0, Total Iterations: 100, Iteration per second: Infinity, Best solution: 789456 found at 0s
Seconds: 1, Total Iterations: 200, Iteration per second: 200.000000, Best solution: 795748 found at 1s
Seconds: 1, Total Iterations: 300, Iteration per second: 300.000000, Best solution: 802629 found at 1s
Seconds: 1, Total Iterations: 400, Iteration per second: 400.000000, Best solution: 810424 found at 1s
Seconds: 2, Total Iterations: 500, Iteration per second: 250.000000, Best solution: 812295 found at 1s
Seconds: 2, Total Iterations: 600, Iteration per second: 300.000000, Best solution: 814259 found at 2s
Seconds: 2, Total Iterations: 700, Iteration per second: 350.000000, Best solution: 815134 found at 2s
Seconds: 2, Total Iterations: 800, Iteration per second: 400.000000, Best solution: 815134 found at 2s
Seconds: 2, Total Iterations: 900, Iteration per second: 450.000000, Best solution: 815134 found at 2s
Seconds: 3, Total Iterations: 1000, Iteration per second: 333.333333, Best solution: 815193 found at 2s
Seconds: 3, Total Iterations: 1100, Iteration per second: 366.666667, Best solution: 815193 found at 2s
Seconds: 3, Total Iterations: 1200, Iteration per second: 400.000000, Best solution: 816184 found at 3s
Seconds: 3, Total Iterations: 1300, Iteration per second: 433.333333, Best solution: 816184 found at 3s
Seconds: 3, Total Iterations: 1400, Iteration per second: 466.666667, Best solution: 817478 found at 3s
Seconds: 3, Total Iterations: 1500, Iteration per second: 500.000000, Best solution: 817478 found at 3s
Seconds: 4, Total Iterations: 1600, Iteration per second: 400.000000, Best solution: 817480 found at 4s
Seconds: 4, Total Iterations: 1700, Iteration per second: 425.000000, Best solution: 817480 found at 4s
Seconds: 4, Total Iterations: 1800, Iteration per second: 450.000000, Best solution: 817480 found at 4s
Seconds: 4, Total Iterations: 1900, Iteration per second: 475.000000, Best solution: 817480 found at 4s
Seconds: 4, Total Iterations: 2000, Iteration per second: 500.000000, Best solution: 817643 found at 4s
Seconds: 5, Total Iterations: 2100, Iteration per second: 420.000000, Best solution: 817643 found at 4s
Seconds: 5, Total Iterations: 2200, Iteration per second: 440.000000, Best solution: 817643 found at 4s
Seconds: 5, Total Iterations: 2300, Iteration per second: 460.000000, Best solution: 817643 found at 4s
Seconds: 5, Total Iterations: 2400, Iteration per second: 480.000000, Best solution: 817643 found at 4s
Seconds: 5, Total Iterations: 2500, Iteration per second: 500.000000, Best solution: 817643 found at 4s
Seconds: 6, Total Iterations: 2600, Iteration per second: 433.333333, Best solution: 817643 found at 4s
Seconds: 6, Total Iterations: 2700, Iteration per second: 450.000000, Best solution: 818368 found at 6s
Seconds: 6, Total Iterations: 2800, Iteration per second: 466.666667, Best solution: 818622 found at 6s
Seconds: 6, Total Iterations: 2900, Iteration per second: 483.333333, Best solution: 818622 found at 6s
Seconds: 6, Total Iterations: 3000, Iteration per second: 500.000000, Best solution: 819240 found at 6s
Seconds: 6, Total Iterations: 3100, Iteration per second: 516.666667, Best solution: 819240 found at 6s
Seconds: 7, Total Iterations: 3200, Iteration per second: 457.142857, Best solution: 819240 found at 6s
Seconds: 7, Total Iterations: 3300, Iteration per second: 471.428571, Best solution: 819240 found at 6s
Seconds: 7, Total Iterations: 3400, Iteration per second: 485.714286, Best solution: 819240 found at 6s
Seconds: 7, Total Iterations: 3500, Iteration per second: 500.000000, Best solution: 819240 found at 6s
Seconds: 7, Total Iterations: 3600, Iteration per second: 514.285714, Best solution: 819240 found at 6s
Seconds: 8, Total Iterations: 3700, Iteration per second: 462.500000, Best solution: 819823 found at 8s
Seconds: 8, Total Iterations: 3800, Iteration per second: 475.000000, Best solution: 819824 found at 8s
Seconds: 8, Total Iterations: 3900, Iteration per second: 487.500000, Best solution: 819824 found at 8s
Seconds: 8, Total Iterations: 4000, Iteration per second: 500.000000, Best solution: 819824 found at 8s
Seconds: 8, Total Iterations: 4100, Iteration per second: 512.500000, Best solution: 819824 found at 8s
Seconds: 9, Total Iterations: 4200, Iteration per second: 466.666667, Best solution: 819838 found at 8s
Seconds: 9, Total Iterations: 4300, Iteration per second: 477.777778, Best solution: 819838 found at 8s
Seconds: 9, Total Iterations: 4400, Iteration per second: 488.888889, Best solution: 819838 found at 8s
Seconds: 9, Total Iterations: 4500, Iteration per second: 500.000000, Best solution: 819838 found at 8s
Seconds: 9, Total Iterations: 4600, Iteration per second: 511.111111, Best solution: 819838 found at 8s
Seconds: 10, Total Iterations: 4700, Iteration per second: 470.000000, Best solution: 819838 found at 8s
Seconds: 10, Total Iterations: 4800, Iteration per second: 480.000000, Best solution: 819838 found at 8s
Seconds: 10, Total Iterations: 4900, Iteration per second: 490.000000, Best solution: 819838 found at 8s
Seconds: 10, Total Iterations: 5000, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 10, Total Iterations: 5100, Iteration per second: 510.000000, Best solution: 819839 found at 10s
Seconds: 10, Total Iterations: 5200, Iteration per second: 520.000000, Best solution: 819839 found at 10s
Seconds: 11, Total Iterations: 5300, Iteration per second: 481.818182, Best solution: 819839 found at 10s
Seconds: 11, Total Iterations: 5400, Iteration per second: 490.909091, Best solution: 819839 found at 10s
Seconds: 11, Total Iterations: 5500, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 11, Total Iterations: 5600, Iteration per second: 509.090909, Best solution: 819839 found at 10s
Seconds: 11, Total Iterations: 5700, Iteration per second: 518.181818, Best solution: 819839 found at 10s
Seconds: 12, Total Iterations: 5800, Iteration per second: 483.333333, Best solution: 819839 found at 10s
Seconds: 12, Total Iterations: 5900, Iteration per second: 491.666667, Best solution: 819839 found at 10s
Seconds: 12, Total Iterations: 6000, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 12, Total Iterations: 6100, Iteration per second: 508.333333, Best solution: 819839 found at 10s
Seconds: 12, Total Iterations: 6200, Iteration per second: 516.666667, Best solution: 819839 found at 10s
Seconds: 12, Total Iterations: 6300, Iteration per second: 525.000000, Best solution: 819839 found at 10s
Seconds: 13, Total Iterations: 6400, Iteration per second: 492.307692, Best solution: 819839 found at 10s
Seconds: 13, Total Iterations: 6500, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 13, Total Iterations: 6600, Iteration per second: 507.692308, Best solution: 819839 found at 10s
Seconds: 13, Total Iterations: 6700, Iteration per second: 515.384615, Best solution: 819839 found at 10s
Seconds: 13, Total Iterations: 6800, Iteration per second: 523.076923, Best solution: 819839 found at 10s
Seconds: 14, Total Iterations: 6900, Iteration per second: 492.857143, Best solution: 819839 found at 10s
Seconds: 14, Total Iterations: 7000, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 14, Total Iterations: 7100, Iteration per second: 507.142857, Best solution: 819839 found at 10s
Seconds: 14, Total Iterations: 7200, Iteration per second: 514.285714, Best solution: 819839 found at 10s
Seconds: 14, Total Iterations: 7300, Iteration per second: 521.428571, Best solution: 819839 found at 10s
Seconds: 15, Total Iterations: 7400, Iteration per second: 493.333333, Best solution: 819839 found at 10s
Seconds: 15, Total Iterations: 7500, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 15, Total Iterations: 7600, Iteration per second: 506.666667, Best solution: 819839 found at 10s
Seconds: 15, Total Iterations: 7700, Iteration per second: 513.333333, Best solution: 819839 found at 10s
Seconds: 15, Total Iterations: 7800, Iteration per second: 520.000000, Best solution: 819839 found at 10s
Seconds: 15, Total Iterations: 7900, Iteration per second: 526.666667, Best solution: 819839 found at 10s
Seconds: 16, Total Iterations: 8000, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 16, Total Iterations: 8100, Iteration per second: 506.250000, Best solution: 819839 found at 10s
Seconds: 16, Total Iterations: 8200, Iteration per second: 512.500000, Best solution: 819839 found at 10s
Seconds: 16, Total Iterations: 8300, Iteration per second: 518.750000, Best solution: 819839 found at 10s
Seconds: 16, Total Iterations: 8400, Iteration per second: 525.000000, Best solution: 819839 found at 10s
Seconds: 17, Total Iterations: 8500, Iteration per second: 500.000000, Best solution: 819839 found at 10s
Seconds: 17, Total Iterations: 8600, Iteration per second: 505.882353, Best solution: 819839 found at 10s
Seconds: 17, Total Iterations: 8700, Iteration per second: 511.764706, Best solution: 819839 found at 10s
Seconds: 17, Total Iterations: 8800, Iteration per second: 517.647059, Best solution: 819839 found at 10s
Seconds: 17, Total Iterations: 8900, Iteration per second: 523.529412, Best solution: 819839 found at 10s
Seconds: 17, Total Iterations: 9000, Iteration per second: 529.411765, Best solution: 819839 found at 10s
Seconds: 18, Total Iterations: 9100, Iteration per second: 505.555556, Best solution: 819839 found at 10s
Seconds: 18, Total Iterations: 9200, Iteration per second: 511.111111, Best solution: 819839 found at 10s
Seconds: 18, Total Iterations: 9300, Iteration per second: 516.666667, Best solution: 819839 found at 10s
Seconds: 18, Total Iterations: 9400, Iteration per second: 522.222222, Best solution: 819839 found at 10s
Seconds: 18, Total Iterations: 9500, Iteration per second: 527.777778, Best solution: 819839 found at 10s
Seconds: 19, Total Iterations: 9600, Iteration per second: 505.263158, Best solution: 819839 found at 10s
Seconds: 19, Total Iterations: 9700, Iteration per second: 510.526316, Best solution: 819839 found at 10s
Seconds: 19, Total Iterations: 9800, Iteration per second: 515.789474, Best solution: 819839 found at 10s
Seconds: 19, Total Iterations: 9900, Iteration per second: 521.052632, Best solution: 819839 found at 10s
Seconds: 19, Total Iterations: 10000, Iteration per second: 526.315789, Best solution: 819839 found at 10s
Seconds: 19, Total Iterations: 10100, Iteration per second: 531.578947, Best solution: 819839 found at 10s
Seconds: 20, Total Iterations: 10200, Iteration per second: 510.000000, Best solution: 819839 found at 10s
Seconds: 20, Total Iterations: 10300, Iteration per second: 515.000000, Best solution: 819839 found at 10s
Seconds: 20, Total Iterations: 10400, Iteration per second: 520.000000, Best solution: 820112 found at 20s
Seconds: 20, Total Iterations: 10500, Iteration per second: 525.000000, Best solution: 820112 found at 20s
Seconds: 20, Total Iterations: 10600, Iteration per second: 530.000000, Best solution: 820112 found at 20s
Seconds: 21, Total Iterations: 10700, Iteration per second: 509.523810, Best solution: 820112 found at 20s
Seconds: 21, Total Iterations: 10800, Iteration per second: 514.285714, Best solution: 820112 found at 20s
Seconds: 21, Total Iterations: 10900, Iteration per second: 519.047619, Best solution: 820112 found at 20s
Seconds: 21, Total Iterations: 11000, Iteration per second: 523.809524, Best solution: 820112 found at 20s
Seconds: 21, Total Iterations: 11100, Iteration per second: 528.571429, Best solution: 820112 found at 20s
Seconds: 22, Total Iterations: 11200, Iteration per second: 509.090909, Best solution: 820112 found at 20s
