Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 859020 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 866347 found at 2s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 873929 found at 2s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 873929 found at 2s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 873929 found at 2s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 873929 found at 2s
Seconds: 5, Iteration: 70, Iteration per second: 14.000000, Best solution: 874350 found at 4s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 876003 found at 5s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 876003 found at 5s
Seconds: 6, Iteration: 100, Iteration per second: 16.666667, Best solution: 884065 found at 5s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 884065 found at 5s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 884925 found at 6s
Seconds: 6, Iteration: 130, Iteration per second: 21.666667, Best solution: 891301 found at 6s
Seconds: 6, Iteration: 140, Iteration per second: 23.333333, Best solution: 891301 found at 6s
Seconds: 7, Iteration: 150, Iteration per second: 21.428571, Best solution: 892332 found at 7s
Seconds: 7, Iteration: 160, Iteration per second: 22.857143, Best solution: 894527 found at 7s
Seconds: 7, Iteration: 170, Iteration per second: 24.285714, Best solution: 894527 found at 7s
Seconds: 7, Iteration: 180, Iteration per second: 25.714286, Best solution: 900533 found at 7s
Seconds: 7, Iteration: 190, Iteration per second: 27.142857, Best solution: 900533 found at 7s
Seconds: 8, Iteration: 200, Iteration per second: 25.000000, Best solution: 900533 found at 7s
Seconds: 8, Iteration: 210, Iteration per second: 26.250000, Best solution: 900533 found at 7s
Seconds: 8, Iteration: 220, Iteration per second: 27.500000, Best solution: 900533 found at 7s
Seconds: 8, Iteration: 230, Iteration per second: 28.750000, Best solution: 900533 found at 7s
Seconds: 8, Iteration: 240, Iteration per second: 30.000000, Best solution: 900533 found at 7s
Seconds: 9, Iteration: 250, Iteration per second: 27.777778, Best solution: 901449 found at 9s
Seconds: 9, Iteration: 260, Iteration per second: 28.888889, Best solution: 901449 found at 9s
Seconds: 9, Iteration: 270, Iteration per second: 30.000000, Best solution: 901449 found at 9s
Seconds: 9, Iteration: 280, Iteration per second: 31.111111, Best solution: 901449 found at 9s
Seconds: 10, Iteration: 290, Iteration per second: 29.000000, Best solution: 901449 found at 9s
Seconds: 10, Iteration: 300, Iteration per second: 30.000000, Best solution: 901449 found at 9s
Seconds: 10, Iteration: 310, Iteration per second: 31.000000, Best solution: 901758 found at 10s
Seconds: 10, Iteration: 320, Iteration per second: 32.000000, Best solution: 902450 found at 10s
Seconds: 10, Iteration: 330, Iteration per second: 33.000000, Best solution: 902450 found at 10s
Seconds: 11, Iteration: 340, Iteration per second: 30.909091, Best solution: 902450 found at 10s
Seconds: 11, Iteration: 350, Iteration per second: 31.818182, Best solution: 902450 found at 10s
Seconds: 11, Iteration: 360, Iteration per second: 32.727273, Best solution: 902450 found at 10s
Seconds: 11, Iteration: 370, Iteration per second: 33.636364, Best solution: 902450 found at 10s
Seconds: 11, Iteration: 380, Iteration per second: 34.545455, Best solution: 902450 found at 10s
Seconds: 12, Iteration: 390, Iteration per second: 32.500000, Best solution: 902450 found at 10s
Seconds: 12, Iteration: 400, Iteration per second: 33.333333, Best solution: 902450 found at 10s
Seconds: 12, Iteration: 410, Iteration per second: 34.166667, Best solution: 902450 found at 10s
Seconds: 12, Iteration: 420, Iteration per second: 35.000000, Best solution: 906340 found at 12s
Seconds: 12, Iteration: 430, Iteration per second: 35.833333, Best solution: 906340 found at 12s
Seconds: 13, Iteration: 440, Iteration per second: 33.846154, Best solution: 906340 found at 12s
Seconds: 13, Iteration: 450, Iteration per second: 34.615385, Best solution: 906340 found at 12s
Seconds: 13, Iteration: 460, Iteration per second: 35.384615, Best solution: 906340 found at 12s
Seconds: 13, Iteration: 470, Iteration per second: 36.153846, Best solution: 906340 found at 12s
Seconds: 13, Iteration: 480, Iteration per second: 36.923077, Best solution: 906340 found at 12s
Seconds: 14, Iteration: 490, Iteration per second: 35.000000, Best solution: 906340 found at 12s
Seconds: 14, Iteration: 500, Iteration per second: 35.714286, Best solution: 906789 found at 14s
Seconds: 14, Iteration: 510, Iteration per second: 36.428571, Best solution: 906789 found at 14s
Seconds: 14, Iteration: 520, Iteration per second: 37.142857, Best solution: 906789 found at 14s
Seconds: 14, Iteration: 530, Iteration per second: 37.857143, Best solution: 908487 found at 14s
Seconds: 15, Iteration: 540, Iteration per second: 36.000000, Best solution: 908487 found at 14s
Seconds: 15, Iteration: 550, Iteration per second: 36.666667, Best solution: 908487 found at 14s
Seconds: 15, Iteration: 560, Iteration per second: 37.333333, Best solution: 908487 found at 14s
Seconds: 15, Iteration: 570, Iteration per second: 38.000000, Best solution: 908487 found at 14s
Seconds: 15, Iteration: 580, Iteration per second: 38.666667, Best solution: 908487 found at 14s
Seconds: 16, Iteration: 590, Iteration per second: 36.875000, Best solution: 908487 found at 14s
Seconds: 16, Iteration: 600, Iteration per second: 37.500000, Best solution: 908487 found at 14s
Seconds: 16, Iteration: 610, Iteration per second: 38.125000, Best solution: 908487 found at 14s
Seconds: 16, Iteration: 620, Iteration per second: 38.750000, Best solution: 908487 found at 14s
Seconds: 16, Iteration: 630, Iteration per second: 39.375000, Best solution: 908487 found at 14s
Seconds: 16, Iteration: 640, Iteration per second: 40.000000, Best solution: 908487 found at 14s
Seconds: 17, Iteration: 650, Iteration per second: 38.235294, Best solution: 908776 found at 17s
Seconds: 17, Iteration: 660, Iteration per second: 38.823529, Best solution: 908776 found at 17s
Seconds: 17, Iteration: 670, Iteration per second: 39.411765, Best solution: 908776 found at 17s
Seconds: 17, Iteration: 680, Iteration per second: 40.000000, Best solution: 908776 found at 17s
Seconds: 17, Iteration: 690, Iteration per second: 40.588235, Best solution: 908776 found at 17s
Seconds: 18, Iteration: 700, Iteration per second: 38.888889, Best solution: 908776 found at 17s
Seconds: 18, Iteration: 710, Iteration per second: 39.444444, Best solution: 908776 found at 17s
Seconds: 18, Iteration: 720, Iteration per second: 40.000000, Best solution: 908776 found at 17s
Seconds: 18, Iteration: 730, Iteration per second: 40.555556, Best solution: 908776 found at 17s
Seconds: 18, Iteration: 740, Iteration per second: 41.111111, Best solution: 908776 found at 17s
Seconds: 19, Iteration: 750, Iteration per second: 39.473684, Best solution: 908776 found at 17s
Seconds: 19, Iteration: 760, Iteration per second: 40.000000, Best solution: 908912 found at 19s
Seconds: 19, Iteration: 770, Iteration per second: 40.526316, Best solution: 908912 found at 19s
Seconds: 19, Iteration: 780, Iteration per second: 41.052632, Best solution: 908912 found at 19s
Seconds: 19, Iteration: 790, Iteration per second: 41.578947, Best solution: 908912 found at 19s
Seconds: 20, Iteration: 800, Iteration per second: 40.000000, Best solution: 908912 found at 19s
Seconds: 20, Iteration: 810, Iteration per second: 40.500000, Best solution: 908912 found at 19s
Seconds: 20, Iteration: 820, Iteration per second: 41.000000, Best solution: 908912 found at 19s
Seconds: 20, Iteration: 830, Iteration per second: 41.500000, Best solution: 908912 found at 19s
Seconds: 20, Iteration: 840, Iteration per second: 42.000000, Best solution: 908912 found at 19s
Seconds: 21, Iteration: 850, Iteration per second: 40.476190, Best solution: 908912 found at 19s
Seconds: 21, Iteration: 860, Iteration per second: 40.952381, Best solution: 908912 found at 19s
Seconds: 21, Iteration: 870, Iteration per second: 41.428571, Best solution: 908912 found at 19s
Seconds: 21, Iteration: 880, Iteration per second: 41.904762, Best solution: 908912 found at 19s
Seconds: 21, Iteration: 890, Iteration per second: 42.380952, Best solution: 908912 found at 19s
Seconds: 21, Iteration: 900, Iteration per second: 42.857143, Best solution: 908912 found at 19s
Seconds: 22, Iteration: 910, Iteration per second: 41.363636, Best solution: 909080 found at 22s
Seconds: 22, Iteration: 920, Iteration per second: 41.818182, Best solution: 909080 found at 22s
Seconds: 22, Iteration: 930, Iteration per second: 42.272727, Best solution: 909165 found at 22s
Seconds: 22, Iteration: 940, Iteration per second: 42.727273, Best solution: 911845 found at 22s
Seconds: 22, Iteration: 950, Iteration per second: 43.181818, Best solution: 911845 found at 22s
Seconds: 23, Iteration: 960, Iteration per second: 41.739130, Best solution: 911845 found at 22s
Seconds: 23, Iteration: 970, Iteration per second: 42.173913, Best solution: 911845 found at 22s
Seconds: 23, Iteration: 980, Iteration per second: 42.608696, Best solution: 911845 found at 22s
Seconds: 23, Iteration: 990, Iteration per second: 43.043478, Best solution: 911845 found at 22s
Seconds: 23, Iteration: 1000, Iteration per second: 43.478261, Best solution: 911845 found at 22s
Seconds: 24, Iteration: 1010, Iteration per second: 42.083333, Best solution: 911845 found at 22s
Seconds: 24, Iteration: 1020, Iteration per second: 42.500000, Best solution: 911845 found at 22s
Seconds: 24, Iteration: 1030, Iteration per second: 42.916667, Best solution: 911845 found at 22s
Seconds: 24, Iteration: 1040, Iteration per second: 43.333333, Best solution: 911845 found at 22s
Seconds: 24, Iteration: 1050, Iteration per second: 43.750000, Best solution: 911845 found at 22s
Seconds: 25, Iteration: 1060, Iteration per second: 42.400000, Best solution: 911845 found at 22s
Seconds: 25, Iteration: 1070, Iteration per second: 42.800000, Best solution: 911845 found at 22s
Seconds: 25, Iteration: 1080, Iteration per second: 43.200000, Best solution: 911845 found at 22s
Seconds: 25, Iteration: 1090, Iteration per second: 43.600000, Best solution: 911845 found at 22s
Seconds: 25, Iteration: 1100, Iteration per second: 44.000000, Best solution: 911845 found at 22s
Seconds: 25, Iteration: 1110, Iteration per second: 44.400000, Best solution: 911845 found at 22s
Seconds: 26, Iteration: 1120, Iteration per second: 43.076923, Best solution: 911845 found at 22s
Seconds: 26, Iteration: 1130, Iteration per second: 43.461538, Best solution: 911845 found at 22s
Seconds: 26, Iteration: 1140, Iteration per second: 43.846154, Best solution: 911845 found at 22s
Seconds: 26, Iteration: 1150, Iteration per second: 44.230769, Best solution: 911845 found at 22s
Seconds: 27, Iteration: 1160, Iteration per second: 42.962963, Best solution: 911845 found at 22s
Seconds: 27, Iteration: 1170, Iteration per second: 43.333333, Best solution: 911845 found at 22s
Seconds: 27, Iteration: 1180, Iteration per second: 43.703704, Best solution: 911845 found at 22s
Seconds: 27, Iteration: 1190, Iteration per second: 44.074074, Best solution: 911845 found at 22s
Seconds: 27, Iteration: 1200, Iteration per second: 44.444444, Best solution: 911845 found at 22s
Seconds: 27, Iteration: 1210, Iteration per second: 44.814815, Best solution: 911845 found at 22s
Seconds: 28, Iteration: 1220, Iteration per second: 43.571429, Best solution: 911845 found at 22s
Seconds: 28, Iteration: 1230, Iteration per second: 43.928571, Best solution: 911845 found at 22s
Seconds: 28, Iteration: 1240, Iteration per second: 44.285714, Best solution: 911960 found at 28s
Seconds: 28, Iteration: 1250, Iteration per second: 44.642857, Best solution: 911960 found at 28s
Seconds: 28, Iteration: 1260, Iteration per second: 45.000000, Best solution: 911960 found at 28s
Seconds: 29, Iteration: 1270, Iteration per second: 43.793103, Best solution: 911960 found at 28s
Seconds: 29, Iteration: 1280, Iteration per second: 44.137931, Best solution: 911960 found at 28s
Seconds: 29, Iteration: 1290, Iteration per second: 44.482759, Best solution: 911960 found at 28s
Seconds: 29, Iteration: 1300, Iteration per second: 44.827586, Best solution: 911960 found at 28s
Seconds: 29, Iteration: 1310, Iteration per second: 45.172414, Best solution: 911965 found at 29s
Seconds: 30, Iteration: 1320, Iteration per second: 44.000000, Best solution: 911965 found at 29s
Seconds: 30, Iteration: 1330, Iteration per second: 44.333333, Best solution: 911965 found at 29s
Seconds: 30, Iteration: 1340, Iteration per second: 44.666667, Best solution: 911965 found at 29s
Seconds: 30, Iteration: 1350, Iteration per second: 45.000000, Best solution: 911965 found at 29s
Seconds: 30, Iteration: 1360, Iteration per second: 45.333333, Best solution: 911965 found at 29s
Seconds: 31, Iteration: 1370, Iteration per second: 44.193548, Best solution: 911965 found at 29s
Seconds: 31, Iteration: 1380, Iteration per second: 44.516129, Best solution: 911965 found at 29s
Seconds: 31, Iteration: 1390, Iteration per second: 44.838710, Best solution: 911965 found at 29s
Seconds: 31, Iteration: 1400, Iteration per second: 45.161290, Best solution: 911965 found at 29s
Seconds: 31, Iteration: 1410, Iteration per second: 45.483871, Best solution: 911965 found at 29s
Seconds: 32, Iteration: 1420, Iteration per second: 44.375000, Best solution: 911965 found at 29s
Seconds: 32, Iteration: 1430, Iteration per second: 44.687500, Best solution: 911965 found at 29s
Seconds: 32, Iteration: 1440, Iteration per second: 45.000000, Best solution: 911965 found at 29s
Seconds: 32, Iteration: 1450, Iteration per second: 45.312500, Best solution: 911965 found at 29s
Seconds: 32, Iteration: 1460, Iteration per second: 45.625000, Best solution: 911965 found at 29s
Seconds: 32, Iteration: 1470, Iteration per second: 45.937500, Best solution: 911965 found at 29s
Seconds: 33, Iteration: 1480, Iteration per second: 44.848485, Best solution: 911965 found at 29s
Seconds: 33, Iteration: 1490, Iteration per second: 45.151515, Best solution: 911965 found at 29s
Seconds: 33, Iteration: 1500, Iteration per second: 45.454545, Best solution: 911965 found at 29s
Seconds: 33, Iteration: 1510, Iteration per second: 45.757576, Best solution: 911965 found at 29s
Seconds: 33, Iteration: 1520, Iteration per second: 46.060606, Best solution: 911965 found at 29s
Seconds: 34, Iteration: 1530, Iteration per second: 45.000000, Best solution: 911965 found at 29s
Seconds: 34, Iteration: 1540, Iteration per second: 45.294118, Best solution: 911965 found at 29s
Seconds: 34, Iteration: 1550, Iteration per second: 45.588235, Best solution: 911965 found at 29s
Seconds: 34, Iteration: 1560, Iteration per second: 45.882353, Best solution: 911965 found at 29s
Seconds: 34, Iteration: 1570, Iteration per second: 46.176471, Best solution: 911965 found at 29s
Seconds: 35, Iteration: 1580, Iteration per second: 45.142857, Best solution: 911965 found at 29s
Seconds: 35, Iteration: 1590, Iteration per second: 45.428571, Best solution: 911965 found at 29s
Seconds: 35, Iteration: 1600, Iteration per second: 45.714286, Best solution: 911965 found at 29s
Seconds: 35, Iteration: 1610, Iteration per second: 46.000000, Best solution: 911965 found at 29s
Seconds: 35, Iteration: 1620, Iteration per second: 46.285714, Best solution: 911965 found at 29s
Seconds: 35, Iteration: 1630, Iteration per second: 46.571429, Best solution: 911965 found at 29s
Seconds: 36, Iteration: 1640, Iteration per second: 45.555556, Best solution: 911965 found at 29s
Seconds: 36, Iteration: 1650, Iteration per second: 45.833333, Best solution: 911965 found at 29s
Seconds: 36, Iteration: 1660, Iteration per second: 46.111111, Best solution: 911965 found at 29s
Seconds: 36, Iteration: 1670, Iteration per second: 46.388889, Best solution: 911965 found at 29s
Seconds: 36, Iteration: 1680, Iteration per second: 46.666667, Best solution: 911965 found at 29s
Seconds: 37, Iteration: 1690, Iteration per second: 45.675676, Best solution: 911965 found at 29s
Seconds: 37, Iteration: 1700, Iteration per second: 45.945946, Best solution: 911965 found at 29s
Seconds: 37, Iteration: 1710, Iteration per second: 46.216216, Best solution: 911965 found at 29s
Seconds: 37, Iteration: 1720, Iteration per second: 46.486486, Best solution: 911965 found at 29s
Seconds: 37, Iteration: 1730, Iteration per second: 46.756757, Best solution: 911965 found at 29s
Seconds: 37, Iteration: 1740, Iteration per second: 47.027027, Best solution: 911965 found at 29s
Seconds: 38, Iteration: 1750, Iteration per second: 46.052632, Best solution: 911965 found at 29s
Seconds: 38, Iteration: 1760, Iteration per second: 46.315789, Best solution: 911965 found at 29s
Seconds: 38, Iteration: 1770, Iteration per second: 46.578947, Best solution: 911965 found at 29s
Seconds: 38, Iteration: 1780, Iteration per second: 46.842105, Best solution: 911965 found at 29s
Seconds: 38, Iteration: 1790, Iteration per second: 47.105263, Best solution: 911965 found at 29s
Seconds: 39, Iteration: 1800, Iteration per second: 46.153846, Best solution: 911965 found at 29s
Seconds: 39, Iteration: 1810, Iteration per second: 46.410256, Best solution: 911965 found at 29s
Seconds: 39, Iteration: 1820, Iteration per second: 46.666667, Best solution: 911965 found at 29s
Seconds: 39, Iteration: 1830, Iteration per second: 46.923077, Best solution: 911965 found at 29s
Seconds: 39, Iteration: 1840, Iteration per second: 47.179487, Best solution: 911965 found at 29s
Seconds: 39, Iteration: 1850, Iteration per second: 47.435897, Best solution: 911965 found at 29s
Seconds: 40, Iteration: 1860, Iteration per second: 46.500000, Best solution: 911965 found at 29s
Seconds: 40, Iteration: 1870, Iteration per second: 46.750000, Best solution: 911965 found at 29s
